name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Enzo Fernández,MID,Chelsea,1.1,0,0,0,0.11,0.06,9,1,0,6.7,90,Liverpool,0,0,1,1,True,1
Enzo Fernández,MID,Chelsea,1.0,0,0,0,0.0,0.0,95,0,0,0.0,0,Brentford,0,0,0,0,True,0
Enzo Fernández,MID,Chelsea,2.0,1,0,0,0.01,0.04,110,1,0,2.5,57,Tottenham,0,0,1,4,False,0
Enzo Fernández,MID,Chelsea,1.0,0,0,0,0.01,0.02,115,3,0,1.0,63,Manchester City,0,0,1,2,True,0
Enzo Fernández,MID,Chelsea,2.2,0,0,0,0.19,0.07,127,4,0,3.7,90,Newcastle United,0,0,1,2,False,0
Enzo Fernández,MID,Chelsea,5.5,0,3,0,0.02,1.35,135,2,2,13.2,90,Brighton,0,0,1,14,True,1
Enzo Fernández,MID,Chelsea,4.5,0,0,0,0.01,0.61,150,2,0,2.6,90,Manchester United,0,0,1,2,False,0
Enzo Fernández,MID,Chelsea,4.4,0,0,0,0.03,0.18,154,1,0,3.6,65,Everton,0,0,1,2,False,0
Enzo Fernández,MID,Chelsea,4.7,0,0,0,0.01,0.0,165,0,0,0.4,21,Sheffield,0,0,0,1,True,0
Enzo Fernández,MID,Chelsea,2.6,0,0,0,0.0,0.0,180,0,0,0.0,0,Wolverhampton,0,0,0,0,False,0
Enzo Fernández,MID,Chelsea,0.8,0,0,0,0.0,0.0,186,0,0,0.0,0,Crystal Palace,0,0,0,0,True,0
Enzo Fernández,MID,Chelsea,0.5,0,0,0,0.35,0.82,19,3,0,11.5,90,West Ham,1,0,1,0,False,0
Enzo Fernández,MID,Chelsea,0.4,0,0,0,0.0,0.0,195,1,0,0.4,9,Luton,0,0,0,1,False,0
Enzo Fernández,MID,Chelsea,0.8,0,0,1,0.35,0.16,206,0,0,9.5,90,Fulham,0,0,1,2,True,1
Enzo Fernández,MID,Chelsea,1.0,0,0,0,0.04,0.02,219,4,0,3.3,90,Liverpool,0,0,1,1,False,1
Enzo Fernández,MID,Chelsea,1.7,0,0,0,0.27,0.02,226,4,0,5.5,90,Wolverhampton,0,0,1,2,True,0
Enzo Fernández,MID,Chelsea,3.7,0,1,0,0.05,0.38,232,1,1,8.0,90,Crystal Palace,0,0,1,8,False,0
Enzo Fernández,MID,Chelsea,2.2,0,0,0,0.25,0.11,246,1,0,5.7,90,Manchester City,0,0,1,2,False,0
Enzo Fernández,MID,Chelsea,4.0,0,0,0,0.7,0.1,261,2,0,7.9,70,Brentford,0,0,1,2,False,0
Enzo Fernández,MID,Chelsea,3.0,1,0,0,0.02,0.04,275,2,0,4.9,90,Newcastle United,0,0,1,5,True,0
Enzo Fernández,MID,Chelsea,1.5,0,0,1,0.29,0.26,26,0,0,5.4,90,Luton,0,0,1,2,True,1
Enzo Fernández,MID,Chelsea,3.5,0,0,0,0.14,0.18,294,2,0,7.8,90,Burnley,0,0,1,2,True,0
Enzo Fernández,MID,Chelsea,3.7,1,0,0,0.06,0.21,307,3,0,8.5,90,Manchester United,0,0,1,4,True,1
Enzo Fernández,MID,Chelsea,3.7,0,0,0,0.07,0.0,318,2,0,5.1,90,Sheffield,0,0,1,2,False,0
Enzo Fernández,MID,Chelsea,1.0,0,0,0,0.0,0.0,325,0,0,0.0,0,Everton,0,0,0,0,True,0
Enzo Fernández,MID,Chelsea,1.0,0,0,0,0.02,0.09,281,4,0,1.2,66,Arsenal,0,0,1,2,False,0
Enzo Fernández,MID,Chelsea,0.0,0,0,0,0.0,0.0,341,0,0,0.0,0,Aston Villa,0,0,0,0,False,0
Enzo Fernández,MID,Chelsea,0.0,0,0,0,0.0,0.0,255,0,0,0.0,0,Tottenham,0,0,0,0,True,0
Enzo Fernández,MID,Chelsea,0.0,0,0,0,0.0,0.0,355,0,0,0.0,0,West Ham,0,0,0,0,True,0
Enzo Fernández,MID,Chelsea,0.0,0,0,0,0.0,0.0,367,0,0,0.0,0,Nottingham Forest,0,0,0,0,False,0
Enzo Fernández,MID,Chelsea,0.0,0,0,0,0.0,0.0,332,0,0,0.0,0,Brighton,0,0,0,0,False,0
Enzo Fernández,MID,Chelsea,0.0,0,0,0,0.0,0.0,375,0,0,0.0,0,Bournemouth,0,0,0,0,True,0
Enzo Fernández,MID,Chelsea,1.2,0,0,0,0.53,0.22,35,1,0,8.1,90,Nottingham Forest,0,0,1,2,True,0
Enzo Fernández,MID,Chelsea,2.3,0,0,1,0.03,0.02,42,0,0,2.5,80,Bournemouth,0,0,1,3,False,0
Enzo Fernández,MID,Chelsea,2.7,0,0,1,0.01,0.21,55,0,0,1.8,67,Aston Villa,0,0,1,3,True,0
Enzo Fernández,MID,Chelsea,3.0,0,0,1,0.13,0.38,64,0,0,5.6,90,Fulham,0,0,1,3,False,0
Enzo Fernández,MID,Chelsea,2.8,0,0,0,0.06,0.08,73,1,0,5.5,90,Burnley,0,0,1,1,False,1
Enzo Fernández,MID,Chelsea,1.5,0,0,0,0.02,0.09,84,2,0,4.4,90,Arsenal,0,0,1,2,True,0
