name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Timo Werner,FWD,Spurs,0,5.1,2024-03-16,24,Fulham,0,1,False
Timo Werner,FWD,Spurs,0,5.7,2024-01-14,79,Manchester United,1,5,False
Timo Werner,FWD,Spurs,0,9.7,2024-01-31,90,Brentford,1,5,True
Timo Werner,FWD,Spurs,0,2.4,2024-02-03,85,Everton,1,2,False
Timo Werner,FWD,Spurs,0,3.1,2024-02-10,61,Brighton,1,2,True
Timo Werner,FWD,Spurs,3,14.0,2024-03-02,81,Crystal Palace,1,9,True
Timo Werner,FWD,Spurs,0,8.3,2024-03-30,90,Luton,1,2,True
Timo Werner,FWD,Spurs,0,5.1,2024-03-10,3,Aston Villa,0,5,False
Timo Werner,FWD,Spurs,0,3.3,2024-02-17,19,Wolverhampton,0,1,True
Timo Werner,FWD,Spurs,2,4.5,2024-04-02,81,West Ham,1,7,False
Timo Werner,FWD,Spurs,0,5.0,2024-04-07,75,Nottingham Forest,1,4,True
Timo Werner,FWD,Spurs,0,5.6,2024-04-13,90,Newcastle United,1,2,False
Timo Werner,FWD,Spurs,0,0.0,2024-05-05,0,Liverpool,0,0,False
Timo Werner,FWD,Spurs,0,0.5,2024-04-28,30,Arsenal,1,1,True
Timo Werner,FWD,Spurs,0,0.0,2024-05-02,0,Chelsea,0,0,False
Timo Werner,FWD,Spurs,0,0.0,2024-05-19,0,Sheffield,0,0,False
Timo Werner,FWD,Spurs,0,0.0,2024-05-11,0,Burnley,0,0,True
Timo Werner,FWD,Spurs,0,0.0,2024-05-14,0,Manchester City,0,0,True
