name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Pascal Groß,MID,Brighton,2.8,0,0,0,0.47,0.49,4,1,0,13.6,90,Luton,0,0,1,2,True,0
Pascal Groß,MID,Brighton,3.3,1,1,0,0.13,0.08,94,1,0,7.8,90,Fulham,0,0,1,6,True,0
Pascal Groß,MID,Brighton,3.3,0,0,0,0.16,0.06,103,1,0,4.1,90,Everton,0,0,1,2,False,0
Pascal Groß,MID,Brighton,4.2,0,1,0,0.09,0.0,114,1,0,4.7,90,Sheffield,0,0,1,3,True,0
Pascal Groß,MID,Brighton,4.7,2,1,0,0.3,0.0,128,2,0,14.2,90,Nottingham Forest,0,0,1,9,False,0
Pascal Groß,MID,Brighton,3.5,0,0,0,0.38,0.18,135,1,0,9.2,33,Chelsea,0,0,0,0,False,1
Pascal Groß,MID,Brighton,6.0,1,2,0,0.31,0.4,142,1,1,10.8,90,Brentford,0,0,1,12,True,0
Pascal Groß,MID,Brighton,6.7,1,2,0,0.58,0.27,152,1,0,17.8,90,Burnley,0,0,1,7,True,0
Pascal Groß,MID,Brighton,5.3,0,0,0,0.17,0.41,161,2,0,8.9,90,Arsenal,0,0,1,1,False,1
Pascal Groß,MID,Brighton,6.0,1,2,0,0.43,0.11,172,1,0,13.9,90,Crystal Palace,0,0,1,7,False,0
Pascal Groß,MID,Brighton,4.8,0,0,0,0.33,0.0,184,2,0,8.2,90,Tottenham,0,0,1,2,True,0
Pascal Groß,MID,Brighton,1.5,0,0,0,0.17,0.0,20,1,0,3.2,80,Wolverhampton,0,0,1,1,False,1
Pascal Groß,MID,Brighton,5.3,0,0,1,0.14,0.62,199,0,0,8.5,90,West Ham,0,0,1,3,False,0
Pascal Groß,MID,Brighton,2.7,0,0,1,0.71,0.0,204,0,0,9.2,90,Wolverhampton,0,0,1,3,True,0
Pascal Groß,MID,Brighton,3.0,0,0,0,0.2,0.09,214,4,0,5.3,90,Luton,0,0,1,2,False,0
Pascal Groß,MID,Brighton,5.3,2,3,0,0.38,0.1,224,1,0,10.5,90,Crystal Palace,0,0,1,11,True,0
Pascal Groß,MID,Brighton,6.5,0,3,0,0.06,0.79,238,2,1,8.6,90,Tottenham,0,0,1,10,False,0
Pascal Groß,MID,Brighton,8.3,1,2,1,0.79,0.9,249,0,0,19.1,90,Sheffield,0,0,1,8,False,0
Pascal Groß,MID,Brighton,0.0,1,3,0,0.29,0.05,254,1,0,13.5,90,Everton,0,0,1,7,True,1
Pascal Groß,MID,Brighton,6.5,0,0,0,0.08,0.0,264,1,0,1.3,31,Fulham,0,0,0,1,False,0
Pascal Groß,MID,Brighton,6.0,1,2,1,0.28,0.0,274,0,0,7.6,90,Nottingham Forest,0,0,1,8,True,0
Pascal Groß,MID,Brighton,4.3,0,3,0,0.3,0.16,24,3,1,19.8,90,West Ham,0,0,1,10,True,0
Pascal Groß,MID,Brighton,2.8,0,0,0,0.08,0.0,295,2,0,5.2,90,Liverpool,0,0,1,1,False,1
Pascal Groß,MID,Brighton,4.0,0,0,1,0.24,0.02,303,0,0,13.7,90,Brentford,0,0,1,3,False,0
Pascal Groß,MID,Brighton,2.5,0,0,0,0.15,0.0,312,3,0,3.9,90,Arsenal,0,0,1,2,True,0
Pascal Groß,MID,Brighton,2.7,0,1,0,0.23,0.11,324,1,0,10.1,90,Burnley,0,0,1,3,False,0
Pascal Groß,MID,Brighton,1.2,0,0,0,0.04,0.03,282,4,0,4.5,90,Manchester City,0,0,1,2,True,0
Pascal Groß,MID,Brighton,2.4,0,0,0,0.23,0.0,342,3,0,6.4,90,Bournemouth,0,0,1,2,False,0
Pascal Groß,MID,Brighton,1.7,0,0,1,0.06,0.5,353,0,0,5.8,90,Aston Villa,0,0,1,2,True,1
Pascal Groß,MID,Brighton,4.0,0,0,0,0.25,0.03,366,1,0,8.3,90,Newcastle United,0,0,1,2,False,0
Pascal Groß,MID,Brighton,4.0,0,0,0,0.34,0.41,332,2,0,6.4,90,Chelsea,0,0,1,2,True,0
Pascal Groß,MID,Brighton,2.0,0,0,0,0.37,0.03,373,2,0,7.9,90,Manchester United,0,0,1,2,True,0
Pascal Groß,MID,Brighton,3.5,0,0,1,0.06,0.0,33,0,0,5.8,88,Newcastle United,0,0,1,3,True,0
Pascal Groß,MID,Brighton,7.2,0,3,0,0.01,0.34,45,1,1,7.6,90,Manchester United,0,0,1,10,False,0
Pascal Groß,MID,Brighton,2.9,0,0,0,0.0,0.0,53,0,0,0.0,0,Bournemouth,0,0,0,0,True,0
Pascal Groß,MID,Brighton,0.0,0,0,0,0.0,0.0,61,0,0,0.0,0,Aston Villa,0,0,0,0,False,0
Pascal Groß,MID,Brighton,0.2,0,0,0,0.06,0.08,72,2,0,3.0,90,Liverpool,0,0,1,2,True,0
Pascal Groß,MID,Brighton,0.3,0,0,0,0.02,0.14,86,2,0,1.5,90,Manchester City,0,0,1,2,False,0
