name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home
Ethan Pinnock,DEF,Brentford,1,1,0.46,0,5.8,2023-08-19,90,Fulham,0,1,7,False
Ethan Pinnock,DEF,Brentford,0,0,1.26,2,2.5,2023-08-13,90,Tottenham,0,1,1,True
Ethan Pinnock,DEF,Brentford,0,0,1.42,2,1.8,2023-12-17,90,Aston Villa,0,1,1,True
Ethan Pinnock,DEF,Brentford,3,1,2.03,0,9.2,2023-10-28,90,Chelsea,0,1,15,False
Ethan Pinnock,DEF,Brentford,0,0,2.09,2,1.7,2023-11-04,90,West Ham,0,1,1,True
Ethan Pinnock,DEF,Brentford,0,0,1.52,2,2.9,2023-12-06,90,Brighton,0,1,1,False
Ethan Pinnock,DEF,Brentford,0,0,1.53,3,6.4,2023-11-12,90,Liverpool,0,1,1,False
Ethan Pinnock,DEF,Brentford,0,0,1.52,1,3.1,2023-11-25,90,Arsenal,0,1,2,True
Ethan Pinnock,DEF,Brentford,0,0,0.23,1,3.0,2023-12-02,90,Luton,0,1,2,True
Ethan Pinnock,DEF,Brentford,0,0,0.89,1,2.6,2023-12-09,90,Sheffield,0,1,2,False
Ethan Pinnock,DEF,Brentford,0,0,2.1,4,3.6,2023-12-27,90,Wolverhampton,0,1,0,True
Ethan Pinnock,DEF,Brentford,0,0,0.0,0,0.0,2024-03-16,0,Burnley,0,0,0,False
Ethan Pinnock,DEF,Brentford,0,0,1.08,3,2.1,2023-12-30,90,Crystal Palace,0,1,1,False
Ethan Pinnock,DEF,Brentford,0,0,1.09,2,2.1,2024-01-20,90,Nottingham Forest,0,1,1,True
Ethan Pinnock,DEF,Brentford,0,0,0.0,0,0.0,2024-02-26,0,West Ham,0,0,0,False
Ethan Pinnock,DEF,Brentford,0,0,2.86,3,3.6,2024-01-31,90,Tottenham,0,1,1,False
Ethan Pinnock,DEF,Brentford,0,0,0.8,1,3.1,2023-08-26,90,Crystal Palace,0,1,2,True
Ethan Pinnock,DEF,Brentford,0,1,1.13,0,2.2,2024-02-10,90,Wolverhampton,0,1,6,False
Ethan Pinnock,DEF,Brentford,0,0,2.15,3,2.6,2024-02-05,90,Manchester City,0,1,1,True
Ethan Pinnock,DEF,Brentford,0,0,0.0,0,0.0,2024-03-02,0,Chelsea,0,0,0,True
Ethan Pinnock,DEF,Brentford,0,0,0.0,0,0.0,2024-03-30,0,Manchester United,0,0,0,True
Ethan Pinnock,DEF,Brentford,0,0,0.0,0,0.0,2024-03-09,0,Arsenal,0,0,0,False
Ethan Pinnock,DEF,Brentford,0,0,0.0,0,0.0,2024-02-17,0,Liverpool,0,0,0,True
Ethan Pinnock,DEF,Brentford,0,0,0.0,0,0.0,2024-02-20,0,Manchester City,0,0,0,False
Ethan Pinnock,DEF,Brentford,0,0,0.0,0,0.0,2024-04-03,0,Brighton,0,0,0,True
Ethan Pinnock,DEF,Brentford,0,0,0.0,0,0.0,2024-04-06,0,Aston Villa,0,0,0,False
Ethan Pinnock,DEF,Brentford,0,0,0.0,0,0.2,2024-04-13,1,Sheffield,0,0,1,True
Ethan Pinnock,DEF,Brentford,0,0,2.02,2,2.8,2023-09-02,90,Bournemouth,0,1,1,True
Ethan Pinnock,DEF,Brentford,0,1,1.19,0,3.0,2024-05-04,90,Fulham,0,1,6,True
Ethan Pinnock,DEF,Brentford,0,0,1.43,1,3.9,2023-09-16,90,Newcastle United,0,1,2,False
Ethan Pinnock,DEF,Brentford,0,0,3.41,4,0.4,2024-05-19,90,Newcastle United,0,1,0,True
Ethan Pinnock,DEF,Brentford,0,0,0.77,1,2.2,2024-04-27,90,Everton,0,1,2,False
Ethan Pinnock,DEF,Brentford,0,0,1.84,3,3.3,2023-09-23,90,Everton,0,1,1,True
Ethan Pinnock,DEF,Brentford,0,0,0.59,1,6.7,2024-04-20,90,Luton,0,1,7,False
Ethan Pinnock,DEF,Brentford,0,0,0.47,1,4.5,2023-10-01,90,Nottingham Forest,0,1,2,False
Ethan Pinnock,DEF,Brentford,0,0,0.69,1,1.8,2024-05-11,90,Bournemouth,0,1,2,False
Ethan Pinnock,DEF,Brentford,0,0,1.43,2,5.4,2023-10-07,90,Manchester United,0,1,1,False
Ethan Pinnock,DEF,Brentford,1,1,1.14,0,1.7,2023-10-21,90,Burnley,0,1,7,True
