name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,starts,total_points,was_home
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-10-28,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-08-11,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-11-25,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-11-11,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-12-05,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-12-09,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-12-23,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-12-16,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-11-04,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-12-26,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-12-02,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-12-30,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-01-12,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-01-31,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-02-03,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-02-10,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-02-17,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-02-24,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-03-16,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-03-03,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-03-10,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-08-27,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-03-30,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-04-02,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-04-06,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-04-13,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-04-20,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-04-27,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-05-04,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-05-19,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2024-05-11,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-09-02,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-09-18,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-09-23,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-09-30,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-10-03,0,,0,0,0,0,0,False
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-10-07,0,,0,0,0,0,0,True
Denis Franchi,GK,Burnley,0,0,0.0,0,2023-10-21,0,,0,0,0,0,0,False
