name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,starts,total_points,was_home
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2023-08-19,0,Wolverhampton,0,0,0,0,0,False
Bart Verbruggen,GK,Brighton,0,0,0.28,1,2024-02-24,90,Everton,0,0,1,1,2,True
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2023-08-12,0,Luton,0,0,0,0,0,True
Bart Verbruggen,GK,Brighton,0,0,3.33,3,2023-08-26,90,West Ham,0,0,4,1,2,True
Bart Verbruggen,GK,Brighton,0,0,2.26,2,2023-12-17,90,Arsenal,0,0,6,1,3,False
Bart Verbruggen,GK,Brighton,0,0,1.36,1,2023-12-21,90,Crystal Palace,0,0,2,1,2,False
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2023-12-06,0,Brentford,0,0,0,0,0,True
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2023-12-03,0,Chelsea,0,0,0,0,0,False
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2023-10-29,0,Fulham,0,0,0,0,0,True
Bart Verbruggen,GK,Brighton,2,0,0.71,1,2023-11-04,90,Everton,0,0,3,1,5,False
Bart Verbruggen,GK,Brighton,0,0,1.69,2,2023-11-25,90,Nottingham Forest,0,0,3,1,1,False
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2024-01-22,0,Wolverhampton,0,0,0,0,0,True
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2023-12-28,0,Tottenham,0,0,0,0,0,True
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2024-01-02,0,West Ham,0,0,0,0,0,False
Bart Verbruggen,GK,Brighton,0,0,0.94,1,2023-12-09,90,Burnley,0,0,2,1,2,True
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2023-11-12,0,Sheffield,0,0,0,0,0,True
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2024-02-10,0,Tottenham,0,0,0,0,0,False
Bart Verbruggen,GK,Brighton,0,0,0.32,1,2024-02-03,90,Crystal Palace,0,0,4,1,3,True
Bart Verbruggen,GK,Brighton,1,0,2.79,2,2024-03-31,90,Liverpool,0,0,6,1,4,False
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2024-01-30,0,Luton,0,0,0,0,0,False
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2024-03-02,0,Fulham,0,0,0,0,0,False
Bart Verbruggen,GK,Brighton,3,1,0.68,0,2024-03-10,90,Nottingham Forest,0,0,4,1,10,True
Bart Verbruggen,GK,Brighton,0,1,0.58,0,2024-02-18,90,Sheffield,0,0,1,1,5,False
Bart Verbruggen,GK,Brighton,0,1,0.5,0,2024-04-03,90,Brentford,0,0,2,1,6,False
Bart Verbruggen,GK,Brighton,0,0,3.23,3,2024-04-06,90,Arsenal,0,0,4,1,2,True
Bart Verbruggen,GK,Brighton,0,0,1.7,1,2024-04-13,90,Burnley,0,0,2,1,2,False
Bart Verbruggen,GK,Brighton,0,0,1.3,1,2023-09-02,90,Newcastle United,0,0,2,1,2,True
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2023-09-16,0,Manchester United,0,0,0,0,0,False
Bart Verbruggen,GK,Brighton,0,0,2.49,2,2023-10-08,90,Liverpool,0,0,2,1,1,True
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2023-10-21,0,Manchester City,0,0,0,0,0,False
Bart Verbruggen,GK,Brighton,0,0,1.37,1,2023-09-24,90,Bournemouth,0,0,2,1,2,True
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2023-09-30,0,Aston Villa,0,0,0,0,0,False
Bart Verbruggen,GK,Brighton,0,1,0.06,0,2024-05-05,90,Aston Villa,0,0,1,1,6,True
Bart Verbruggen,GK,Brighton,0,0,2.26,3,2024-04-28,90,Bournemouth,0,0,3,1,2,False
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2024-05-19,0,Manchester United,0,0,0,0,0,True
Bart Verbruggen,GK,Brighton,0,0,0.0,0,2024-04-25,0,Manchester City,0,0,0,0,0,True
Bart Verbruggen,GK,Brighton,1,0,2.27,1,2024-05-11,90,Newcastle United,0,0,7,1,5,False
Bart Verbruggen,GK,Brighton,0,0,1.48,2,2024-05-15,90,Chelsea,0,0,4,1,1,True
