name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,starts,total_points,was_home
Thomas Kaminski,GK,Luton,1,0,4.1,4,2023-08-12,90,Brighton,0,0,8,1,3,False
Thomas Kaminski,GK,Luton,0,0,2.39,3,2023-10-29,90,Aston Villa,0,0,4,1,2,False
Thomas Kaminski,GK,Luton,0,0,3.04,1,2023-11-05,90,Liverpool,0,0,5,1,3,True
Thomas Kaminski,GK,Luton,0,0,2.12,1,2023-11-11,90,Manchester United,0,0,3,1,3,False
Thomas Kaminski,GK,Luton,0,0,1.68,1,2023-11-25,90,Crystal Palace,0,0,7,1,3,True
Thomas Kaminski,GK,Luton,0,0,3.47,3,2023-12-02,90,Brentford,0,0,3,1,1,False
Thomas Kaminski,GK,Luton,0,0,2.44,4,2023-12-05,90,Arsenal,0,0,5,1,1,True
Thomas Kaminski,GK,Luton,0,0,1.6,2,2023-12-10,90,Manchester City,0,0,4,1,2,True
Thomas Kaminski,GK,Luton,0,1,1.68,0,2023-12-23,90,Newcastle United,0,0,2,1,6,True
Thomas Kaminski,GK,Luton,0,0,2.59,2,2023-12-26,90,Sheffield,0,0,2,1,1,False
Thomas Kaminski,GK,Luton,0,0,1.5,3,2023-12-30,90,Chelsea,0,0,5,1,2,True
Thomas Kaminski,GK,Luton,1,0,0.99,1,2024-01-12,90,Burnley,0,0,7,1,5,False
Thomas Kaminski,GK,Luton,0,1,0.88,0,2024-01-30,90,Brighton,0,0,2,1,6,True
Thomas Kaminski,GK,Luton,0,0,2.28,4,2024-02-03,90,Newcastle United,0,0,2,1,0,False
Thomas Kaminski,GK,Luton,0,0,1.81,3,2024-02-10,90,Sheffield,0,0,0,1,1,True
Thomas Kaminski,GK,Luton,1,0,2.81,2,2024-02-18,90,Manchester United,0,0,6,1,4,True
Thomas Kaminski,GK,Luton,0,0,3.31,4,2024-02-21,90,Liverpool,0,0,9,1,3,False
Thomas Kaminski,GK,Luton,0,0,1.83,3,2024-03-02,90,Aston Villa,0,0,5,1,2,True
Thomas Kaminski,GK,Luton,0,0,2.59,1,2024-03-09,90,Crystal Palace,0,0,3,1,3,False
Thomas Kaminski,GK,Luton,0,0,2.66,4,2024-03-13,90,Bournemouth,0,0,5,1,1,False
Thomas Kaminski,GK,Luton,0,0,1.71,1,2024-03-16,90,Nottingham Forest,0,0,2,1,2,True
Thomas Kaminski,GK,Luton,0,0,2.09,3,2023-08-25,90,Chelsea,0,0,5,1,2,False
Thomas Kaminski,GK,Luton,0,0,2.98,2,2024-03-30,90,Tottenham,0,0,2,1,1,False
Thomas Kaminski,GK,Luton,0,0,0.82,2,2024-04-03,90,Arsenal,0,0,4,1,2,False
Thomas Kaminski,GK,Luton,0,0,0.34,1,2024-04-06,90,Bournemouth,0,0,1,1,2,True
Thomas Kaminski,GK,Luton,0,0,4.26,5,2024-04-13,90,Manchester City,0,0,9,1,3,False
Thomas Kaminski,GK,Luton,0,0,3.14,5,2024-04-20,90,Brentford,0,0,4,1,1,True
Thomas Kaminski,GK,Luton,0,0,1.21,2,2024-04-27,90,Wolverhampton,0,0,3,1,2,False
Thomas Kaminski,GK,Luton,0,0,1.43,1,2024-05-03,90,Everton,0,0,3,1,3,True
Thomas Kaminski,GK,Luton,0,0,3.24,3,2024-05-11,90,West Ham,0,0,5,1,2,False
Thomas Kaminski,GK,Luton,0,0,0.63,4,2024-05-19,75,Fulham,0,0,1,1,0,True
Thomas Kaminski,GK,Luton,0,0,1.06,2,2023-09-01,90,West Ham,0,0,1,1,1,True
Thomas Kaminski,GK,Luton,0,0,0.98,1,2023-09-16,90,Fulham,0,0,1,1,1,False
Thomas Kaminski,GK,Luton,0,0,0.59,1,2023-09-23,90,Wolverhampton,0,0,2,1,2,True
Thomas Kaminski,GK,Luton,0,0,2.9,1,2023-09-30,90,Everton,0,0,3,1,3,False
Thomas Kaminski,GK,Luton,0,0,1.04,2,2023-10-03,90,Burnley,0,0,2,1,1,True
Thomas Kaminski,GK,Luton,0,0,1.99,1,2023-10-07,90,Tottenham,0,0,3,1,3,True
Thomas Kaminski,GK,Luton,0,0,2.97,2,2023-10-21,90,Nottingham Forest,0,0,6,1,3,False
