name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals_conceded,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,starts,total_points,was_home,yellow_cards
Jason Steele,GK,Brighton,2.9,0,0,0,0.0,1.45,4,1,90,Luton,0,0,0,2,1,2,True,0
Jason Steele,GK,Brighton,1.7,0,0,0,0.0,0.71,94,1,90,Fulham,0,0,0,4,1,3,True,0
Jason Steele,GK,Brighton,1.7,0,0,0,0.0,0.0,103,0,0,Everton,0,0,0,0,0,0,False,0
Jason Steele,GK,Brighton,2.2,0,0,0,0.0,1.32,114,1,90,Sheffield,0,0,0,1,1,2,True,0
Jason Steele,GK,Brighton,0.7,0,0,0,0.0,0.0,128,0,0,Nottingham Forest,0,0,0,0,0,0,False,0
Jason Steele,GK,Brighton,0.8,0,0,0,0.0,1.93,135,3,90,Chelsea,0,0,0,2,1,1,False,0
Jason Steele,GK,Brighton,1.2,0,0,0,0.0,1.33,142,1,90,Brentford,0,0,0,0,1,2,True,0
Jason Steele,GK,Brighton,1.5,0,0,0,0.0,0.0,152,0,0,Burnley,0,0,0,0,0,0,True,0
Jason Steele,GK,Brighton,0.1,0,0,0,0.0,0.0,161,0,0,Arsenal,0,0,0,0,0,0,False,0
Jason Steele,GK,Brighton,0.5,0,0,0,0.0,0.0,172,0,0,Crystal Palace,0,0,0,0,0,0,False,0
Jason Steele,GK,Brighton,0.7,0,0,0,0.0,2.48,184,2,90,Tottenham,0,0,0,1,1,1,True,0
Jason Steele,GK,Brighton,2.5,0,0,0,0.0,2.06,20,1,90,Wolverhampton,0,0,0,4,1,3,False,0
Jason Steele,GK,Brighton,1.8,0,2,1,0.0,0.68,199,0,90,West Ham,0,0,0,2,1,8,False,0
Jason Steele,GK,Brighton,6.3,0,3,1,0.0,1.38,204,0,90,Wolverhampton,0,0,0,3,1,10,True,0
Jason Steele,GK,Brighton,6.0,0,0,0,0.0,2.89,214,4,90,Luton,0,0,0,4,1,1,False,0
Jason Steele,GK,Brighton,3.7,0,0,0,0.0,0.0,224,0,0,Crystal Palace,0,0,0,0,0,0,True,0
Jason Steele,GK,Brighton,3.2,0,0,0,0.0,1.6,238,2,90,Tottenham,0,0,0,4,1,2,False,0
Jason Steele,GK,Brighton,1.3,0,0,0,0.0,0.0,249,0,0,Sheffield,0,0,0,0,0,0,False,0
Jason Steele,GK,Brighton,0.0,0,0,0,0.0,0.0,254,0,0,Everton,0,0,0,0,0,0,True,0
Jason Steele,GK,Brighton,0.8,0,0,0,0.0,1.24,264,3,90,Fulham,0,0,0,2,1,1,False,0
Jason Steele,GK,Brighton,0.2,0,0,0,0.0,0.0,274,0,0,Nottingham Forest,0,0,0,0,0,0,True,0
Jason Steele,GK,Brighton,1.7,0,0,0,0.0,0.0,24,0,0,West Ham,0,0,0,0,0,0,True,0
Jason Steele,GK,Brighton,-0.2,0,0,0,0.0,0.0,295,0,0,Liverpool,0,0,0,0,0,0,False,0
Jason Steele,GK,Brighton,0.0,0,0,0,0.0,0.0,303,0,0,Brentford,0,0,0,0,0,0,False,0
Jason Steele,GK,Brighton,-1.0,0,0,0,0.0,0.0,312,0,0,Arsenal,0,0,0,0,0,0,True,0
Jason Steele,GK,Brighton,0.5,0,0,0,0.0,0.0,324,0,0,Burnley,0,0,0,0,0,0,False,0
Jason Steele,GK,Brighton,-1.0,0,0,0,0.0,1.3,282,4,90,Manchester City,0,0,0,2,1,0,True,0
Jason Steele,GK,Brighton,0.0,0,0,0,0.0,0.0,342,0,0,Bournemouth,0,0,0,0,0,0,False,0
Jason Steele,GK,Brighton,-0.5,0,0,0,0.0,0.0,353,0,0,Aston Villa,0,0,0,0,0,0,True,0
Jason Steele,GK,Brighton,0.0,0,0,0,0.0,0.0,366,0,0,Newcastle United,0,0,0,0,0,0,False,0
Jason Steele,GK,Brighton,0.0,0,0,0,0.0,0.0,332,0,0,Chelsea,0,0,0,0,0,0,True,0
Jason Steele,GK,Brighton,0.2,0,0,0,0.0,1.2,373,2,90,Manchester United,0,0,0,2,1,1,True,0
Jason Steele,GK,Brighton,0.7,0,0,0,0.0,0.0,33,0,0,Newcastle United,0,0,0,0,0,0,True,0
Jason Steele,GK,Brighton,0.5,0,0,0,0.0,0.96,45,1,90,Manchester United,0,0,0,3,1,3,False,0
Jason Steele,GK,Brighton,0.8,0,0,0,0.0,0.0,53,0,0,Bournemouth,0,0,0,0,0,0,True,0
Jason Steele,GK,Brighton,1.0,0,0,0,0.0,1.58,61,6,90,Aston Villa,0,0,0,4,1,0,False,0
Jason Steele,GK,Brighton,-0.5,0,0,0,0.0,0.0,72,0,0,Liverpool,0,0,0,0,0,0,True,0
Jason Steele,GK,Brighton,-0.3,0,0,0,0.0,0.75,86,2,90,Manchester City,0,0,0,3,1,2,False,0
