name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Christian Nørgaard,MID,Brentford,2.1,0,0,0,0.01,0.0,8,2,0,1.7,71,Tottenham,0,0,1,2,True,0
Christian Nørgaard,MID,Brentford,2.0,0,0,1,0.01,0.0,95,0,0,1.6,90,Chelsea,0,0,1,2,False,1
Christian Nørgaard,MID,Brentford,2.3,0,0,0,0.07,0.08,101,2,0,3.3,90,West Ham,0,0,1,2,True,0
Christian Nørgaard,MID,Brentford,1.2,0,0,0,0.28,0.17,117,3,0,4.7,90,Liverpool,0,0,1,1,False,1
Christian Nørgaard,MID,Brentford,1.2,0,0,0,0.02,0.04,121,1,0,1.9,90,Arsenal,0,0,1,2,True,0
Christian Nørgaard,MID,Brentford,2.0,0,0,0,0.27,0.02,133,1,0,5.7,90,Luton,0,0,1,1,True,1
Christian Nørgaard,MID,Brentford,0.0,0,0,0,0.0,0.0,142,0,0,0.0,0,Brighton,0,0,0,0,False,0
Christian Nørgaard,MID,Brentford,1.7,0,0,0,0.22,0.14,158,1,0,3.5,90,Sheffield,0,0,1,2,False,0
Christian Nørgaard,MID,Brentford,1.2,0,0,0,0.16,0.0,163,2,0,3.7,90,Aston Villa,0,0,1,1,True,1
Christian Nørgaard,MID,Brentford,1.0,0,0,0,0.1,0.08,183,4,0,3.3,90,Wolverhampton,0,0,1,1,True,1
Christian Nørgaard,MID,Brentford,2.5,0,0,1,0.02,0.02,13,0,0,2.4,78,Fulham,0,0,1,3,False,0
Christian Nørgaard,MID,Brentford,1.2,0,0,0,0.01,0.07,192,3,0,3.7,66,Crystal Palace,0,0,1,2,False,0
Christian Nørgaard,MID,Brentford,0.8,0,0,0,0.0,0.0,203,0,0,0.0,0,Nottingham Forest,0,0,0,0,True,0
Christian Nørgaard,MID,Brentford,0.5,0,0,0,0.04,0.0,216,3,0,2.6,90,Tottenham,0,0,1,1,False,1
Christian Nørgaard,MID,Brentford,0.0,0,0,0,0.0,0.27,223,3,0,4.1,90,Manchester City,0,0,1,2,True,0
Christian Nørgaard,MID,Brentford,3.0,0,1,1,0.01,0.87,240,0,1,9.3,84,Wolverhampton,0,0,1,9,False,0
Christian Nørgaard,MID,Brentford,4.9,0,0,0,0.11,0.05,241,2,0,4.1,62,Liverpool,0,0,1,2,True,0
Christian Nørgaard,MID,Brentford,4.9,0,0,0,0.01,0.0,176,1,0,1.8,90,Manchester City,0,0,1,2,False,0
Christian Nørgaard,MID,Brentford,0.0,0,0,0,0.07,0.11,259,4,0,3.7,90,West Ham,0,0,1,2,False,0
Christian Nørgaard,MID,Brentford,3.4,0,0,0,0.01,0.0,261,2,0,4.2,90,Chelsea,0,0,1,2,True,0
Christian Nørgaard,MID,Brentford,0.8,0,0,0,0.0,0.05,271,1,0,2.0,33,Arsenal,0,0,1,1,False,0
Christian Nørgaard,MID,Brentford,0.0,0,0,0,0.0,0.0,283,0,0,0.0,0,Burnley,0,0,0,0,False,0
Christian Nørgaard,MID,Brentford,3.3,1,0,0,0.12,0.01,23,1,0,7.2,90,Crystal Palace,0,0,1,5,True,0
Christian Nørgaard,MID,Brentford,0.0,0,0,0,0.0,0.0,293,0,0,0.0,0,Manchester United,0,0,0,0,True,0
Christian Nørgaard,MID,Brentford,0.0,0,0,0,0.0,0.0,303,0,0,0.0,0,Brighton,0,0,0,0,True,0
Christian Nørgaard,MID,Brentford,0.0,0,0,0,0.0,0.0,311,0,0,0.0,0,Aston Villa,0,0,0,0,False,0
Christian Nørgaard,MID,Brentford,0.0,0,0,0,0.0,0.0,323,0,0,0.0,0,Sheffield,0,0,0,0,True,0
Christian Nørgaard,MID,Brentford,0.7,0,0,0,0.0,0.0,336,1,0,1.9,19,Luton,0,0,0,1,False,0
Christian Nørgaard,MID,Brentford,0.6,0,0,0,0.01,0.0,343,1,0,1.7,77,Everton,0,0,1,2,False,0
Christian Nørgaard,MID,Brentford,1.5,0,0,1,0.03,0.04,352,0,0,2.1,81,Fulham,0,0,1,3,True,0
Christian Nørgaard,MID,Brentford,2.2,0,0,1,0.14,0.02,362,0,0,3.6,62,Bournemouth,0,0,1,3,False,0
Christian Nørgaard,MID,Brentford,2.5,0,0,0,0.17,0.0,372,4,0,3.6,90,Newcastle United,0,0,1,2,True,0
Christian Nørgaard,MID,Brentford,3.0,0,0,0,0.26,0.14,32,2,0,7.7,90,Bournemouth,0,0,1,2,True,0
Christian Nørgaard,MID,Brentford,2.2,0,0,0,0.01,0.08,46,1,0,1.3,71,Newcastle United,0,0,1,1,False,1
Christian Nørgaard,MID,Brentford,2.5,0,0,0,0.02,0.13,52,3,0,3.1,90,Everton,0,0,1,2,True,0
Christian Nørgaard,MID,Brentford,4.0,0,2,0,0.14,0.56,67,1,1,10.3,90,Nottingham Forest,0,0,1,9,False,0
Christian Nørgaard,MID,Brentford,3.5,0,0,0,0.01,0.41,78,2,0,5.6,90,Manchester United,0,0,1,1,False,1
Christian Nørgaard,MID,Brentford,4.8,0,0,1,0.11,0.25,83,0,0,6.4,90,Burnley,0,0,1,3,True,0
