name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,starts,total_points,was_home
Bernd Leno,GK,Fulham,0,1,2.37,0,2024-03-16,90,Tottenham,0,0,5,1,7,True
Bernd Leno,GK,Fulham,0,0,3.8,3,2023-08-19,90,Brentford,0,0,5,1,2,True
Bernd Leno,GK,Fulham,0,0,1.67,1,2024-02-24,90,Manchester United,0,0,7,1,3,False
Bernd Leno,GK,Fulham,3,1,2.73,0,2023-08-12,90,Everton,0,0,9,1,12,False
Bernd Leno,GK,Fulham,2,0,3.25,2,2023-08-26,90,Arsenal,0,0,8,1,5,False
Bernd Leno,GK,Fulham,0,0,3.97,3,2023-12-16,90,Newcastle United,0,0,7,1,3,False
Bernd Leno,GK,Fulham,0,0,0.41,2,2023-12-23,90,Burnley,0,0,0,1,1,True
Bernd Leno,GK,Fulham,0,1,0.29,0,2023-12-06,90,Nottingham Forest,0,0,1,1,6,True
Bernd Leno,GK,Fulham,0,0,2.22,4,2023-12-03,90,Liverpool,1,0,9,1,1,False
Bernd Leno,GK,Fulham,0,0,1.32,1,2023-10-29,90,Brighton,0,0,5,1,3,False
Bernd Leno,GK,Fulham,0,0,0.69,1,2023-11-04,90,Manchester United,0,0,4,1,3,True
Bernd Leno,GK,Fulham,0,0,1.41,2,2023-11-27,90,Wolverhampton,0,0,4,1,2,True
Bernd Leno,GK,Fulham,0,0,2.19,1,2024-01-13,90,Chelsea,0,0,2,1,2,False
Bernd Leno,GK,Fulham,0,0,1.82,3,2023-12-26,90,Bournemouth,0,0,1,1,0,False
Bernd Leno,GK,Fulham,0,0,1.64,1,2023-12-31,90,Arsenal,0,0,2,1,1,True
Bernd Leno,GK,Fulham,2,1,1.39,0,2023-12-10,90,West Ham,0,0,5,1,9,True
Bernd Leno,GK,Fulham,0,0,3.08,3,2023-11-12,90,Aston Villa,0,0,4,1,2,False
Bernd Leno,GK,Fulham,0,0,1.84,1,2024-02-10,90,Bournemouth,0,0,4,1,3,True
Bernd Leno,GK,Fulham,0,0,1.87,3,2024-03-30,90,Sheffield,0,0,1,1,1,False
Bernd Leno,GK,Fulham,0,0,1.68,2,2024-02-03,90,Burnley,0,0,2,1,1,False
Bernd Leno,GK,Fulham,2,1,2.15,0,2024-01-30,90,Everton,0,0,2,1,8,True
Bernd Leno,GK,Fulham,1,1,1.17,0,2024-03-02,90,Brighton,0,0,5,1,8,True
Bernd Leno,GK,Fulham,0,0,0.83,2,2024-03-09,90,Wolverhampton,0,0,2,1,1,False
Bernd Leno,GK,Fulham,0,0,1.65,2,2024-02-17,90,Aston Villa,0,0,1,1,1,True
Bernd Leno,GK,Fulham,0,0,1.51,3,2024-04-02,90,Nottingham Forest,0,0,1,1,1,False
Bernd Leno,GK,Fulham,0,0,0.59,1,2024-04-06,90,Newcastle United,0,0,4,1,3,True
Bernd Leno,GK,Fulham,2,1,0.93,0,2024-04-14,90,West Ham,0,0,4,1,9,False
Bernd Leno,GK,Fulham,0,0,2.26,5,2023-09-02,90,Manchester City,0,0,0,1,0,False
Bernd Leno,GK,Fulham,0,1,1.28,0,2023-09-16,90,Luton,0,0,2,1,6,True
Bernd Leno,GK,Fulham,0,0,0.57,1,2023-10-07,90,Sheffield,0,0,2,1,2,True
Bernd Leno,GK,Fulham,0,0,1.51,2,2023-10-23,90,Tottenham,0,0,3,1,2,False
Bernd Leno,GK,Fulham,3,1,0.3,0,2023-09-23,90,Crystal Palace,0,0,3,1,10,False
Bernd Leno,GK,Fulham,0,0,1.73,2,2023-10-02,90,Chelsea,0,0,2,1,1,True
Bernd Leno,GK,Fulham,0,1,0.63,0,2024-05-04,90,Brentford,0,0,2,1,6,False
Bernd Leno,GK,Fulham,0,0,1.01,1,2024-04-27,90,Crystal Palace,0,0,3,1,3,True
Bernd Leno,GK,Fulham,0,0,2.11,2,2024-05-19,90,Luton,0,0,4,1,2,False
Bernd Leno,GK,Fulham,0,0,1.02,3,2024-04-21,90,Liverpool,0,0,4,1,2,True
Bernd Leno,GK,Fulham,0,0,3.25,4,2024-05-11,90,Manchester City,0,0,5,1,1,True
