name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
James Garner,MID,Everton,1.6,0,0,0,0.01,0.0,5,1,0,2.7,82,Fulham,0,0,1,2,True,0
James Garner,MID,Everton,4.3,0,0,1,0.02,0.0,99,0,0,2.6,90,West Ham,0,0,1,3,False,0
James Garner,MID,Everton,2.3,0,0,0,0.04,0.13,103,1,0,3.2,90,Brighton,0,0,1,2,True,0
James Garner,MID,Everton,2.0,0,0,0,0.01,0.06,116,2,0,1.6,90,Crystal Palace,0,0,1,1,False,1
James Garner,MID,Everton,1.2,0,0,0,0.12,0.08,123,3,0,7.1,90,Manchester United,0,0,1,2,True,0
James Garner,MID,Everton,2.0,0,0,1,0.04,0.01,139,0,0,3.3,90,Nottingham Forest,0,0,1,3,False,0
James Garner,MID,Everton,1.0,0,0,0,0.0,0.0,144,0,0,0.0,0,Newcastle United,0,0,0,0,True,0
James Garner,MID,Everton,1.4,0,0,1,0.03,0.0,154,0,0,1.2,90,Chelsea,0,0,1,3,True,0
James Garner,MID,Everton,2.5,0,0,1,0.24,0.03,164,0,0,6.4,90,Burnley,0,0,1,2,False,1
James Garner,MID,Everton,2.0,0,0,0,0.03,0.3,178,2,0,8.8,90,Tottenham,0,0,1,2,False,0
James Garner,MID,Everton,1.0,0,0,0,0.05,0.0,187,3,0,4.0,90,Manchester City,0,0,1,2,True,0
James Garner,MID,Everton,2.0,0,0,0,0.14,0.03,11,4,0,3.6,90,Aston Villa,0,0,1,2,False,0
James Garner,MID,Everton,1.8,0,0,0,0.03,0.0,200,3,0,2.7,90,Wolverhampton,0,0,1,2,False,0
James Garner,MID,Everton,2.3,0,0,1,0.05,0.14,207,0,0,7.7,90,Aston Villa,0,0,1,3,True,0
James Garner,MID,Everton,3.0,0,0,1,0.07,0.05,213,0,0,6.0,90,Fulham,0,0,1,3,False,0
James Garner,MID,Everton,2.3,0,0,0,0.16,0.0,227,2,0,4.5,90,Tottenham,0,0,1,1,True,1
James Garner,MID,Everton,0.7,0,0,0,0.01,0.0,236,2,0,3.1,90,Manchester City,0,0,1,1,False,1
James Garner,MID,Everton,2.0,0,1,0,0.06,0.2,243,1,0,5.4,90,Crystal Palace,0,0,1,3,True,0
James Garner,MID,Everton,0.0,0,0,0,0.02,0.0,254,1,0,0.5,90,Brighton,0,0,1,2,False,0
James Garner,MID,Everton,2.8,1,0,0,0.36,0.06,263,3,0,7.1,90,West Ham,0,0,1,5,True,0
James Garner,MID,Everton,3.0,0,0,0,0.29,0.03,278,2,0,6.3,74,Manchester United,0,0,1,2,False,0
James Garner,MID,Everton,1.7,0,0,0,0.22,0.06,27,1,0,6.1,90,Wolverhampton,0,0,1,1,True,1
James Garner,MID,Everton,3.0,0,0,0,0.09,0.0,292,2,0,1.8,90,Bournemouth,0,0,1,2,False,0
James Garner,MID,Everton,1.7,0,0,0,0.0,0.04,310,0,0,1.2,29,Newcastle United,0,0,0,1,False,0
James Garner,MID,Everton,2.5,0,0,1,0.03,0.0,314,0,0,2.6,90,Burnley,0,0,1,3,True,0
James Garner,MID,Everton,1.1,0,0,0,0.04,0.0,325,4,0,1.7,45,Chelsea,0,0,1,0,False,1
James Garner,MID,Everton,2.9,0,0,0,0.0,0.0,334,0,0,0.0,23,Nottingham Forest,0,0,0,1,True,0
James Garner,MID,Everton,2.9,0,0,1,0.0,0.0,285,0,0,1.4,90,Liverpool,0,0,1,3,True,0
James Garner,MID,Everton,2.0,0,0,1,0.04,0.07,343,0,0,4.4,90,Brentford,0,0,1,3,True,0
James Garner,MID,Everton,1.9,0,0,0,0.01,0.13,358,1,0,2.8,54,Luton,0,0,1,0,False,1
James Garner,MID,Everton,2.5,0,0,1,0.2,0.19,363,0,0,4.8,90,Sheffield,0,0,1,3,True,0
James Garner,MID,Everton,1.0,0,0,0,0.04,0.0,371,2,0,1.6,90,Arsenal,0,0,1,2,False,0
James Garner,MID,Everton,2.3,0,0,0,0.01,0.0,40,2,0,1.6,74,Sheffield,0,0,1,2,False,0
James Garner,MID,Everton,0.8,0,0,0,0.0,0.0,43,0,0,0.0,10,Arsenal,0,0,0,1,True,0
James Garner,MID,Everton,2.8,1,2,0,0.3,0.03,52,1,0,9.7,90,Brentford,0,0,1,7,False,0
James Garner,MID,Everton,3.8,0,0,0,0.88,0.75,63,2,0,7.0,90,Luton,0,0,1,2,True,0
James Garner,MID,Everton,5.7,0,0,1,0.09,0.22,75,0,1,7.9,90,Bournemouth,0,0,1,8,True,0
James Garner,MID,Everton,3.5,0,0,0,0.02,0.01,85,2,0,1.1,90,Liverpool,0,0,1,2,False,0
