name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home
Joe Gomez,DEF,Liverpool,0,0,0.84,0,0.4,2023-08-19,14,Bournemouth,0,0,1,True
Joe Gomez,DEF,Liverpool,0,0,0.0,0,0.0,2023-08-13,0,Chelsea,0,0,0,False
Joe Gomez,DEF,Liverpool,0,0,0.07,0,0.1,2023-10-29,1,Nottingham Forest,0,0,1,True
Joe Gomez,DEF,Liverpool,0,0,0.36,0,1.8,2023-12-17,29,Manchester United,0,0,1,True
Joe Gomez,DEF,Liverpool,1,1,0.37,0,4.5,2023-11-05,66,Luton,0,1,7,False
Joe Gomez,DEF,Liverpool,0,0,0.0,0,0.0,2023-11-25,0,Manchester City,0,0,0,False
Joe Gomez,DEF,Liverpool,0,0,0.3,0,6.2,2023-12-23,55,Arsenal,0,0,1,True
Joe Gomez,DEF,Liverpool,0,0,0.0,0,0.0,2023-11-12,0,Brentford,0,0,0,True
Joe Gomez,DEF,Liverpool,0,1,0.66,0,2.2,2023-12-06,90,Sheffield,0,1,6,False
Joe Gomez,DEF,Liverpool,0,0,0.22,1,0.5,2023-12-03,25,Fulham,0,0,1,True
Joe Gomez,DEF,Liverpool,0,0,1.24,1,3.9,2023-12-09,45,Crystal Palace,0,0,0,False
Joe Gomez,DEF,Liverpool,0,1,0.76,0,1.6,2023-12-26,90,Burnley,0,1,6,False
Joe Gomez,DEF,Liverpool,0,0,0.59,2,2.6,2024-01-01,90,Newcastle United,0,1,1,True
Joe Gomez,DEF,Liverpool,1,1,1.39,0,4.9,2024-01-21,90,Bournemouth,0,1,10,False
Joe Gomez,DEF,Liverpool,0,1,0.38,0,4.2,2024-01-31,68,Chelsea,0,1,6,True
Joe Gomez,DEF,Liverpool,0,0,3.48,2,1.6,2024-02-04,84,Arsenal,0,1,0,False
Joe Gomez,DEF,Liverpool,0,0,0.0,0,0.0,2024-02-10,0,Burnley,0,0,0,True
Joe Gomez,DEF,Liverpool,0,0,1.34,0,1.7,2023-08-27,57,Newcastle United,0,0,1,False
Joe Gomez,DEF,Liverpool,0,1,1.05,0,4.2,2024-03-02,90,Nottingham Forest,0,1,6,False
Joe Gomez,DEF,Liverpool,0,0,0.95,0,0.3,2024-02-17,7,Brentford,0,0,1,False
Joe Gomez,DEF,Liverpool,0,0,1.03,1,3.0,2024-02-21,90,Luton,0,1,1,True
Joe Gomez,DEF,Liverpool,0,0,0.44,1,3.1,2024-03-31,90,Brighton,0,1,1,True
Joe Gomez,DEF,Liverpool,0,0,1.61,1,1.9,2024-03-10,90,Manchester City,0,1,2,True
Joe Gomez,DEF,Liverpool,0,0,0.59,1,4.2,2024-04-04,72,Sheffield,0,1,2,True
Joe Gomez,DEF,Liverpool,0,0,0.44,1,2.9,2024-04-07,24,Manchester United,0,0,1,False
Joe Gomez,DEF,Liverpool,0,0,0.0,0,0.0,2024-04-14,0,Crystal Palace,0,0,0,True
Joe Gomez,DEF,Liverpool,0,0,0.04,0,0.4,2024-04-27,12,West Ham,0,0,1,False
Joe Gomez,DEF,Liverpool,0,0,0.88,2,0.4,2024-05-05,26,Tottenham,0,0,0,True
Joe Gomez,DEF,Liverpool,0,0,0.31,0,0.1,2024-04-21,10,Fulham,0,0,1,False
Joe Gomez,DEF,Liverpool,0,0,0.04,0,1.6,2024-04-24,6,Everton,0,0,1,False
Joe Gomez,DEF,Liverpool,0,0,0.0,0,0.0,2024-05-19,0,Wolverhampton,0,0,0,True
Joe Gomez,DEF,Liverpool,0,1,0.66,0,2.7,2023-09-03,90,Aston Villa,0,1,6,True
Joe Gomez,DEF,Liverpool,0,0,0.63,1,4.4,2023-09-16,90,Wolverhampton,0,1,2,False
Joe Gomez,DEF,Liverpool,0,0,3.36,3,3.5,2024-05-13,90,Aston Villa,0,1,4,False
Joe Gomez,DEF,Liverpool,0,0,1.11,1,3.5,2023-09-24,90,West Ham,0,1,2,True
Joe Gomez,DEF,Liverpool,0,0,1.44,1,1.8,2023-09-30,72,Tottenham,0,1,2,False
Joe Gomez,DEF,Liverpool,0,0,0.49,0,1.4,2023-10-08,10,Brighton,0,0,0,False
Joe Gomez,DEF,Liverpool,0,0,0.01,0,2.1,2023-10-21,9,Everton,0,0,1,True
