name,position,team,xP,assists,bonus,expected_assists,expected_goals,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Erling Haaland,FWD,Man City,5.5,0,3,0.05,0.6,1,2,13.9,79,Burnley,0,0,1,13,False,0
Erling Haaland,FWD,Man City,9.2,1,3,0.47,2.04,98,2,20.8,90,Manchester United,0,0,1,16,False,0
Erling Haaland,FWD,Man City,9.3,0,0,0.02,0.44,106,0,2.4,45,Bournemouth,0,0,1,1,True,0
Erling Haaland,FWD,Man City,12.0,1,3,0.03,2.03,115,2,20.3,90,Chelsea,0,0,1,16,False,0
Erling Haaland,FWD,Man City,6.4,0,1,0.01,0.73,126,1,10.8,90,Liverpool,0,0,1,7,True,0
Erling Haaland,FWD,Man City,8.8,2,0,0.22,0.77,137,0,6.4,90,Tottenham,0,0,1,7,True,1
Erling Haaland,FWD,Man City,9.0,0,0,0.0,0.83,141,0,6.4,90,Aston Villa,0,0,1,2,False,0
Erling Haaland,FWD,Man City,7.9,0,0,0.0,0.0,156,0,0.0,0,Luton,0,0,0,0,False,0
Erling Haaland,FWD,Man City,1.1,0,0,0.0,0.0,167,0,0.0,0,Crystal Palace,0,0,0,0,True,0
Erling Haaland,FWD,Man City,1.4,0,0,0.0,0.0,187,0,0.0,0,Everton,0,0,0,0,False,0
Erling Haaland,FWD,Man City,8.0,0,0,0.02,0.43,16,0,6.3,90,Newcastle United,0,0,1,2,True,0
Erling Haaland,FWD,Man City,0.0,0,0,0.0,0.0,196,0,0.0,0,Sheffield,0,0,0,0,True,0
Erling Haaland,FWD,Man City,0.0,0,0,0.0,0.0,209,0,0.0,0,Newcastle United,0,0,0,0,False,0
Erling Haaland,FWD,Man City,1.5,0,0,0.01,0.23,220,0,2.0,19,Burnley,0,0,0,1,True,0
Erling Haaland,FWD,Man City,3.0,1,0,0.06,0.71,223,0,7.9,85,Brentford,0,0,1,5,False,0
Erling Haaland,FWD,Man City,7.3,0,3,0.11,0.68,236,2,14.1,90,Everton,0,0,1,13,True,0
Erling Haaland,FWD,Man City,13.6,0,0,0.02,1.71,246,0,10.3,90,Chelsea,0,0,1,2,True,0
Erling Haaland,FWD,Man City,13.6,0,2,0.21,0.86,176,1,10.6,90,Brentford,0,0,1,8,True,0
Erling Haaland,FWD,Man City,0.0,1,0,0.02,0.43,253,0,6.4,74,Bournemouth,0,0,1,5,False,0
Erling Haaland,FWD,Man City,7.8,0,0,0.06,1.58,266,1,6.2,90,Manchester United,0,0,1,6,True,0
Erling Haaland,FWD,Man City,5.1,0,0,0.01,0.1,277,0,5.7,90,Liverpool,0,0,1,2,False,0
Erling Haaland,FWD,Man City,7.8,0,0,0.01,1.93,30,1,14.4,90,Sheffield,1,0,1,4,False,0
Erling Haaland,FWD,Man City,3.3,0,0,0.02,0.28,296,0,2.2,90,Arsenal,0,0,1,2,True,0
Erling Haaland,FWD,Man City,1.8,0,0,0.0,0.0,309,0,0.0,0,Aston Villa,0,0,0,0,True,0
Erling Haaland,FWD,Man City,4.0,0,2,0.17,0.6,313,1,11.1,90,Crystal Palace,0,0,1,8,False,0
Erling Haaland,FWD,Man City,6.5,1,1,0.15,1.8,327,1,11.9,80,Luton,0,0,1,10,True,0
Erling Haaland,FWD,Man City,3.8,0,0,0.0,0.0,282,0,0.0,0,Brighton,0,0,0,0,False,0
Erling Haaland,FWD,Man City,4.2,0,0,0.04,0.43,347,1,7.6,28,Nottingham Forest,0,0,0,5,False,0
Erling Haaland,FWD,Man City,10.0,0,3,0.05,2.11,359,4,30.2,82,Wolverhampton,0,0,1,21,True,0
Erling Haaland,FWD,Man City,17.9,0,0,0.05,0.62,364,0,1.9,81,Fulham,0,0,1,2,False,0
Erling Haaland,FWD,Man City,17.9,0,3,0.02,1.72,339,2,12.3,90,Tottenham,0,0,1,13,False,0
Erling Haaland,FWD,Man City,8.2,0,0,0.01,0.76,379,0,3.1,90,West Ham,0,0,1,2,True,0
Erling Haaland,FWD,Man City,10.8,1,3,0.1,1.58,39,3,19.8,90,Fulham,0,0,1,20,True,0
Erling Haaland,FWD,Man City,11.0,0,0,0.03,2.56,49,1,17.4,90,West Ham,0,0,1,6,False,0
Erling Haaland,FWD,Man City,10.0,0,0,0.01,0.69,59,1,5.9,90,Nottingham Forest,0,0,1,6,True,0
Erling Haaland,FWD,Man City,5.7,0,0,0.03,0.06,70,0,4.6,90,Wolverhampton,0,0,1,2,False,0
Erling Haaland,FWD,Man City,3.8,0,0,0.17,0.0,71,0,3.8,90,Arsenal,0,0,1,2,False,0
Erling Haaland,FWD,Man City,5.0,0,2,0.0,0.26,86,1,6.6,90,Brighton,0,0,1,8,True,0
