name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Justin Kluivert,MID,Bournemouth,1.6,0,0,0,0.01,0.0,3,0,0,0.0,30,West Ham,0,0,0,1,True,0
Justin Kluivert,MID,Bournemouth,0.5,0,0,0,0.0,0.0,93,0,0,0.0,0,Burnley,0,0,0,0,True,0
Justin Kluivert,MID,Bournemouth,-0.7,0,0,0,0.0,0.0,106,1,0,0.3,5,Manchester City,0,0,0,1,False,0
Justin Kluivert,MID,Bournemouth,0.8,0,0,1,0.01,0.03,113,0,0,1.3,67,Newcastle United,0,0,1,3,True,0
Justin Kluivert,MID,Bournemouth,5.2,0,2,1,0.01,0.26,129,0,1,12.5,65,Sheffield,0,0,1,10,False,0
Justin Kluivert,MID,Bournemouth,3.8,0,0,0,0.02,0.04,132,1,0,4.7,69,Aston Villa,0,0,1,1,True,1
Justin Kluivert,MID,Bournemouth,4.2,0,0,1,0.02,0.06,143,0,0,0.8,61,Crystal Palace,0,0,1,3,False,0
Justin Kluivert,MID,Bournemouth,3.5,0,0,1,0.01,0.0,157,0,0,0.9,71,Manchester United,0,0,1,3,False,0
Justin Kluivert,MID,Bournemouth,3.4,0,0,0,0.0,0.0,177,0,0,0.0,0,Nottingham Forest,0,0,0,0,False,0
Justin Kluivert,MID,Bournemouth,3.0,0,0,1,0.05,0.29,182,0,1,10.3,72,Fulham,0,0,1,8,True,0
Justin Kluivert,MID,Bournemouth,0.5,0,0,0,0.01,0.22,14,0,0,4.0,27,Liverpool,0,0,0,1,False,0
Justin Kluivert,MID,Bournemouth,3.0,0,0,0,0.09,0.17,198,1,0,3.5,60,Tottenham,0,0,1,1,False,1
Justin Kluivert,MID,Bournemouth,3.2,0,0,0,0.02,0.28,202,1,0,3.7,68,Liverpool,0,0,1,2,True,0
Justin Kluivert,MID,Bournemouth,1.5,0,0,0,0.04,0.0,217,0,0,2.7,22,West Ham,0,0,0,1,False,0
Justin Kluivert,MID,Bournemouth,2.7,0,0,0,0.02,0.67,222,1,1,7.7,55,Nottingham Forest,0,0,1,5,True,1
Justin Kluivert,MID,Bournemouth,2.0,0,0,0,0.0,0.0,233,0,0,0.0,0,Fulham,0,0,0,0,False,0
Justin Kluivert,MID,Bournemouth,1.5,0,0,0,0.08,0.06,247,1,0,2.1,70,Newcastle United,0,0,1,2,False,0
Justin Kluivert,MID,Bournemouth,0.0,0,0,0,0.01,0.03,253,1,0,1.6,68,Manchester City,0,0,1,2,True,0
Justin Kluivert,MID,Bournemouth,3.3,0,0,1,0.06,0.5,262,0,1,8.3,72,Burnley,0,0,1,7,False,1
Justin Kluivert,MID,Bournemouth,6.2,0,0,0,0.02,0.15,273,1,0,3.9,61,Sheffield,0,0,1,2,True,0
Justin Kluivert,MID,Bournemouth,6.2,0,0,0,0.0,0.0,162,0,0,0.0,0,Luton,0,0,0,0,True,0
Justin Kluivert,MID,Bournemouth,1.0,0,0,0,0.02,0.03,22,1,0,2.3,59,Tottenham,0,0,1,1,True,0
Justin Kluivert,MID,Bournemouth,3.0,0,0,1,0.13,0.19,292,0,0,6.0,72,Everton,0,0,1,3,True,0
Justin Kluivert,MID,Bournemouth,2.8,0,0,0,0.0,0.41,302,0,1,6.1,26,Crystal Palace,0,0,0,6,True,0
Justin Kluivert,MID,Bournemouth,3.9,1,0,1,0.01,0.19,316,0,0,4.8,67,Luton,0,0,1,6,False,0
Justin Kluivert,MID,Bournemouth,5.5,0,0,0,0.11,0.48,322,2,1,9.0,75,Manchester United,0,0,1,7,True,0
Justin Kluivert,MID,Bournemouth,8.5,0,0,0,0.02,0.07,331,2,0,3.1,75,Aston Villa,0,0,1,2,False,0
Justin Kluivert,MID,Bournemouth,8.5,0,0,1,0.1,0.66,290,0,0,7.6,73,Wolverhampton,0,0,1,3,False,0
Justin Kluivert,MID,Bournemouth,5.0,0,0,1,0.02,0.61,342,0,1,8.0,90,Brighton,0,0,1,7,True,1
Justin Kluivert,MID,Bournemouth,3.2,0,0,0,0.01,0.11,351,2,0,1.3,88,Arsenal,0,0,1,2,False,0
Justin Kluivert,MID,Bournemouth,3.4,0,0,1,0.15,0.0,362,0,0,2.0,66,Brentford,0,0,1,3,True,0
Justin Kluivert,MID,Bournemouth,3.2,0,0,0,0.0,0.15,375,2,0,0.6,58,Chelsea,0,0,1,1,False,0
Justin Kluivert,MID,Bournemouth,1.2,0,0,0,0.03,0.05,32,1,0,2.2,70,Brentford,0,0,1,2,False,0
Justin Kluivert,MID,Bournemouth,1.3,0,0,0,0.55,0.05,42,0,0,3.4,27,Chelsea,0,0,0,1,True,0
Justin Kluivert,MID,Bournemouth,1.5,0,0,0,0.02,0.0,53,2,0,1.1,63,Brighton,0,0,1,2,False,0
Justin Kluivert,MID,Bournemouth,0.8,0,0,0,0.03,0.0,62,3,0,0.1,58,Arsenal,0,0,1,1,True,0
Justin Kluivert,MID,Bournemouth,1.0,0,0,0,0.0,0.0,75,0,0,0.0,0,Everton,0,0,0,0,False,0
Justin Kluivert,MID,Bournemouth,0.3,0,0,0,0.0,0.0,82,0,0,0.0,0,Wolverhampton,0,0,0,0,True,0
