name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home
Lloyd Kelly,DEF,Bournemouth,0,0,0.0,0,0.0,2023-08-12,0,West Ham,0,0,0,True
Lloyd Kelly,DEF,Bournemouth,0,0,0.88,1,1.9,2023-10-28,90,Burnley,0,1,2,True
Lloyd Kelly,DEF,Bournemouth,0,0,1.88,6,2.2,2023-11-04,90,Manchester City,0,1,-1,False
Lloyd Kelly,DEF,Bournemouth,1,1,0.51,0,1.0,2023-11-11,90,Newcastle United,0,1,7,True
Lloyd Kelly,DEF,Bournemouth,0,0,0.05,0,4.1,2023-11-25,45,Sheffield,0,1,1,False
Lloyd Kelly,DEF,Bournemouth,0,0,0.0,0,0.0,2023-12-03,0,Aston Villa,0,0,0,True
Lloyd Kelly,DEF,Bournemouth,0,0,0.0,0,0.0,2023-12-06,0,Crystal Palace,0,0,0,False
Lloyd Kelly,DEF,Bournemouth,0,0,0.0,0,0.0,2023-12-09,0,Manchester United,0,0,0,False
Lloyd Kelly,DEF,Bournemouth,0,0,0.0,0,0.0,2023-12-23,0,Nottingham Forest,0,0,0,False
Lloyd Kelly,DEF,Bournemouth,0,0,0.0,0,0.0,2023-12-26,0,Fulham,0,0,0,True
Lloyd Kelly,DEF,Bournemouth,0,0,0.08,0,0.2,2023-08-19,14,Liverpool,0,0,1,False
Lloyd Kelly,DEF,Bournemouth,0,0,0.0,0,0.0,2023-12-31,0,Tottenham,0,0,0,False
Lloyd Kelly,DEF,Bournemouth,0,0,0.65,3,0.7,2024-01-21,35,Liverpool,0,0,0,True
Lloyd Kelly,DEF,Bournemouth,0,0,1.28,1,3.2,2024-02-01,77,West Ham,0,1,2,False
Lloyd Kelly,DEF,Bournemouth,0,0,0.55,1,1.2,2024-02-04,82,Nottingham Forest,0,1,2,True
Lloyd Kelly,DEF,Bournemouth,0,0,0.91,2,0.6,2024-02-10,45,Fulham,0,1,0,False
Lloyd Kelly,DEF,Bournemouth,0,0,2.26,2,1.4,2024-02-17,90,Newcastle United,0,1,1,False
Lloyd Kelly,DEF,Bournemouth,0,0,0.0,0,0.0,2024-02-24,0,Manchester City,0,0,0,True
Lloyd Kelly,DEF,Bournemouth,0,0,0.0,0,0.0,2024-03-03,0,Burnley,0,0,0,False
Lloyd Kelly,DEF,Bournemouth,0,0,0.0,0,0.0,2024-03-09,0,Sheffield,0,0,0,True
Lloyd Kelly,DEF,Bournemouth,0,0,0.0,0,0.0,2024-03-13,0,Luton,0,0,0,True
Lloyd Kelly,DEF,Bournemouth,0,0,2.06,2,1.0,2023-08-26,90,Tottenham,0,1,0,True
Lloyd Kelly,DEF,Bournemouth,0,0,0.72,1,3.9,2024-03-30,27,Everton,0,0,4,True
Lloyd Kelly,DEF,Bournemouth,2,1,0.11,0,2.4,2024-04-02,90,Crystal Palace,0,1,7,True
Lloyd Kelly,DEF,Bournemouth,0,0,1.4,2,2.2,2024-04-06,90,Luton,0,1,1,False
Lloyd Kelly,DEF,Bournemouth,0,0,0.87,1,4.1,2024-04-13,51,Manchester United,0,0,1,True
Lloyd Kelly,DEF,Bournemouth,0,0,2.35,3,2.8,2024-04-21,90,Aston Villa,0,1,1,False
Lloyd Kelly,DEF,Bournemouth,0,0,0.25,0,0.6,2024-04-24,9,Wolverhampton,0,0,1,False
Lloyd Kelly,DEF,Bournemouth,0,1,1.0,0,1.7,2024-04-28,90,Brighton,0,1,6,True
Lloyd Kelly,DEF,Bournemouth,0,0,0.0,0,0.0,2024-05-04,0,Arsenal,0,0,0,False
Lloyd Kelly,DEF,Bournemouth,0,0,1.44,2,2.1,2024-05-11,90,Brentford,0,1,1,True
Lloyd Kelly,DEF,Bournemouth,0,0,0.27,0,0.5,2024-05-19,6,Chelsea,0,0,1,False
Lloyd Kelly,DEF,Bournemouth,0,0,0.0,0,0.0,2023-09-02,0,Brentford,0,0,0,False
Lloyd Kelly,DEF,Bournemouth,2,1,1.71,0,3.0,2023-09-17,90,Chelsea,0,1,8,True
Lloyd Kelly,DEF,Bournemouth,0,0,1.75,3,4.4,2023-09-24,82,Brighton,0,1,1,False
Lloyd Kelly,DEF,Bournemouth,0,0,0.0,0,0.0,2023-09-30,0,Arsenal,0,0,0,True
Lloyd Kelly,DEF,Bournemouth,0,0,0.0,0,0.0,2023-10-07,0,Everton,0,0,0,False
Lloyd Kelly,DEF,Bournemouth,0,0,2.06,2,1.7,2023-10-21,90,Wolverhampton,0,1,1,True
