name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals_conceded,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,starts,total_points,was_home,yellow_cards
Matz Sels,GK,Nott'm Forest,2.4,0,0,0,0.0,0.96,222,1,90,Bournemouth,0,0,0,0,1,2,False,0
Matz Sels,GK,Nott'm Forest,1.0,0,0,0,0.03,0.48,237,3,90,Newcastle United,0,0,0,2,1,1,True,0
Matz Sels,GK,Nott'm Forest,3.7,0,1,1,0.0,0.56,248,0,90,West Ham,0,0,0,3,1,8,True,0
Matz Sels,GK,Nott'm Forest,0.0,0,0,0,0.0,3.57,252,4,90,Aston Villa,0,0,0,2,1,0,False,0
Matz Sels,GK,Nott'm Forest,2.3,0,0,0,0.0,2.07,268,1,90,Liverpool,0,0,0,1,1,2,True,0
Matz Sels,GK,Nott'm Forest,3.2,0,0,0,0.0,0.46,274,1,90,Brighton,0,0,0,3,1,3,False,0
Matz Sels,GK,Nott'm Forest,2.3,0,0,0,0.0,0.6,287,1,90,Luton,0,0,0,3,1,2,False,1
Matz Sels,GK,Nott'm Forest,2.2,0,0,0,0.0,1.19,298,1,90,Crystal Palace,0,0,0,2,1,2,True,0
Matz Sels,GK,Nott'm Forest,2.2,0,0,0,0.01,1.48,305,1,90,Fulham,0,0,0,2,1,2,True,0
Matz Sels,GK,Nott'm Forest,1.7,0,0,0,0.0,1.48,319,3,90,Tottenham,0,0,0,5,1,2,False,0
Matz Sels,GK,Nott'm Forest,1.8,0,0,0,0.0,1.07,329,2,90,Wolverhampton,0,0,0,1,1,1,True,0
Matz Sels,GK,Nott'm Forest,1.6,0,0,0,0.01,0.45,334,2,90,Everton,0,0,0,2,1,1,False,0
Matz Sels,GK,Nott'm Forest,0.5,0,0,0,0.01,0.84,347,2,90,Manchester City,0,0,0,3,1,2,True,0
Matz Sels,GK,Nott'm Forest,2.3,0,0,0,0.03,2.27,360,1,90,Sheffield,0,0,0,4,1,3,False,0
Matz Sels,GK,Nott'm Forest,1.8,0,0,0,0.0,1.81,367,3,90,Chelsea,0,0,0,2,1,1,True,0
Matz Sels,GK,Nott'm Forest,2.5,0,0,0,0.0,1.21,374,1,90,Burnley,0,0,0,2,1,2,False,0
