name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Will Hughes,MID,Crystal Palace,0.0,0,0,0,0.0,0.0,7,0,0,0.0,0,Sheffield,0,0,0,0,False,0
Will Hughes,MID,Crystal Palace,2.3,0,0,0,0.17,0.01,96,2,0,7.0,69,Tottenham,0,0,1,2,True,0
Will Hughes,MID,Crystal Palace,2.8,0,0,1,0.03,0.0,102,0,0,1.7,90,Burnley,0,0,1,3,False,0
Will Hughes,MID,Crystal Palace,2.3,0,0,0,0.27,0.0,116,3,0,4.0,88,Everton,0,0,1,2,True,0
Will Hughes,MID,Crystal Palace,2.5,0,0,0,0.1,0.0,125,2,0,0.6,36,Luton,0,0,0,1,False,0
Will Hughes,MID,Crystal Palace,2.0,0,0,0,0.1,0.0,140,1,0,1.7,81,West Ham,0,0,1,2,False,0
Will Hughes,MID,Crystal Palace,1.5,0,0,0,0.01,0.0,143,1,0,0.4,21,Bournemouth,0,0,0,1,True,0
Will Hughes,MID,Crystal Palace,1.1,0,0,0,0.14,0.0,153,2,0,6.6,90,Liverpool,0,0,1,2,True,0
Will Hughes,MID,Crystal Palace,0.2,0,0,0,0.0,0.0,167,0,0,0.0,0,Manchester City,0,0,0,0,False,0
Will Hughes,MID,Crystal Palace,1.0,0,0,0,0.01,0.0,172,0,0,0.5,58,Brighton,0,0,1,0,True,1
Will Hughes,MID,Crystal Palace,0.8,0,0,0,0.0,0.0,186,0,0,0.0,0,Chelsea,0,0,0,0,False,0
Will Hughes,MID,Crystal Palace,0.0,0,0,0,0.0,0.0,12,0,0,0.0,0,Arsenal,0,0,0,0,True,0
Will Hughes,MID,Crystal Palace,0.7,0,0,0,0.0,0.0,192,0,0,0.2,4,Brentford,0,0,0,1,True,0
Will Hughes,MID,Crystal Palace,0.5,0,0,0,0.01,0.02,201,3,0,1.7,67,Arsenal,0,0,1,2,False,0
Will Hughes,MID,Crystal Palace,2.5,0,0,0,0.04,0.0,212,2,0,1.8,90,Sheffield,0,0,1,2,True,0
Will Hughes,MID,Crystal Palace,2.0,0,0,0,0.0,0.0,224,3,0,0.7,79,Brighton,0,0,1,2,False,0
Will Hughes,MID,Crystal Palace,2.0,0,0,0,0.15,0.0,232,1,0,6.9,78,Chelsea,0,0,1,2,True,0
Will Hughes,MID,Crystal Palace,1.1,0,0,0,0.0,0.0,243,0,0,0.0,0,Everton,0,0,0,0,False,0
Will Hughes,MID,Crystal Palace,0.0,0,0,0,0.0,0.0,256,0,0,0.0,0,Burnley,0,0,0,0,True,0
Will Hughes,MID,Crystal Palace,0.3,0,0,0,0.0,0.0,270,3,0,0.0,19,Tottenham,0,0,0,1,False,0
Will Hughes,MID,Crystal Palace,1.0,0,0,0,0.04,0.0,276,1,0,0.6,9,Luton,0,0,0,1,True,0
Will Hughes,MID,Crystal Palace,0.0,0,0,0,0.0,0.0,23,0,0,0.0,0,Brentford,0,0,0,0,False,0
Will Hughes,MID,Crystal Palace,1.0,0,0,0,0.01,0.0,298,0,0,0.5,10,Nottingham Forest,0,0,0,1,False,0
Will Hughes,MID,Crystal Palace,1.3,0,0,1,0.07,0.0,302,0,0,2.0,69,Bournemouth,0,0,1,2,False,1
Will Hughes,MID,Crystal Palace,0.5,0,0,0,0.0,0.0,313,4,0,0.6,81,Manchester City,0,0,1,2,True,0
Will Hughes,MID,Crystal Palace,1.5,0,0,1,0.09,0.0,326,0,0,1.2,76,Liverpool,0,0,1,3,False,0
Will Hughes,MID,Crystal Palace,4.9,1,0,0,0.06,0.0,333,1,0,3.7,80,West Ham,0,0,1,4,True,1
Will Hughes,MID,Crystal Palace,4.9,1,2,1,0.2,0.03,284,0,0,7.4,90,Newcastle United,0,0,1,8,True,0
Will Hughes,MID,Crystal Palace,3.6,0,0,0,0.02,0.06,344,1,0,1.9,90,Fulham,0,0,1,1,False,1
Will Hughes,MID,Crystal Palace,3.8,0,0,1,0.01,0.05,356,0,0,2.4,67,Manchester United,0,0,1,3,True,0
Will Hughes,MID,Crystal Palace,3.4,0,0,0,0.0,0.0,370,0,0,0.0,14,Wolverhampton,0,0,1,1,False,0
Will Hughes,MID,Crystal Palace,0.0,0,0,0,0.0,0.0,376,0,0,0.0,0,Aston Villa,0,0,0,0,True,0
Will Hughes,MID,Crystal Palace,0.2,0,0,0,0.0,0.0,36,1,0,1.4,1,Wolverhampton,0,0,0,1,True,0
Will Hughes,MID,Crystal Palace,0.5,0,0,0,0.01,0.0,41,3,0,4.4,90,Aston Villa,0,0,1,1,False,1
Will Hughes,MID,Crystal Palace,1.2,0,0,1,0.04,0.04,56,0,0,4.9,90,Fulham,0,0,1,3,True,0
Will Hughes,MID,Crystal Palace,1.5,0,0,1,0.01,0.1,65,0,0,1.9,90,Manchester United,0,0,1,2,False,1
Will Hughes,MID,Crystal Palace,2.7,0,0,1,0.02,0.0,74,0,0,1.9,90,Nottingham Forest,0,0,1,3,True,0
Will Hughes,MID,Crystal Palace,1.8,0,0,0,0.09,0.0,87,4,0,3.7,69,Newcastle United,0,0,1,2,False,0
