name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Danny Welbeck,FWD,Brighton,0,3.7,2023-08-19,56,Wolverhampton,1,1,False
Danny Welbeck,FWD,Brighton,0,3.9,2023-08-12,77,Luton,1,2,True
Danny Welbeck,FWD,Brighton,0,0.3,2023-12-17,11,Arsenal,0,1,False
Danny Welbeck,FWD,Brighton,3,9.8,2023-12-21,45,Crystal Palace,0,8,False
Danny Welbeck,FWD,Brighton,0,0.0,2023-10-29,0,Fulham,0,0,True
Danny Welbeck,FWD,Brighton,0,0.0,2023-11-04,0,Everton,0,0,False
Danny Welbeck,FWD,Brighton,0,0.0,2023-12-06,0,Brentford,0,0,True
Danny Welbeck,FWD,Brighton,0,0.0,2023-11-25,0,Nottingham Forest,0,0,False
Danny Welbeck,FWD,Brighton,0,0.0,2023-11-12,0,Sheffield,0,0,True
Danny Welbeck,FWD,Brighton,0,0.0,2023-12-03,0,Chelsea,0,0,False
Danny Welbeck,FWD,Brighton,0,0.0,2023-12-09,0,Burnley,0,0,True
Danny Welbeck,FWD,Brighton,0,5.0,2023-12-28,68,Tottenham,1,5,True
Danny Welbeck,FWD,Brighton,0,3.4,2024-01-02,66,West Ham,1,2,False
Danny Welbeck,FWD,Brighton,0,2.9,2024-02-24,60,Everton,1,2,True
Danny Welbeck,FWD,Brighton,0,3.7,2024-01-22,64,Wolverhampton,1,2,True
Danny Welbeck,FWD,Brighton,0,6.6,2024-01-30,90,Luton,1,2,False
Danny Welbeck,FWD,Brighton,0,4.0,2023-08-26,59,West Ham,1,1,True
Danny Welbeck,FWD,Brighton,0,3.5,2024-02-10,82,Tottenham,1,5,False
Danny Welbeck,FWD,Brighton,0,3.6,2024-02-03,21,Crystal Palace,0,3,True
Danny Welbeck,FWD,Brighton,0,0.0,2024-03-02,0,Fulham,0,0,False
Danny Welbeck,FWD,Brighton,1,8.0,2024-03-31,90,Liverpool,1,6,False
Danny Welbeck,FWD,Brighton,0,0.5,2024-03-10,30,Nottingham Forest,0,1,True
Danny Welbeck,FWD,Brighton,0,10.6,2024-02-18,80,Sheffield,1,6,False
Danny Welbeck,FWD,Brighton,0,3.9,2024-04-03,16,Brentford,0,1,False
Danny Welbeck,FWD,Brighton,0,2.2,2024-04-06,75,Arsenal,1,2,True
Danny Welbeck,FWD,Brighton,0,5.6,2024-04-13,76,Burnley,1,2,False
Danny Welbeck,FWD,Brighton,0,0.0,2023-09-02,0,Newcastle United,0,0,True
Danny Welbeck,FWD,Brighton,0,2.1,2024-05-05,87,Aston Villa,1,2,True
Danny Welbeck,FWD,Brighton,1,7.8,2023-09-16,63,Manchester United,1,7,False
Danny Welbeck,FWD,Brighton,0,4.4,2024-05-19,90,Manchester United,1,2,True
Danny Welbeck,FWD,Brighton,0,1.8,2024-04-28,45,Bournemouth,0,1,False
Danny Welbeck,FWD,Brighton,0,1.6,2023-09-24,62,Bournemouth,1,2,True
Danny Welbeck,FWD,Brighton,0,1.1,2024-04-25,74,Manchester City,1,2,True
Danny Welbeck,FWD,Brighton,0,0.6,2023-09-30,45,Aston Villa,1,0,False
Danny Welbeck,FWD,Brighton,0,5.2,2024-05-11,90,Newcastle United,1,4,False
Danny Welbeck,FWD,Brighton,0,7.9,2024-05-15,20,Chelsea,0,5,True
Danny Welbeck,FWD,Brighton,0,0.3,2023-10-08,30,Liverpool,0,1,True
Danny Welbeck,FWD,Brighton,0,0.0,2023-10-21,15,Manchester City,1,1,False
