name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home
Radu Dragusin,DEF,Spurs,0,0,2.79,3,2.7,2024-03-16,90,Fulham,0,1,1,False
Radu Dragusin,DEF,Spurs,0,0,0.45,0,0.4,2024-01-14,5,Manchester United,0,0,1,False
Radu Dragusin,DEF,Spurs,0,0,0.0,0,0.0,2024-02-10,0,Brighton,0,0,0,True
Radu Dragusin,DEF,Spurs,0,0,0.86,1,0.2,2024-02-03,1,Everton,0,0,1,False
Radu Dragusin,DEF,Spurs,0,0,0.39,1,1.7,2024-03-30,90,Luton,0,1,2,True
Radu Dragusin,DEF,Spurs,0,0,0.19,0,0.1,2024-01-31,2,Brentford,0,0,1,True
Radu Dragusin,DEF,Spurs,0,0,0.0,0,0.0,2024-03-02,0,Crystal Palace,0,0,0,True
Radu Dragusin,DEF,Spurs,0,0,0.42,0,1.9,2024-03-10,41,Aston Villa,0,0,0,False
Radu Dragusin,DEF,Spurs,0,0,0.0,0,0.0,2024-02-17,0,Wolverhampton,0,0,0,True
Radu Dragusin,DEF,Spurs,0,0,0.0,0,0.0,2024-04-02,0,West Ham,0,0,0,False
Radu Dragusin,DEF,Spurs,0,0,0.0,0,0.0,2024-04-07,0,Nottingham Forest,0,0,0,True
Radu Dragusin,DEF,Spurs,0,0,0.0,0,0.0,2024-04-13,0,Newcastle United,0,0,0,False
Radu Dragusin,DEF,Spurs,0,0,0.0,0,0.0,2024-05-05,0,Liverpool,0,0,0,False
Radu Dragusin,DEF,Spurs,0,1,0.7,0,2.0,2024-05-19,90,Sheffield,0,1,6,False
Radu Dragusin,DEF,Spurs,0,0,0.0,0,0.0,2024-04-28,0,Arsenal,0,0,0,True
Radu Dragusin,DEF,Spurs,0,0,0.0,0,0.0,2024-05-02,0,Chelsea,0,0,0,False
Radu Dragusin,DEF,Spurs,0,0,0.0,0,0.2,2024-05-11,15,Burnley,0,0,1,True
Radu Dragusin,DEF,Spurs,0,0,2.4,2,1.8,2024-05-14,90,Manchester City,0,1,1,True
