name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals_conceded,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,starts,total_points,was_home,yellow_cards
Jordan Pickford,GK,Everton,2.4,0,0,0,0.01,1.5,5,1,90,Fulham,0,0,0,1,1,2,True,0
Jordan Pickford,GK,Everton,5.3,0,0,1,0.01,0.66,99,0,90,West Ham,0,0,0,2,1,5,False,1
Jordan Pickford,GK,Everton,3.0,0,0,0,0.02,0.53,103,1,90,Brighton,0,0,0,2,1,2,True,0
Jordan Pickford,GK,Everton,3.0,0,0,0,0.0,2.24,116,2,90,Crystal Palace,0,0,0,3,1,2,False,0
Jordan Pickford,GK,Everton,1.2,0,0,0,0.0,2.18,123,3,90,Manchester United,0,0,0,1,1,1,True,0
Jordan Pickford,GK,Everton,3.0,0,1,1,0.01,0.71,139,0,90,Nottingham Forest,0,0,0,2,1,7,False,0
Jordan Pickford,GK,Everton,3.7,0,0,1,0.02,1.58,144,0,90,Newcastle United,0,0,0,3,1,7,True,0
Jordan Pickford,GK,Everton,4.1,0,3,1,0.0,0.93,154,0,90,Chelsea,0,0,0,4,1,10,True,0
Jordan Pickford,GK,Everton,6.7,0,0,1,0.05,0.77,164,0,90,Burnley,0,0,0,2,1,6,False,0
Jordan Pickford,GK,Everton,5.5,0,0,0,0.01,1.34,178,2,90,Tottenham,0,0,0,4,1,2,False,0
Jordan Pickford,GK,Everton,4.7,0,0,0,0.01,2.6,187,3,90,Manchester City,0,0,0,6,1,2,True,1
Jordan Pickford,GK,Everton,1.0,0,0,0,0.0,3.11,11,4,90,Aston Villa,0,0,0,3,1,0,False,1
Jordan Pickford,GK,Everton,4.8,0,0,0,0.0,2.06,200,3,90,Wolverhampton,0,0,0,4,1,2,False,0
Jordan Pickford,GK,Everton,4.3,0,2,1,0.01,1.11,207,0,90,Aston Villa,0,0,0,4,1,9,True,0
Jordan Pickford,GK,Everton,9.5,0,3,1,0.01,1.71,213,0,90,Fulham,0,0,0,5,1,10,False,0
Jordan Pickford,GK,Everton,7.0,0,0,0,0.02,0.98,227,2,90,Tottenham,0,0,0,4,1,2,True,0
Jordan Pickford,GK,Everton,3.3,0,0,0,0.0,1.63,236,2,90,Manchester City,0,0,0,1,1,1,False,0
Jordan Pickford,GK,Everton,4.0,0,1,0,0.03,0.62,243,1,90,Crystal Palace,0,0,0,2,1,3,True,0
Jordan Pickford,GK,Everton,0.0,0,0,0,0.01,1.25,254,1,90,Brighton,0,0,0,6,1,4,False,0
Jordan Pickford,GK,Everton,2.0,0,0,0,0.01,1.87,263,3,90,West Ham,0,0,0,2,1,0,True,1
Jordan Pickford,GK,Everton,2.5,0,0,0,0.03,2.56,278,2,90,Manchester United,0,0,0,6,1,3,False,0
Jordan Pickford,GK,Everton,1.3,0,0,0,0.01,1.16,27,1,90,Wolverhampton,0,0,0,2,1,2,True,0
Jordan Pickford,GK,Everton,1.7,0,0,0,0.02,1.56,292,2,90,Bournemouth,0,0,0,3,1,2,False,0
Jordan Pickford,GK,Everton,2.7,0,0,0,0.04,2.54,310,1,90,Newcastle United,0,0,0,4,1,3,False,0
Jordan Pickford,GK,Everton,4.5,0,2,1,0.01,0.46,314,0,90,Burnley,0,0,0,1,1,8,True,0
Jordan Pickford,GK,Everton,3.2,0,0,0,0.0,2.96,325,6,90,Chelsea,0,0,0,4,1,0,False,0
Jordan Pickford,GK,Everton,9.9,0,1,1,0.01,0.85,334,0,90,Nottingham Forest,0,0,0,3,1,8,True,0
Jordan Pickford,GK,Everton,9.9,0,2,1,0.01,2.06,285,0,90,Liverpool,0,0,0,7,1,10,True,0
Jordan Pickford,GK,Everton,7.2,0,3,1,0.01,0.84,343,0,90,Brentford,0,0,0,4,1,10,True,0
Jordan Pickford,GK,Everton,6.7,0,0,0,0.01,0.96,358,1,90,Luton,0,0,0,4,1,3,False,0
Jordan Pickford,GK,Everton,8.3,0,2,1,0.0,0.64,363,0,90,Sheffield,0,0,0,1,1,8,True,0
Jordan Pickford,GK,Everton,4.5,0,0,0,0.01,2.89,371,2,90,Arsenal,0,0,0,4,1,1,False,1
Jordan Pickford,GK,Everton,1.7,0,0,0,0.01,1.24,40,2,90,Sheffield,1,0,0,6,1,1,False,0
Jordan Pickford,GK,Everton,1.5,0,0,0,0.02,1.02,43,1,90,Arsenal,0,0,0,3,1,3,True,0
Jordan Pickford,GK,Everton,2.0,0,0,0,0.01,1.04,52,1,90,Brentford,0,0,0,1,1,2,False,0
Jordan Pickford,GK,Everton,2.5,0,0,0,0.0,0.89,63,2,90,Luton,0,0,0,0,1,1,True,0
Jordan Pickford,GK,Everton,4.0,0,2,1,0.02,0.72,75,0,90,Bournemouth,0,0,0,3,1,9,True,0
Jordan Pickford,GK,Everton,3.5,0,0,0,0.01,2.24,85,2,90,Liverpool,0,0,0,4,1,2,False,0
