name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Max Aarons,DEF,Bournemouth,2.0,0,0,0,0.07,0.0,0.88,3,1,0,0.0,74,West Ham,0,0,0,1,2,True,0
Max Aarons,DEF,Bournemouth,1.8,0,0,0,0.01,0.0,0.28,93,1,0,1.4,84,Burnley,0,0,0,1,2,True,0
Max Aarons,DEF,Bournemouth,0.7,1,0,0,0.36,0.0,1.88,106,6,0,5.2,90,Manchester City,0,0,0,1,2,False,0
Max Aarons,DEF,Bournemouth,2.8,0,0,1,0.01,0.0,0.3,113,0,0,1.0,67,Newcastle United,0,0,0,1,6,True,0
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0.0,0.0,0.0,129,0,0,0.0,0,Sheffield,0,0,0,0,0,False,0
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0.0,0.0,0.0,132,0,0,0.0,0,Aston Villa,0,0,0,0,0,True,0
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0.0,0.0,0.0,143,0,0,0.0,0,Crystal Palace,0,0,0,0,0,False,0
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0.0,0.0,0.0,157,0,0,0.0,0,Manchester United,0,0,0,0,0,False,0
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0.0,0.0,0.0,177,0,0,0.0,0,Nottingham Forest,0,0,0,0,0,False,0
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0.0,0.0,0.0,182,0,0,0.0,0,Fulham,0,0,0,0,0,True,0
Max Aarons,DEF,Bournemouth,1.0,0,0,0,0.02,0.02,3.08,14,3,0,3.0,90,Liverpool,0,0,0,1,1,False,0
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0.1,0.0,1.99,198,2,0,0.8,45,Tottenham,0,0,0,0,0,False,0
Max Aarons,DEF,Bournemouth,-0.5,0,0,0,0.02,0.0,1.22,202,4,0,3.0,90,Liverpool,0,0,0,1,0,True,0
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0.0,0.0,0.0,217,0,0,0.0,0,West Ham,0,0,0,0,0,False,0
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0.0,0.0,0.0,222,0,0,0.0,0,Nottingham Forest,0,0,0,0,0,True,0
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0.0,0.0,0.0,233,0,0,0.0,0,Fulham,0,0,0,0,0,False,0
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0.0,0.0,0.0,247,0,0,0.0,0,Newcastle United,0,0,0,0,0,False,0
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0.0,0.0,0.0,253,0,0,0.0,0,Manchester City,0,0,0,0,0,True,0
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0.0,0.0,0.0,262,0,0,0.0,0,Burnley,0,0,0,0,0,False,0
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0.0,0.0,0.0,273,0,0,0.0,0,Sheffield,0,0,0,0,0,True,0
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0.0,0.0,0.0,162,0,0,0.0,0,Luton,0,0,0,0,0,True,0
Max Aarons,DEF,Bournemouth,1.3,0,0,0,0.07,0.0,2.06,22,2,0,3.5,90,Tottenham,0,0,0,1,1,True,0
Max Aarons,DEF,Bournemouth,0.0,0,0,0,0.0,0.0,0.0,292,0,0,0.0,0,Everton,0,0,0,0,0,True,0
Max Aarons,DEF,Bournemouth,0.2,0,0,0,0.0,0.0,0.02,302,0,0,0.0,1,Crystal Palace,0,0,0,0,1,True,0
Max Aarons,DEF,Bournemouth,0.7,0,0,0,0.0,0.0,0.0,316,0,0,0.0,0,Luton,0,0,0,0,0,False,0
Max Aarons,DEF,Bournemouth,0.5,0,0,0,0.01,0.02,0.02,322,0,0,0.1,20,Manchester United,0,0,0,0,1,True,0
Max Aarons,DEF,Bournemouth,0.1,0,0,0,0.0,0.0,1.74,331,2,0,0.7,45,Aston Villa,0,0,0,0,0,False,0
Max Aarons,DEF,Bournemouth,0.1,0,0,0,0.0,0.0,0.0,290,0,0,0.0,0,Wolverhampton,0,0,0,0,0,False,0
Max Aarons,DEF,Bournemouth,0.4,0,0,0,0.0,0.0,0.0,342,0,0,0.1,13,Brighton,0,0,0,0,1,True,0
Max Aarons,DEF,Bournemouth,-0.4,0,0,0,0.0,0.0,0.1,351,1,0,0.1,1,Arsenal,0,0,0,0,1,False,0
Max Aarons,DEF,Bournemouth,0.4,0,0,0,0.0,0.0,0.0,362,0,0,0.0,0,Brentford,0,0,0,0,0,True,0
Max Aarons,DEF,Bournemouth,0.8,0,0,0,0.01,0.0,0.61,375,2,0,0.5,69,Chelsea,0,0,0,1,1,False,0
Max Aarons,DEF,Bournemouth,1.0,0,0,0,0.01,0.0,3.29,32,2,0,2.0,90,Brentford,0,0,0,1,0,False,1
Max Aarons,DEF,Bournemouth,2.3,0,0,1,0.05,0.0,1.71,42,0,0,3.6,90,Chelsea,0,0,0,1,6,True,0
Max Aarons,DEF,Bournemouth,2.0,0,0,0,0.01,0.0,1.87,53,3,0,1.5,90,Brighton,0,0,0,1,1,False,0
Max Aarons,DEF,Bournemouth,1.8,0,0,0,0.13,0.0,3.47,62,4,0,1.8,90,Arsenal,0,0,0,1,0,True,0
Max Aarons,DEF,Bournemouth,0.7,0,0,0,0.0,0.0,0.17,75,0,0,0.0,4,Everton,0,0,0,0,1,False,0
Max Aarons,DEF,Bournemouth,0.7,0,0,0,0.01,0.0,2.06,82,2,0,1.1,90,Wolverhampton,0,0,0,1,1,True,0
