name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Harvey Elliott,MID,Liverpool,0,0,0,0.2,2023-08-19,14,Bournemouth,0,1,True
Harvey Elliott,MID,Liverpool,0,0,0,2.2,2023-08-13,13,Chelsea,0,1,False
Harvey Elliott,MID,Liverpool,0,0,0,0.4,2023-08-27,32,Newcastle United,0,1,False
Harvey Elliott,MID,Liverpool,0,0,0,1.5,2023-12-17,12,Manchester United,0,1,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2023-12-03,0,Fulham,0,0,True
Harvey Elliott,MID,Liverpool,0,0,0,2.0,2023-12-23,22,Arsenal,0,1,True
Harvey Elliott,MID,Liverpool,0,0,0,0.9,2023-10-29,31,Nottingham Forest,0,1,True
Harvey Elliott,MID,Liverpool,0,0,1,5.7,2023-11-05,24,Luton,0,4,False
Harvey Elliott,MID,Liverpool,0,0,0,2.4,2023-12-06,23,Sheffield,0,1,False
Harvey Elliott,MID,Liverpool,0,0,0,4.8,2023-12-09,16,Crystal Palace,0,6,False
Harvey Elliott,MID,Liverpool,0,1,0,2.4,2024-01-21,63,Bournemouth,1,3,False
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2023-11-25,5,Manchester City,0,1,False
Harvey Elliott,MID,Liverpool,0,1,0,5.8,2023-12-26,66,Burnley,1,3,False
Harvey Elliott,MID,Liverpool,0,0,0,1.0,2023-11-12,7,Brentford,0,1,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2024-01-01,0,Newcastle United,0,0,True
Harvey Elliott,MID,Liverpool,3,0,0,3.9,2024-02-10,45,Burnley,0,10,True
Harvey Elliott,MID,Liverpool,0,0,2,0.5,2024-02-04,32,Arsenal,0,1,False
Harvey Elliott,MID,Liverpool,0,0,0,0.9,2024-03-31,7,Brighton,0,1,True
Harvey Elliott,MID,Liverpool,0,0,1,2.7,2024-01-31,21,Chelsea,0,1,True
Harvey Elliott,MID,Liverpool,0,1,0,3.9,2024-03-02,75,Nottingham Forest,1,3,False
Harvey Elliott,MID,Liverpool,0,0,1,3.8,2024-03-10,90,Manchester City,1,2,True
Harvey Elliott,MID,Liverpool,0,0,0,1.3,2024-02-17,7,Brentford,0,1,False
Harvey Elliott,MID,Liverpool,3,0,1,21.5,2024-02-21,90,Luton,1,10,True
Harvey Elliott,MID,Liverpool,0,0,0,5.6,2024-04-04,30,Sheffield,0,1,True
Harvey Elliott,MID,Liverpool,0,0,0,4.1,2024-04-07,21,Manchester United,0,4,False
Harvey Elliott,MID,Liverpool,0,0,0,4.3,2024-04-14,8,Crystal Palace,0,1,True
Harvey Elliott,MID,Liverpool,0,0,0,0.7,2023-09-03,26,Aston Villa,0,1,True
Harvey Elliott,MID,Liverpool,0,0,0,2.5,2023-09-16,34,Wolverhampton,0,3,False
Harvey Elliott,MID,Liverpool,0,0,2,5.2,2024-04-27,90,West Ham,1,2,False
Harvey Elliott,MID,Liverpool,0,0,1,1.6,2023-10-08,45,Brighton,1,1,False
Harvey Elliott,MID,Liverpool,2,0,2,18.3,2024-05-05,82,Tottenham,1,12,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2023-09-24,0,West Ham,0,0,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2023-09-30,0,Tottenham,0,0,False
Harvey Elliott,MID,Liverpool,0,0,0,2.0,2023-10-21,28,Everton,0,1,True
Harvey Elliott,MID,Liverpool,0,1,0,12.9,2024-05-19,80,Wolverhampton,1,6,True
Harvey Elliott,MID,Liverpool,0,0,1,4.3,2024-04-21,90,Fulham,1,5,False
Harvey Elliott,MID,Liverpool,0,0,0,2.8,2024-04-24,27,Everton,0,1,False
Harvey Elliott,MID,Liverpool,0,0,1,5.4,2024-05-13,74,Aston Villa,1,4,False
