name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Lewis Hall,DEF,Chelsea,1.5,0,0,0,0.0,0.0,0.0,9,0,0,0.0,0,Liverpool,0,0,0,0,0,True,0
Lewis Hall,DEF,Newcastle,0.5,0,0,0,0.0,0.0,0.0,100,0,0,0.0,0,Wolverhampton,0,0,0,0,0,False,0
Lewis Hall,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,107,0,0,0.0,0,Arsenal,0,0,0,0,0,True,0
Lewis Hall,DEF,Newcastle,0.8,0,0,0,0.0,0.02,0.4,113,0,0,3.2,45,Bournemouth,0,0,0,1,1,False,0
Lewis Hall,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,127,0,0,0.0,0,Chelsea,0,0,0,0,0,True,0
Lewis Hall,DEF,Newcastle,0.2,0,0,0,0.0,0.0,0.0,138,0,0,0.0,0,Manchester United,0,0,0,0,0,True,0
Lewis Hall,DEF,Newcastle,0.7,0,0,0,0.0,0.0,0.0,144,0,0,0.0,0,Everton,0,0,0,0,0,False,0
Lewis Hall,DEF,Newcastle,0.9,0,0,0,0.0,0.0,1.44,159,1,0,0.5,16,Tottenham,0,0,0,0,1,False,0
Lewis Hall,DEF,Newcastle,0.9,0,0,0,0.01,0.0,0.09,168,0,0,0.4,6,Fulham,0,0,0,0,1,True,0
Lewis Hall,DEF,Newcastle,1.3,0,0,0,0.0,0.0,0.1,175,0,0,0.2,5,Luton,0,0,0,0,0,False,1
Lewis Hall,DEF,Newcastle,1.0,0,0,0,0.01,0.0,0.0,189,0,0,0.3,11,Nottingham Forest,0,0,0,0,1,True,0
Lewis Hall,DEF,Chelsea,-0.5,0,0,0,0.0,0.0,0.0,19,0,0,0.0,0,West Ham,0,0,0,0,0,False,0
Lewis Hall,DEF,Newcastle,0.7,0,0,0,0.0,0.0,1.23,194,1,0,0.1,8,Liverpool,0,0,0,0,1,False,0
Lewis Hall,DEF,Newcastle,0.5,0,0,0,0.0,0.0,0.87,209,1,0,0.2,4,Manchester City,0,0,0,0,1,True,0
Lewis Hall,DEF,Newcastle,1.0,0,0,0,0.0,0.0,0.0,211,0,0,0.0,0,Aston Villa,0,0,0,0,0,False,0
Lewis Hall,DEF,Newcastle,1.3,0,0,0,0.0,0.0,0.0,229,0,0,0.0,0,Luton,0,0,0,0,0,True,0
Lewis Hall,DEF,Newcastle,0.5,0,0,0,0.0,0.0,0.0,237,0,0,0.0,0,Nottingham Forest,0,0,0,0,0,False,0
Lewis Hall,DEF,Newcastle,0.5,0,0,0,0.0,0.0,0.0,247,0,0,0.0,0,Bournemouth,0,0,0,0,0,True,0
