name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2023-08-18,0,Nottingham Forest,0,0,False
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2023-12-16,0,Chelsea,0,0,False
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2023-10-28,0,Arsenal,0,0,False
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2023-12-22,0,Aston Villa,0,0,False
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2023-11-04,0,Wolverhampton,0,0,True
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2023-12-06,0,Liverpool,0,0,True
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2023-11-12,0,Brighton,0,0,False
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2023-11-25,0,Bournemouth,0,0,True
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2023-12-02,0,Burnley,0,0,False
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2023-12-09,0,Brentford,0,0,True
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2023-12-26,0,Luton,0,0,True
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2023-12-30,0,Manchester City,0,0,False
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2024-01-21,0,West Ham,0,0,True
Tom Davies,MID,Sheffield Utd,0,0,0,0.3,2024-02-25,8,Wolverhampton,0,1,False
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2024-01-30,0,Crystal Palace,0,0,False
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2023-08-27,0,Manchester City,0,0,True
Tom Davies,MID,Sheffield Utd,0,0,0,1.2,2024-02-10,30,Luton,0,1,False
Tom Davies,MID,Sheffield Utd,0,0,0,1.1,2024-02-03,18,Aston Villa,0,1,True
Tom Davies,MID,Sheffield Utd,0,0,5,0.0,2024-03-04,45,Arsenal,1,1,True
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2024-03-30,0,Fulham,0,0,True
Tom Davies,MID,Sheffield Utd,0,0,0,3.6,2024-03-09,45,Bournemouth,1,1,False
Tom Davies,MID,Sheffield Utd,0,0,1,0.4,2024-02-18,11,Brighton,0,0,True
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2024-04-04,0,Liverpool,0,0,False
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2024-04-07,0,Chelsea,0,0,True
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2024-04-13,0,Brentford,0,0,False
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2024-05-04,0,Nottingham Forest,0,0,True
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2023-09-02,0,Everton,0,0,True
Tom Davies,MID,Sheffield Utd,0,0,2,0.2,2023-09-16,9,Tottenham,0,0,False
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2024-04-27,0,Newcastle United,0,0,False
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2024-05-19,0,Tottenham,0,0,True
Tom Davies,MID,Sheffield Utd,0,0,3,0.9,2023-09-24,28,Newcastle United,0,1,True
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2024-04-20,0,Burnley,0,0,True
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2024-04-24,0,Manchester United,0,0,False
Tom Davies,MID,Sheffield Utd,0,0,0,1.7,2023-09-30,20,West Ham,0,1,False
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2024-05-11,0,Everton,0,0,False
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2023-10-07,0,Fulham,0,0,False
Tom Davies,MID,Sheffield Utd,0,0,0,0.0,2023-10-21,0,Manchester United,0,0,True
