name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Jakub Moder,MID,Brighton,0,0,0,0.0,2023-08-12,0,Luton,0,0,True
Jakub Moder,MID,Brighton,0,0,0,0.0,2023-10-29,0,Fulham,0,0,True
Jakub Moder,MID,Brighton,0,0,0,0.0,2023-11-04,0,Everton,0,0,False
Jakub Moder,MID,Brighton,0,0,0,0.0,2023-11-12,0,Sheffield,0,0,True
Jakub Moder,MID,Brighton,0,0,0,0.3,2023-11-25,13,Nottingham Forest,0,1,False
Jakub Moder,MID,Brighton,0,0,0,0.0,2023-12-03,0,Chelsea,0,0,False
Jakub Moder,MID,Brighton,0,0,0,0.4,2023-12-06,6,Brentford,0,1,True
Jakub Moder,MID,Brighton,0,0,0,0.0,2023-12-09,0,Burnley,0,0,True
Jakub Moder,MID,Brighton,0,0,0,0.0,2023-12-17,0,Arsenal,0,0,False
Jakub Moder,MID,Brighton,0,0,0,0.2,2023-12-21,7,Crystal Palace,0,1,False
Jakub Moder,MID,Brighton,0,0,2,0.3,2023-12-28,21,Tottenham,0,0,True
Jakub Moder,MID,Brighton,0,0,0,0.0,2023-08-19,0,Wolverhampton,0,0,False
Jakub Moder,MID,Brighton,0,0,0,3.2,2024-01-02,16,West Ham,0,1,False
Jakub Moder,MID,Brighton,0,0,0,0.0,2024-01-22,0,Wolverhampton,0,0,True
Jakub Moder,MID,Brighton,0,0,0,0.7,2024-01-30,19,Luton,0,1,False
Jakub Moder,MID,Brighton,0,0,0,0.0,2024-02-03,0,Crystal Palace,0,0,True
Jakub Moder,MID,Brighton,0,0,0,0.0,2024-02-10,0,Tottenham,0,0,False
Jakub Moder,MID,Brighton,0,0,0,1.6,2024-02-18,45,Sheffield,0,1,False
Jakub Moder,MID,Brighton,0,0,0,0.0,2024-02-24,0,Everton,0,0,True
Jakub Moder,MID,Brighton,0,0,1,0.3,2024-03-02,12,Fulham,0,1,False
Jakub Moder,MID,Brighton,0,1,0,3.9,2024-03-10,75,Nottingham Forest,1,2,True
Jakub Moder,MID,Brighton,0,0,0,0.0,2023-08-26,0,West Ham,0,0,True
Jakub Moder,MID,Brighton,0,0,2,2.4,2024-03-31,82,Liverpool,1,2,False
Jakub Moder,MID,Brighton,0,0,0,0.3,2024-04-03,4,Brentford,0,1,False
Jakub Moder,MID,Brighton,0,0,2,0.2,2024-04-06,62,Arsenal,1,2,True
Jakub Moder,MID,Brighton,0,0,1,4.8,2024-04-13,76,Burnley,1,2,False
Jakub Moder,MID,Brighton,0,0,3,1.1,2024-04-25,55,Manchester City,1,1,True
Jakub Moder,MID,Brighton,0,0,0,0.0,2024-04-28,0,Bournemouth,0,0,False
Jakub Moder,MID,Brighton,0,0,0,0.2,2024-05-05,2,Aston Villa,0,1,True
Jakub Moder,MID,Brighton,0,0,0,0.7,2024-05-11,23,Newcastle United,0,1,False
Jakub Moder,MID,Brighton,0,0,0,0.0,2024-05-15,0,Chelsea,0,0,True
Jakub Moder,MID,Brighton,0,0,2,4.8,2024-05-19,90,Manchester United,1,2,True
Jakub Moder,MID,Brighton,0,0,0,0.0,2023-09-02,0,Newcastle United,0,0,True
Jakub Moder,MID,Brighton,0,0,0,0.0,2023-09-16,0,Manchester United,0,0,False
Jakub Moder,MID,Brighton,0,0,0,0.0,2023-09-24,0,Bournemouth,0,0,True
Jakub Moder,MID,Brighton,0,0,0,0.0,2023-09-30,0,Aston Villa,0,0,False
Jakub Moder,MID,Brighton,0,0,0,0.0,2023-10-08,0,Liverpool,0,0,True
Jakub Moder,MID,Brighton,0,0,0,0.0,2023-10-21,0,Manchester City,0,0,False
