name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Sasa Kalajdzic,FWD,Wolves,0,0.0,2023-08-19,0,Brighton,0,0,True
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-02-25,0,Sheffield,0,0,True
Sasa Kalajdzic,FWD,Wolves,0,1.6,2023-08-14,2,Manchester United,0,1,False
Sasa Kalajdzic,FWD,Wolves,1,6.9,2023-08-26,5,Everton,0,6,False
Sasa Kalajdzic,FWD,Wolves,0,0.0,2023-12-17,0,West Ham,0,0,False
Sasa Kalajdzic,FWD,Wolves,0,0.0,2023-12-24,0,Chelsea,0,0,True
Sasa Kalajdzic,FWD,Wolves,0,0.5,2023-10-28,13,Newcastle United,0,1,True
Sasa Kalajdzic,FWD,Wolves,0,0.0,2023-12-05,0,Burnley,0,0,True
Sasa Kalajdzic,FWD,Wolves,0,1.8,2023-11-27,28,Fulham,0,1,False
Sasa Kalajdzic,FWD,Wolves,0,0.0,2023-12-02,1,Arsenal,0,1,False
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-01-22,0,Brighton,0,0,False
Sasa Kalajdzic,FWD,Wolves,0,0.0,2023-12-27,0,Brentford,0,0,False
Sasa Kalajdzic,FWD,Wolves,0,0.5,2023-11-11,17,Tottenham,0,1,True
Sasa Kalajdzic,FWD,Wolves,0,0.0,2023-12-09,1,Nottingham Forest,0,1,True
Sasa Kalajdzic,FWD,Wolves,0,0.0,2023-12-30,0,Everton,0,0,True
Sasa Kalajdzic,FWD,Wolves,0,2.1,2023-11-04,60,Sheffield,1,2,False
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-02-10,0,Brentford,0,0,True
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-02-01,0,Manchester United,0,0,True
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-03-30,0,Aston Villa,0,0,False
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-02-04,0,Chelsea,0,0,False
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-03-02,0,Newcastle United,0,0,False
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-03-09,0,Fulham,0,0,True
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-02-17,0,Tottenham,0,0,False
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-04-02,0,Burnley,0,0,False
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-04-06,0,West Ham,0,0,True
Sasa Kalajdzic,FWD,Wolves,0,0.3,2023-09-03,9,Crystal Palace,0,1,False
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-04-13,0,Nottingham Forest,0,0,False
Sasa Kalajdzic,FWD,Wolves,0,1.6,2023-10-08,14,Aston Villa,0,1,True
Sasa Kalajdzic,FWD,Wolves,0,0.0,2023-09-16,0,Liverpool,0,0,True
Sasa Kalajdzic,FWD,Wolves,3,5.4,2023-10-21,8,Bournemouth,0,8,False
Sasa Kalajdzic,FWD,Wolves,0,0.0,2023-09-23,0,Luton,0,0,False
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-05-04,0,Manchester City,0,0,False
Sasa Kalajdzic,FWD,Wolves,0,0.0,2023-09-30,0,Manchester City,0,0,True
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-05-19,0,Liverpool,0,0,False
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-04-27,0,Luton,0,0,True
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-04-20,0,Arsenal,0,0,True
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-04-24,0,Bournemouth,0,0,True
Sasa Kalajdzic,FWD,Wolves,0,0.0,2024-05-11,0,Crystal Palace,0,0,True
