name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals_conceded,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,starts,total_points,was_home,yellow_cards
Aaron Ramsdale,GK,Arsenal,3.7,0,0,0,0.0,1.18,2,1,90,Nottingham Forest,0,0,0,1,1,2,True,0
Aaron Ramsdale,GK,Arsenal,1.0,0,0,0,0.0,0.0,91,0,0,Sheffield,0,0,0,0,0,0,True,0
Aaron Ramsdale,GK,Arsenal,0.0,0,0,0,0.0,0.0,107,0,0,Newcastle United,0,0,0,0,0,0,False,0
Aaron Ramsdale,GK,Arsenal,1.0,0,0,0,0.0,0.0,111,0,0,Burnley,0,0,0,0,0,0,True,0
Aaron Ramsdale,GK,Arsenal,2.5,0,0,1,0.0,1.11,121,0,90,Brentford,0,0,0,1,1,6,False,0
Aaron Ramsdale,GK,Arsenal,2.0,0,0,0,0.0,0.0,131,0,0,Wolverhampton,0,0,0,0,0,0,True,0
Aaron Ramsdale,GK,Arsenal,2.5,0,0,0,0.0,0.0,146,0,0,Luton,0,0,0,0,0,0,False,0
Aaron Ramsdale,GK,Arsenal,1.7,0,0,0,0.0,0.0,151,0,0,Aston Villa,0,0,0,0,0,0,False,0
Aaron Ramsdale,GK,Arsenal,1.7,0,0,0,0.0,0.0,161,0,0,Brighton,0,0,0,0,0,0,True,0
Aaron Ramsdale,GK,Arsenal,1.0,0,0,0,0.0,0.0,174,0,0,Liverpool,0,0,0,0,0,0,False,0
Aaron Ramsdale,GK,Arsenal,0.5,0,0,0,0.0,0.0,181,0,0,West Ham,0,0,0,0,0,0,True,0
Aaron Ramsdale,GK,Arsenal,4.5,0,0,1,0.01,1.06,12,0,90,Crystal Palace,0,0,0,2,1,6,False,0
Aaron Ramsdale,GK,Arsenal,0.5,0,0,0,0.0,0.0,193,0,0,Fulham,0,0,0,0,0,0,False,0
Aaron Ramsdale,GK,Arsenal,0.5,0,0,0,0.0,0.0,201,0,0,Crystal Palace,0,0,0,0,0,0,True,0
Aaron Ramsdale,GK,Arsenal,0.5,0,0,0,0.0,0.0,215,0,0,Nottingham Forest,0,0,0,0,0,0,False,0
Aaron Ramsdale,GK,Arsenal,0.0,0,0,0,0.0,0.0,221,0,0,Liverpool,0,0,0,0,0,0,True,0
Aaron Ramsdale,GK,Arsenal,0.5,0,0,0,0.0,0.0,239,0,0,West Ham,0,0,0,0,0,0,False,0
Aaron Ramsdale,GK,Arsenal,0.5,0,0,0,0.0,0.0,242,0,0,Burnley,0,0,0,0,0,0,False,0
Aaron Ramsdale,GK,Arsenal,0.0,0,0,0,0.0,0.0,251,0,0,Newcastle United,0,0,0,0,0,0,True,0
Aaron Ramsdale,GK,Arsenal,1.5,0,0,0,0.0,0.0,269,0,0,Sheffield,0,0,0,0,0,0,False,0
Aaron Ramsdale,GK,Arsenal,1.8,0,0,0,0.0,0.97,271,1,90,Brentford,0,0,0,3,1,3,True,0
Aaron Ramsdale,GK,Arsenal,3.5,0,0,0,0.0,0.53,21,2,90,Fulham,0,0,0,1,1,1,True,0
Aaron Ramsdale,GK,Arsenal,1.0,0,0,0,0.0,0.0,296,0,0,Manchester City,0,0,0,0,0,0,False,0
Aaron Ramsdale,GK,Arsenal,2.5,0,0,0,0.0,0.0,301,0,0,Luton,0,0,0,0,0,0,True,0
Aaron Ramsdale,GK,Arsenal,1.8,0,0,0,0.0,0.0,312,0,0,Brighton,0,0,0,0,0,0,False,0
Aaron Ramsdale,GK,Arsenal,0.5,0,0,0,0.0,0.0,321,0,0,Aston Villa,0,0,0,0,0,0,True,0
Aaron Ramsdale,GK,Arsenal,2.0,0,0,0,0.0,0.0,340,0,0,Wolverhampton,0,0,0,0,0,0,False,0
Aaron Ramsdale,GK,Arsenal,2.0,0,0,0,0.0,0.0,281,0,0,Chelsea,0,0,0,0,0,0,True,0
Aaron Ramsdale,GK,Arsenal,0.5,0,0,0,0.0,0.0,348,0,0,Tottenham,0,0,0,0,0,0,False,0
Aaron Ramsdale,GK,Arsenal,1.0,0,0,0,0.0,0.0,351,0,0,Bournemouth,0,0,0,0,0,0,True,0
Aaron Ramsdale,GK,Arsenal,1.0,0,0,0,0.0,0.0,365,0,0,Manchester United,0,0,0,0,0,0,False,0
Aaron Ramsdale,GK,Arsenal,1.0,0,0,0,0.0,0.0,371,0,0,Everton,0,0,0,0,0,0,True,0
Aaron Ramsdale,GK,Arsenal,2.8,0,0,0,0.0,0.96,31,1,90,Manchester United,0,0,0,1,1,2,True,0
Aaron Ramsdale,GK,Arsenal,2.7,0,0,0,0.0,0.0,43,0,0,Everton,0,0,0,0,0,0,False,0
Aaron Ramsdale,GK,Arsenal,1.3,0,0,0,0.0,0.0,51,0,0,Tottenham,0,0,0,0,0,0,True,0
Aaron Ramsdale,GK,Arsenal,0.5,0,0,0,0.0,0.0,62,0,0,Bournemouth,0,0,0,0,0,0,False,0
Aaron Ramsdale,GK,Arsenal,-0.5,0,0,0,0.0,0.0,71,0,0,Manchester City,0,0,0,0,0,0,True,0
Aaron Ramsdale,GK,Arsenal,0.5,0,0,0,0.0,0.0,84,0,0,Chelsea,0,0,0,0,0,0,False,0
