name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Billy Gilmour,MID,Brighton,2.1,0,0,0,0.05,0.02,4,1,0,1.8,16,Luton,0,0,0,1,True,0
Billy Gilmour,MID,Brighton,0.7,0,0,0,0.03,0.06,94,0,0,1.1,19,Fulham,0,0,0,1,True,0
Billy Gilmour,MID,Brighton,1.0,0,0,0,0.03,0.0,103,1,0,1.5,67,Everton,0,0,1,1,False,1
Billy Gilmour,MID,Brighton,2.2,0,0,1,0.03,0.02,114,0,0,1.7,70,Sheffield,0,0,1,3,True,0
Billy Gilmour,MID,Brighton,2.0,0,0,0,0.04,0.2,128,2,0,3.2,76,Nottingham Forest,0,0,1,2,False,0
Billy Gilmour,MID,Brighton,2.0,0,0,0,0.09,0.02,135,3,0,3.6,90,Chelsea,0,0,1,2,False,0
Billy Gilmour,MID,Brighton,2.0,0,0,0,0.27,0.05,142,1,0,7.3,90,Brentford,0,0,1,1,True,1
Billy Gilmour,MID,Brighton,2.3,0,0,0,0.07,0.05,152,0,0,2.7,45,Burnley,0,0,0,1,True,0
Billy Gilmour,MID,Brighton,0.9,0,0,0,0.02,0.0,161,2,0,1.7,90,Arsenal,0,0,1,1,False,1
Billy Gilmour,MID,Brighton,1.5,0,0,0,0.04,0.03,172,1,0,4.1,90,Crystal Palace,0,0,1,2,False,0
Billy Gilmour,MID,Brighton,1.5,0,0,0,0.03,0.0,184,2,0,3.1,90,Tottenham,0,0,1,2,True,0
Billy Gilmour,MID,Brighton,1.5,0,0,0,0.03,0.0,20,1,0,1.9,90,Wolverhampton,0,0,1,2,False,0
Billy Gilmour,MID,Brighton,1.7,0,0,1,0.11,0.04,199,0,0,3.8,90,West Ham,0,0,1,3,False,0
Billy Gilmour,MID,Brighton,2.7,0,0,1,0.07,0.01,204,0,0,3.1,90,Wolverhampton,0,0,1,3,True,0
Billy Gilmour,MID,Brighton,3.0,0,0,0,0.01,0.02,214,4,0,1.0,60,Luton,0,0,1,2,False,0
Billy Gilmour,MID,Brighton,2.3,0,0,0,0.03,0.01,224,1,0,2.1,90,Crystal Palace,0,0,1,2,True,0
Billy Gilmour,MID,Brighton,2.2,0,0,0,0.02,0.0,238,1,0,1.7,90,Tottenham,0,0,1,2,False,0
Billy Gilmour,MID,Brighton,2.5,0,0,1,0.13,0.05,249,0,0,4.2,90,Sheffield,0,0,1,2,False,1
Billy Gilmour,MID,Brighton,0.0,0,0,0,0.04,0.04,254,1,0,2.6,80,Everton,0,1,1,-1,True,0
Billy Gilmour,MID,Brighton,0.0,0,0,0,0.0,0.0,264,0,0,0.0,0,Fulham,0,0,0,0,False,0
Billy Gilmour,MID,Brighton,0.0,0,0,0,0.0,0.0,274,0,0,0.0,0,Nottingham Forest,0,0,0,0,True,0
Billy Gilmour,MID,Brighton,1.3,0,0,0,0.29,0.18,24,2,0,5.1,59,West Ham,0,0,1,1,True,0
Billy Gilmour,MID,Brighton,-0.5,0,0,0,0.0,0.0,295,0,0,0.0,0,Liverpool,0,0,0,0,False,0
Billy Gilmour,MID,Brighton,0.0,0,0,0,0.0,0.0,303,0,0,0.0,0,Brentford,0,0,0,0,False,0
Billy Gilmour,MID,Brighton,0.0,0,0,0,0.0,0.0,312,0,0,0.0,0,Arsenal,0,0,0,0,True,0
Billy Gilmour,MID,Brighton,0.0,0,0,0,0.0,0.0,324,0,0,0.0,0,Burnley,0,0,0,0,False,0
Billy Gilmour,MID,Brighton,-0.5,0,0,0,0.0,0.0,282,0,0,0.0,0,Manchester City,0,0,0,0,True,0
Billy Gilmour,MID,Brighton,0.1,0,0,0,0.19,0.06,342,3,0,5.7,90,Bournemouth,0,0,1,1,False,1
Billy Gilmour,MID,Brighton,0.5,0,0,1,0.11,0.0,353,0,0,1.2,87,Aston Villa,0,0,1,3,True,0
Billy Gilmour,MID,Brighton,2.8,0,0,0,0.02,0.06,366,1,0,2.1,86,Newcastle United,0,0,1,1,False,1
Billy Gilmour,MID,Brighton,2.8,0,0,0,0.08,0.0,332,2,0,1.3,69,Chelsea,0,0,1,2,True,0
Billy Gilmour,MID,Brighton,1.2,0,0,0,0.01,0.0,373,1,0,0.2,9,Manchester United,0,0,0,0,True,1
Billy Gilmour,MID,Brighton,3.3,2,2,1,0.18,0.02,33,0,0,6.1,76,Newcastle United,0,0,1,11,True,0
Billy Gilmour,MID,Brighton,3.8,0,0,0,0.16,0.0,45,0,0,1.6,13,Manchester United,0,0,0,1,False,0
Billy Gilmour,MID,Brighton,4.8,1,2,0,0.14,0.01,53,1,0,7.3,90,Bournemouth,0,0,1,6,True,1
Billy Gilmour,MID,Brighton,3.0,0,0,0,0.24,0.03,61,6,0,4.5,90,Aston Villa,0,0,1,2,False,0
Billy Gilmour,MID,Brighton,2.2,0,0,0,0.0,0.0,72,0,0,0.0,0,Liverpool,0,0,0,0,True,0
Billy Gilmour,MID,Brighton,0.0,0,0,0,0.0,0.0,86,0,0,0.4,24,Manchester City,0,0,0,1,False,0
