name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,9.7,2023-08-19,90,Brighton,1,2,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,0.0,2024-02-25,0,Sheffield,0,0,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,4.2,2023-08-14,76,Manchester United,1,2,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,1.3,2023-08-26,84,Everton,1,2,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,9.8,2023-12-17,90,West Ham,1,2,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,1.3,2023-12-24,85,Chelsea,1,1,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,5.3,2023-12-05,86,Burnley,1,5,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,9.8,2023-10-28,90,Newcastle United,1,2,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,1,6.9,2023-11-27,82,Fulham,1,7,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,9.4,2023-12-02,90,Arsenal,1,5,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,3,13.5,2023-12-30,79,Everton,1,12,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,4.9,2024-01-22,90,Brighton,1,1,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,6.8,2023-12-27,90,Brentford,1,5,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,7.3,2023-11-11,90,Tottenham,1,5,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,3,12.1,2023-12-09,90,Nottingham Forest,1,9,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,3.7,2023-11-04,90,Sheffield,1,2,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,3,19.1,2024-02-04,90,Chelsea,1,17,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,4.2,2024-02-10,19,Brentford,1,1,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,7.3,2024-02-01,90,Manchester United,1,4,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,0.0,2024-03-30,0,Aston Villa,0,0,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,0.0,2024-03-02,0,Newcastle United,0,0,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,0.0,2024-03-09,0,Fulham,0,0,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,0.0,2024-02-17,0,Tottenham,0,0,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,0.2,2024-04-02,14,Burnley,0,1,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,1.2,2024-04-06,35,West Ham,0,0,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,7.5,2023-09-03,90,Crystal Palace,1,6,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,3,13.7,2024-04-13,75,Nottingham Forest,1,12,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,3.2,2023-09-16,60,Liverpool,1,2,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,0.5,2023-10-08,75,Aston Villa,1,2,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,2,14.4,2023-10-21,81,Bournemouth,1,7,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,0.5,2023-09-23,70,Luton,1,2,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,5.9,2023-09-30,85,Manchester City,1,5,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,1.4,2024-05-04,75,Manchester City,1,2,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,2.4,2024-05-19,77,Liverpool,1,2,False
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,4.5,2024-04-27,75,Luton,1,5,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,0.0,2024-04-20,0,Arsenal,0,0,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,4.3,2024-04-24,35,Bournemouth,0,0,True
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0,10.0,2024-05-11,90,Crystal Palace,1,5,True
