name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.4,2023-08-21,11,Crystal Palace,0,1,False
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2023-08-12,0,Nottingham Forest,0,0,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2023-12-17,0,Brighton,0,0,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2023-12-23,0,Liverpool,0,0,False
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2023-10-28,0,Sheffield,0,0,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,1,2.5,2023-11-04,78,Newcastle United,1,2,False
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.1,2023-11-25,1,Brentford,0,1,False
Jorge Luiz Frello Filho,MID,Arsenal,0,0,1,2.6,2023-11-11,90,Burnley,1,2,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2023-12-05,0,Luton,0,0,False
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2023-12-02,1,Wolverhampton,0,1,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2023-12-28,0,West Ham,0,0,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2023-12-09,0,Aston Villa,0,0,False
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2023-12-31,0,Fulham,0,0,False
Jorge Luiz Frello Filho,MID,Arsenal,0,0,1,3.2,2024-02-24,88,Newcastle United,1,2,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,4.0,2024-01-20,17,Crystal Palace,0,4,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,1,1.1,2023-08-26,6,Fulham,0,1,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.1,2024-01-30,1,Nottingham Forest,0,1,False
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2024-02-11,0,West Ham,0,0,False
Jorge Luiz Frello Filho,MID,Arsenal,0,0,1,3.1,2024-02-04,90,Liverpool,1,2,True
Jorge Luiz Frello Filho,MID,Arsenal,0,1,0,3.0,2024-03-04,64,Sheffield,1,3,False
Jorge Luiz Frello Filho,MID,Arsenal,0,1,0,0.0,2024-03-31,65,Manchester City,1,3,False
Jorge Luiz Frello Filho,MID,Arsenal,0,0,1,2.6,2024-03-09,69,Brentford,1,2,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.6,2024-02-17,11,Burnley,0,1,False
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,1.7,2024-04-03,5,Luton,0,1,True
Jorge Luiz Frello Filho,MID,Arsenal,1,1,0,4.5,2024-04-06,90,Brighton,1,7,False
Jorge Luiz Frello Filho,MID,Arsenal,0,0,2,0.5,2024-04-14,11,Aston Villa,0,1,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2023-09-03,1,Manchester United,0,1,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2024-05-04,0,Bournemouth,0,0,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2023-09-17,0,Everton,0,0,False
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2024-05-19,0,Everton,0,0,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,1,0.7,2023-09-24,45,Tottenham,0,1,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2024-04-28,0,Tottenham,0,0,False
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2024-04-20,0,Wolverhampton,0,0,False
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,1.1,2024-04-23,18,Chelsea,0,1,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.5,2023-09-30,9,Bournemouth,0,1,False
Jorge Luiz Frello Filho,MID,Arsenal,0,0,0,0.0,2024-05-12,1,Manchester United,0,1,False
Jorge Luiz Frello Filho,MID,Arsenal,0,1,0,1.2,2023-10-08,74,Manchester City,1,2,True
Jorge Luiz Frello Filho,MID,Arsenal,0,0,2,3.3,2023-10-21,67,Chelsea,1,2,False
