name,position,team,xP,assists,bonus,expected_assists,expected_goals,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Julián Álvarez,FWD,Man City,3.7,1,0,0.37,0.39,1,0,14.3,90,Burnley,0,0,1,5,False,0
Julián Álvarez,FWD,Man City,4.8,0,0,0.15,0.12,98,0,5.9,86,Manchester United,0,0,1,2,False,0
Julián Álvarez,FWD,Man City,5.3,0,0,0.96,0.06,106,0,7.9,70,Bournemouth,0,0,1,2,True,0
Julián Álvarez,FWD,Man City,4.0,1,0,0.09,0.15,115,0,6.6,78,Chelsea,0,0,1,5,False,0
Julián Álvarez,FWD,Man City,3.5,0,0,0.26,0.23,126,0,6.5,90,Liverpool,0,0,1,2,True,0
Julián Álvarez,FWD,Man City,4.5,1,0,1.03,0.04,137,0,13.2,86,Tottenham,0,0,1,5,True,0
Julián Álvarez,FWD,Man City,4.5,0,0,0.0,0.0,141,0,0.2,67,Aston Villa,0,0,1,2,False,0
Julián Álvarez,FWD,Man City,5.3,1,0,0.3,0.47,156,0,5.7,90,Luton,0,0,1,5,False,0
Julián Álvarez,FWD,Man City,4.2,0,0,0.12,0.11,167,0,6.4,90,Crystal Palace,0,0,1,2,True,0
Julián Álvarez,FWD,Man City,5.4,0,2,0.5,1.2,187,1,19.5,90,Everton,0,0,1,8,False,0
Julián Álvarez,FWD,Man City,6.5,0,2,0.02,0.11,16,1,8.7,90,Newcastle United,0,0,1,7,True,1
Julián Álvarez,FWD,Man City,6.3,0,1,0.06,1.19,196,1,8.6,90,Sheffield,0,0,1,7,True,0
Julián Álvarez,FWD,Man City,6.2,0,0,0.16,0.63,209,0,13.0,90,Newcastle United,0,0,1,2,False,0
Julián Álvarez,FWD,Man City,8.5,0,3,0.01,0.93,220,2,12.0,86,Burnley,0,0,1,13,True,0
Julián Álvarez,FWD,Man City,6.7,0,0,0.05,0.3,223,0,11.2,90,Brentford,0,0,1,2,False,0
Julián Álvarez,FWD,Man City,6.7,0,0,0.22,0.05,236,0,6.5,76,Everton,0,0,1,2,True,0
Julián Álvarez,FWD,Man City,11.6,0,0,0.17,0.34,246,0,8.6,63,Chelsea,0,0,1,2,True,0
Julián Álvarez,FWD,Man City,11.6,1,0,0.13,0.14,176,0,7.0,88,Brentford,0,0,1,5,True,0
Julián Álvarez,FWD,Man City,0.0,0,0,0.02,0.0,253,0,0.9,15,Bournemouth,0,0,0,1,False,0
Julián Álvarez,FWD,Man City,3.8,1,0,0.09,0.0,266,0,5.0,31,Manchester United,0,0,0,4,True,0
Julián Álvarez,FWD,Man City,3.3,0,0,0.04,0.08,277,0,2.3,68,Liverpool,0,0,1,2,False,0
Julián Álvarez,FWD,Man City,6.2,0,0,0.18,0.79,30,0,13.2,90,Sheffield,0,0,1,2,False,0
Julián Álvarez,FWD,Man City,2.0,0,0,0.0,0.0,296,0,0.0,0,Arsenal,0,0,0,0,True,0
Julián Álvarez,FWD,Man City,1.8,0,0,0.11,1.33,309,0,11.8,90,Aston Villa,0,0,1,2,True,0
Julián Álvarez,FWD,Man City,2.5,0,0,0.04,0.42,313,0,3.8,73,Crystal Palace,0,0,1,2,False,0
Julián Álvarez,FWD,Man City,3.7,1,0,0.48,0.57,327,0,12.8,90,Luton,0,0,1,5,True,0
Julián Álvarez,FWD,Man City,4.0,0,0,0.05,0.4,282,1,8.2,90,Brighton,0,0,1,6,False,0
Julián Álvarez,FWD,Man City,4.4,0,0,0.04,0.09,347,0,3.3,88,Nottingham Forest,0,0,1,2,False,0
Julián Álvarez,FWD,Man City,5.5,0,0,0.0,0.32,359,1,5.2,8,Wolverhampton,0,0,0,5,True,0
Julián Álvarez,FWD,Man City,9.1,0,0,0.01,0.79,364,1,5.4,8,Fulham,0,0,0,5,False,0
Julián Álvarez,FWD,Man City,9.1,0,0,0.0,0.0,339,0,0.2,1,Tottenham,0,0,0,1,False,0
Julián Álvarez,FWD,Man City,4.2,0,0,0.0,0.0,379,0,0.0,0,West Ham,0,0,0,0,True,0
Julián Álvarez,FWD,Man City,8.0,2,2,0.02,0.65,39,1,6.0,89,Fulham,0,0,1,14,True,0
Julián Álvarez,FWD,Man City,9.3,2,1,0.43,0.06,49,0,11.3,90,West Ham,0,0,1,9,False,0
Julián Álvarez,FWD,Man City,7.5,0,0,0.02,0.55,59,0,3.7,56,Nottingham Forest,0,0,1,1,True,0
Julián Álvarez,FWD,Man City,7.0,0,3,0.08,0.09,70,1,10.3,90,Wolverhampton,0,0,1,8,False,1
Julián Álvarez,FWD,Man City,4.2,0,0,0.04,0.15,71,0,1.6,67,Arsenal,0,0,1,2,False,0
Julián Álvarez,FWD,Man City,7.3,0,3,0.03,0.32,86,1,6.5,90,Brighton,0,0,1,9,True,0
