name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,starts,total_points,was_home
Alphonse Areola,GK,West Ham,2,0,2.45,1,2023-08-20,90,Chelsea,0,1,3,1,10,True
Alphonse Areola,GK,West Ham,0,0,1.37,1,2023-08-12,90,Bournemouth,0,0,4,1,3,False
Alphonse Areola,GK,West Ham,0,0,0.0,0,2023-12-17,0,Wolverhampton,0,0,0,0,0,True
Alphonse Areola,GK,West Ham,0,0,0.82,1,2023-10-29,90,Everton,0,0,3,1,3,True
Alphonse Areola,GK,West Ham,0,0,1.4,3,2023-11-04,90,Brentford,0,0,2,1,1,False
Alphonse Areola,GK,West Ham,1,1,0.91,0,2023-12-23,90,Manchester United,0,0,3,1,8,True
Alphonse Areola,GK,West Ham,0,0,1.68,2,2023-11-12,90,Nottingham Forest,0,0,3,1,2,True
Alphonse Areola,GK,West Ham,0,0,1.27,1,2023-11-25,90,Burnley,0,0,4,1,3,False
Alphonse Areola,GK,West Ham,0,0,0.0,0,2023-12-07,0,Tottenham,0,0,0,0,0,False
Alphonse Areola,GK,West Ham,0,0,0.88,1,2023-12-03,90,Crystal Palace,0,0,1,1,2,True
Alphonse Areola,GK,West Ham,0,0,0.0,0,2023-12-10,0,Fulham,0,0,0,0,0,False
Alphonse Areola,GK,West Ham,2,1,2.68,0,2023-12-28,90,Arsenal,0,0,8,1,10,False
Alphonse Areola,GK,West Ham,0,0,0.63,1,2024-03-17,90,Aston Villa,0,0,4,1,3,True
Alphonse Areola,GK,West Ham,3,1,2.48,0,2024-01-02,90,Brighton,0,0,8,1,11,True
Alphonse Areola,GK,West Ham,0,0,1.44,1,2024-01-21,90,Sheffield,0,0,4,1,3,False
Alphonse Areola,GK,West Ham,0,0,1.12,2,2024-02-26,90,Brentford,0,0,5,1,2,True
Alphonse Areola,GK,West Ham,0,0,1.17,1,2024-02-01,90,Bournemouth,0,0,3,1,3,True
Alphonse Areola,GK,West Ham,0,0,0.16,1,2024-02-04,45,Manchester United,0,0,2,1,1,False
Alphonse Areola,GK,West Ham,0,0,1.52,1,2023-08-26,90,Brighton,0,0,9,1,5,False
Alphonse Areola,GK,West Ham,0,0,3.66,6,2024-02-11,90,Arsenal,0,0,6,1,0,True
Alphonse Areola,GK,West Ham,3,0,2.73,1,2024-03-02,90,Everton,0,1,9,1,13,False
Alphonse Areola,GK,West Ham,0,0,1.44,1,2024-03-30,45,Newcastle United,0,0,3,1,2,False
Alphonse Areola,GK,West Ham,0,0,0.65,2,2024-03-10,90,Burnley,0,0,3,1,2,True
Alphonse Areola,GK,West Ham,0,0,2.79,2,2024-02-17,90,Nottingham Forest,0,0,6,1,3,False
Alphonse Areola,GK,West Ham,0,0,0.0,0,2024-04-02,0,Tottenham,0,0,0,0,0,True
Alphonse Areola,GK,West Ham,0,0,0.0,0,2024-04-06,0,Wolverhampton,0,0,0,0,0,False
Alphonse Areola,GK,West Ham,0,0,0.0,0,2024-04-14,0,Fulham,0,0,0,0,0,True
Alphonse Areola,GK,West Ham,0,0,4.13,5,2024-05-05,90,Chelsea,0,0,9,1,3,False
Alphonse Areola,GK,West Ham,0,0,1.43,1,2023-09-01,90,Luton,0,0,0,1,2,False
Alphonse Areola,GK,West Ham,0,0,1.75,2,2024-04-27,90,Liverpool,1,0,7,1,1,True
Alphonse Areola,GK,West Ham,0,0,2.01,3,2024-05-19,90,Manchester City,0,0,9,1,4,False
Alphonse Areola,GK,West Ham,0,0,3.63,3,2023-09-16,90,Manchester City,0,0,10,1,4,True
Alphonse Areola,GK,West Ham,0,0,0.0,0,2024-04-21,0,Crystal Palace,0,0,0,0,0,False
Alphonse Areola,GK,West Ham,0,0,3.06,3,2023-09-24,90,Liverpool,0,0,4,1,2,False
Alphonse Areola,GK,West Ham,0,0,0.42,1,2024-05-11,90,Luton,0,0,0,1,2,True
Alphonse Areola,GK,West Ham,0,1,1.07,0,2023-09-30,90,Sheffield,0,0,2,1,6,True
Alphonse Areola,GK,West Ham,0,0,1.95,2,2023-10-08,90,Newcastle United,0,0,1,1,1,True
Alphonse Areola,GK,West Ham,0,0,2.02,4,2023-10-22,90,Aston Villa,0,0,3,1,1,False
