name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Yves Bissouma,MID,Spurs,1.6,0,0,0,0.11,0.04,8,2,0,6.3,90,Brentford,0,0,1,2,False,0
Yves Bissouma,MID,Spurs,0.3,0,0,1,0.02,0.03,96,0,0,1.9,63,Crystal Palace,0,0,1,3,False,0
Yves Bissouma,MID,Spurs,1.7,0,0,0,0.01,0.08,110,4,0,2.7,90,Chelsea,0,0,1,2,True,0
Yves Bissouma,MID,Spurs,2.3,0,0,1,0.01,0.0,120,0,0,1.8,75,Wolverhampton,0,0,1,2,False,1
Yves Bissouma,MID,Spurs,0.0,0,0,0,0.0,0.0,130,0,0,0.0,0,Aston Villa,0,0,0,0,True,0
Yves Bissouma,MID,Spurs,0.5,0,0,0,0.0,0.0,137,3,0,0.5,86,Manchester City,0,0,1,2,False,0
Yves Bissouma,MID,Spurs,1.5,0,0,0,0.13,0.22,148,2,0,5.1,83,West Ham,0,0,1,2,True,0
Yves Bissouma,MID,Spurs,1.3,0,0,1,0.02,0.04,159,0,0,4.4,85,Newcastle United,0,0,1,3,True,0
Yves Bissouma,MID,Spurs,1.4,0,0,1,0.01,0.0,169,0,0,0.8,69,Nottingham Forest,0,1,1,0,False,0
Yves Bissouma,MID,Spurs,0.0,0,0,0,0.0,0.0,178,0,0,0.0,0,Everton,0,0,0,0,True,0
Yves Bissouma,MID,Spurs,0.0,0,0,0,0.0,0.0,184,0,0,0.0,0,Brighton,0,0,0,0,False,0
Yves Bissouma,MID,Spurs,2.0,0,0,1,0.01,0.07,18,0,0,3.0,90,Manchester United,0,0,1,3,True,0
Yves Bissouma,MID,Spurs,0.0,0,0,0,0.0,0.0,198,0,0,0.0,0,Bournemouth,0,0,0,0,True,0
Yves Bissouma,MID,Spurs,0.0,0,0,0,0.0,0.0,208,0,0,0.0,0,Manchester United,0,0,0,0,False,0
Yves Bissouma,MID,Spurs,0.0,0,0,0,0.0,0.0,216,0,0,0.0,0,Brentford,0,0,0,0,True,0
Yves Bissouma,MID,Spurs,0.0,0,0,0,0.0,0.0,227,0,0,0.0,0,Everton,0,0,0,0,False,0
Yves Bissouma,MID,Spurs,0.3,0,0,0,0.0,0.0,238,0,0,0.7,27,Brighton,0,0,0,1,True,0
Yves Bissouma,MID,Spurs,0.8,0,0,0,0.06,0.0,250,2,0,4.3,70,Wolverhampton,0,0,1,2,True,0
Yves Bissouma,MID,Spurs,2.2,0,0,0,0.07,0.0,270,1,0,3.0,89,Crystal Palace,0,0,1,2,True,0
Yves Bissouma,MID,Spurs,2.3,0,0,1,0.03,0.0,272,0,0,3.1,90,Aston Villa,0,0,1,3,False,0
Yves Bissouma,MID,Spurs,2.5,0,0,0,0.02,0.0,286,3,0,1.1,65,Fulham,0,0,1,1,False,1
Yves Bissouma,MID,Spurs,2.3,0,0,1,0.12,0.05,22,0,0,6.2,73,Bournemouth,0,0,1,2,False,1
Yves Bissouma,MID,Spurs,3.0,0,0,0,0.02,0.0,300,1,0,2.9,84,Luton,0,0,1,2,True,0
Yves Bissouma,MID,Spurs,2.5,0,0,0,0.08,0.05,306,1,0,3.0,81,West Ham,0,0,1,2,False,0
Yves Bissouma,MID,Spurs,2.3,0,0,0,0.03,0.14,319,1,0,1.6,45,Nottingham Forest,0,0,1,1,True,0
Yves Bissouma,MID,Spurs,1.7,0,0,0,0.01,0.0,328,3,0,1.0,56,Newcastle United,0,0,1,0,False,1
Yves Bissouma,MID,Spurs,2.0,0,0,0,0.02,0.0,348,0,0,1.1,26,Arsenal,0,0,0,1,True,0
Yves Bissouma,MID,Spurs,2.0,0,0,0,0.04,0.0,255,1,0,2.7,62,Chelsea,0,0,1,2,False,0
Yves Bissouma,MID,Spurs,1.0,0,0,0,0.04,0.04,357,4,0,2.8,90,Liverpool,0,0,1,1,False,1
Yves Bissouma,MID,Spurs,2.9,0,0,0,0.05,0.0,368,1,0,1.6,74,Burnley,0,0,1,2,True,0
Yves Bissouma,MID,Spurs,2.9,0,0,0,0.0,0.0,339,0,0,0.0,0,Manchester City,0,0,0,0,True,0
Yves Bissouma,MID,Spurs,0.0,0,0,0,0.0,0.0,380,0,0,0.0,0,Sheffield,0,0,0,0,False,0
Yves Bissouma,MID,Spurs,2.7,0,0,0,0.04,0.05,34,2,0,4.2,90,Burnley,0,0,1,2,False,0
Yves Bissouma,MID,Spurs,2.2,0,0,0,0.22,0.25,48,1,0,10.8,90,Sheffield,0,0,1,1,True,1
Yves Bissouma,MID,Spurs,1.0,0,0,0,0.01,0.05,51,2,0,2.0,90,Arsenal,0,0,1,1,False,1
Yves Bissouma,MID,Spurs,0.5,0,0,0,0.09,0.07,68,1,0,3.1,89,Liverpool,0,0,1,1,True,1
Yves Bissouma,MID,Spurs,0.5,0,0,0,0.4,0.0,77,0,0,0.6,48,Luton,0,1,1,-2,False,0
Yves Bissouma,MID,Spurs,0.0,0,0,0,0.0,0.0,90,0,0,0.0,0,Fulham,0,0,0,0,True,0
