name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,starts,total_points,was_home
Ederson Santana de Moraes,GK,Man City,0,1,0.29,0,2023-08-19,90,Newcastle United,0,0,1,1,6,True
Ederson Santana de Moraes,GK,Man City,0,1,0.3,0,2023-08-11,90,Burnley,0,0,1,1,6,False
Ederson Santana de Moraes,GK,Man City,0,0,1.82,2,2023-12-16,90,Crystal Palace,0,0,0,1,0,True
Ederson Santana de Moraes,GK,Man City,0,1,1.03,0,2023-10-29,90,Manchester United,0,0,3,1,7,False
Ederson Santana de Moraes,GK,Man City,0,0,0.77,1,2023-11-04,90,Bournemouth,0,0,0,1,2,True
Ederson Santana de Moraes,GK,Man City,0,0,2.96,4,2023-11-12,90,Chelsea,0,0,5,1,1,False
Ederson Santana de Moraes,GK,Man City,0,0,0.56,1,2023-11-25,90,Liverpool,0,0,2,1,2,True
Ederson Santana de Moraes,GK,Man City,0,0,0.49,3,2023-12-03,90,Tottenham,0,0,1,1,1,True
Ederson Santana de Moraes,GK,Man City,0,0,2.04,1,2023-12-06,90,Aston Villa,0,0,6,1,4,False
Ederson Santana de Moraes,GK,Man City,0,0,0.33,1,2023-12-10,90,Luton,0,0,1,1,2,False
Ederson Santana de Moraes,GK,Man City,0,0,1.01,1,2023-12-27,90,Everton,0,0,1,1,2,False
Ederson Santana de Moraes,GK,Man City,0,1,0.33,0,2023-12-30,90,Sheffield,0,0,2,1,6,True
Ederson Santana de Moraes,GK,Man City,0,0,0.08,0,2024-01-13,7,Newcastle United,0,0,0,1,1,False
Ederson Santana de Moraes,GK,Man City,2,1,0.93,0,2024-02-24,90,Bournemouth,0,0,4,1,9,False
Ederson Santana de Moraes,GK,Man City,0,0,1.44,1,2024-01-31,90,Burnley,0,0,2,1,1,True
Ederson Santana de Moraes,GK,Man City,0,0,1.02,1,2024-02-05,90,Brentford,0,0,1,1,2,False
Ederson Santana de Moraes,GK,Man City,1,1,0.32,0,2024-02-10,90,Everton,0,0,1,1,7,True
Ederson Santana de Moraes,GK,Man City,0,0,0.73,1,2023-08-27,90,Sheffield,0,0,0,1,2,False
Ederson Santana de Moraes,GK,Man City,0,0,0.26,1,2024-03-03,90,Manchester United,0,0,0,1,2,True
Ederson Santana de Moraes,GK,Man City,0,0,0.0,0,2024-03-31,0,Arsenal,0,0,0,0,0,True
Ederson Santana de Moraes,GK,Man City,2,0,1.58,1,2024-02-17,90,Chelsea,0,0,5,1,5,True
Ederson Santana de Moraes,GK,Man City,0,1,0.34,0,2024-02-20,90,Brentford,0,0,2,1,6,True
Ederson Santana de Moraes,GK,Man City,0,0,1.29,1,2024-03-10,55,Liverpool,0,0,1,1,0,False
Ederson Santana de Moraes,GK,Man City,0,0,0.0,0,2024-04-03,0,Aston Villa,0,0,0,0,0,True
Ederson Santana de Moraes,GK,Man City,0,0,0.0,0,2024-04-06,0,Crystal Palace,0,0,0,0,0,False
Ederson Santana de Moraes,GK,Man City,0,0,0.49,1,2024-04-13,90,Luton,0,0,1,1,2,True
Ederson Santana de Moraes,GK,Man City,0,0,0.35,1,2024-05-04,90,Wolverhampton,0,0,0,1,2,True
Ederson Santana de Moraes,GK,Man City,0,0,1.27,0,2024-04-28,45,Nottingham Forest,0,0,1,1,1,False
Ederson Santana de Moraes,GK,Man City,0,0,0.0,0,2024-05-19,0,West Ham,0,0,0,0,0,True
Ederson Santana de Moraes,GK,Man City,0,0,1.45,1,2023-09-02,90,Fulham,0,0,3,1,3,True
Ederson Santana de Moraes,GK,Man City,0,0,0.94,1,2023-09-16,90,West Ham,0,0,2,1,2,False
Ederson Santana de Moraes,GK,Man City,0,1,0.49,0,2024-04-25,90,Brighton,0,0,3,1,7,False
Ederson Santana de Moraes,GK,Man City,0,1,1.03,0,2023-09-23,90,Nottingham Forest,0,0,3,1,6,True
Ederson Santana de Moraes,GK,Man City,0,1,0.12,0,2024-05-11,90,Fulham,0,0,1,1,6,False
Ederson Santana de Moraes,GK,Man City,0,1,0.52,0,2024-05-14,68,Tottenham,0,0,3,1,7,False
Ederson Santana de Moraes,GK,Man City,0,0,0.44,2,2023-09-30,90,Wolverhampton,0,0,0,1,1,False
Ederson Santana de Moraes,GK,Man City,0,0,0.41,1,2023-10-08,90,Arsenal,0,0,1,1,1,False
Ederson Santana de Moraes,GK,Man City,0,0,0.0,0,2023-10-21,0,Brighton,0,0,0,0,0,True
