name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Micky van de Ven,DEF,Spurs,2.0,0,0,0,0.03,0.04,2.02,8,2,0,0.0,90,Brentford,0,0,0,1,1,False,0
Micky van de Ven,DEF,Spurs,7.7,0,0,0,0.01,0.0,0.64,96,1,0,2.1,90,Crystal Palace,0,0,0,1,2,False,0
Micky van de Ven,DEF,Spurs,3.0,0,0,0,0.0,0.0,1.11,110,1,0,0.5,45,Chelsea,0,0,0,1,1,True,0
Micky van de Ven,DEF,Spurs,0.0,0,0,0,0.0,0.0,0.0,120,0,0,0.0,0,Wolverhampton,0,0,0,0,0,False,0
Micky van de Ven,DEF,Spurs,0.0,0,0,0,0.0,0.0,0.0,130,0,0,0.0,0,Aston Villa,0,0,0,0,0,True,0
Micky van de Ven,DEF,Spurs,0.0,0,0,0,0.0,0.0,0.0,137,0,0,0.0,0,Manchester City,0,0,0,0,0,False,0
Micky van de Ven,DEF,Spurs,0.0,0,0,0,0.0,0.0,0.0,148,0,0,0.0,0,West Ham,0,0,0,0,0,True,0
Micky van de Ven,DEF,Spurs,0.0,0,0,0,0.0,0.0,0.0,159,0,0,0.0,0,Newcastle United,0,0,0,0,0,True,0
Micky van de Ven,DEF,Spurs,0.0,0,0,0,0.0,0.0,0.0,169,0,0,0.0,0,Nottingham Forest,0,0,0,0,0,False,0
Micky van de Ven,DEF,Spurs,0.0,0,0,0,0.0,0.0,0.0,178,0,0,0.0,0,Everton,0,0,0,0,0,True,0
Micky van de Ven,DEF,Spurs,0.0,0,0,0,0.0,0.0,0.0,184,0,0,0.0,0,Brighton,0,0,0,0,0,False,0
Micky van de Ven,DEF,Spurs,3.5,0,1,1,0.01,0.0,1.99,18,0,0,1.7,90,Manchester United,0,0,0,1,7,True,0
Micky van de Ven,DEF,Spurs,0.0,0,0,0,0.0,0.0,0.0,198,0,0,0.0,0,Bournemouth,0,0,0,0,0,True,0
Micky van de Ven,DEF,Spurs,0.3,0,0,0,0.0,0.0,0.43,208,2,0,1.9,88,Manchester United,0,0,0,1,1,False,0
Micky van de Ven,DEF,Spurs,1.0,0,0,0,0.01,0.0,1.66,216,2,0,1.9,90,Brentford,0,0,0,1,1,True,0
Micky van de Ven,DEF,Spurs,1.0,0,0,0,0.0,0.0,2.62,227,2,0,2.9,90,Everton,0,0,0,1,1,False,0
Micky van de Ven,DEF,Spurs,1.3,0,0,0,0.01,0.0,1.21,238,1,0,3.2,90,Brighton,0,0,0,1,2,True,0
Micky van de Ven,DEF,Spurs,1.2,0,0,0,0.06,0.0,1.51,250,2,0,2.7,90,Wolverhampton,0,0,0,1,1,True,0
Micky van de Ven,DEF,Spurs,2.2,0,0,0,0.03,0.0,0.29,270,1,0,2.5,90,Crystal Palace,0,0,0,1,2,True,0
Micky van de Ven,DEF,Spurs,1.3,0,0,0,0.0,0.0,0.55,272,0,0,1.8,48,Aston Villa,0,0,0,1,1,False,0
Micky van de Ven,DEF,Spurs,0.0,0,0,0,0.0,0.0,0.0,286,0,0,0.0,0,Fulham,0,0,0,0,0,False,0
Micky van de Ven,DEF,Spurs,4.7,0,0,1,0.0,0.0,0.67,22,0,0,3.1,90,Bournemouth,0,0,0,1,6,False,0
Micky van de Ven,DEF,Spurs,1.8,0,0,0,0.0,0.0,0.0,300,0,0,0.0,0,Luton,0,0,0,0,0,True,0
Micky van de Ven,DEF,Spurs,1.0,0,0,0,0.0,0.0,1.16,306,1,0,1.9,90,West Ham,0,0,0,1,1,False,1
Micky van de Ven,DEF,Spurs,3.1,0,3,0,0.02,0.05,1.56,319,1,1,7.6,90,Nottingham Forest,0,0,0,1,11,True,0
Micky van de Ven,DEF,Spurs,3.3,0,0,0,0.01,0.0,2.86,328,4,0,1.7,90,Newcastle United,0,0,0,1,-1,False,1
Micky van de Ven,DEF,Spurs,5.6,0,0,0,0.02,0.0,1.08,348,3,0,2.4,90,Arsenal,0,0,0,1,1,True,0
Micky van de Ven,DEF,Spurs,5.6,0,0,0,0.02,0.0,1.94,255,2,0,3.1,90,Chelsea,0,0,0,1,0,False,1
Micky van de Ven,DEF,Spurs,-0.2,0,0,0,0.0,0.0,3.22,357,4,0,1.4,90,Liverpool,0,0,0,1,-1,False,1
