name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Nathan Fraser,FWD,Wolves,0,0.0,2023-10-28,0,Newcastle United,0,0,True
Nathan Fraser,FWD,Wolves,0,0.0,2023-11-04,0,Sheffield,0,0,False
Nathan Fraser,FWD,Wolves,0,0.0,2023-11-11,0,Tottenham,0,0,True
Nathan Fraser,FWD,Wolves,0,0.0,2023-11-27,0,Fulham,0,0,False
Nathan Fraser,FWD,Wolves,0,0.0,2023-12-02,0,Arsenal,0,0,False
Nathan Fraser,FWD,Wolves,0,0.0,2023-12-05,0,Burnley,0,0,True
Nathan Fraser,FWD,Wolves,0,0.0,2023-12-09,0,Nottingham Forest,0,0,True
Nathan Fraser,FWD,Wolves,0,0.0,2023-12-17,0,West Ham,0,0,False
Nathan Fraser,FWD,Wolves,0,0.0,2023-12-24,0,Chelsea,0,0,True
Nathan Fraser,FWD,Wolves,0,0.0,2023-12-27,0,Brentford,0,0,False
Nathan Fraser,FWD,Wolves,0,0.0,2023-12-30,0,Everton,0,0,True
Nathan Fraser,FWD,Wolves,0,0.0,2024-01-22,0,Brighton,0,0,False
Nathan Fraser,FWD,Wolves,0,0.6,2024-02-01,8,Manchester United,0,1,True
Nathan Fraser,FWD,Wolves,0,0.0,2024-02-04,0,Chelsea,0,0,False
Nathan Fraser,FWD,Wolves,0,1.5,2024-02-10,45,Brentford,0,0,True
Nathan Fraser,FWD,Wolves,0,0.0,2024-02-17,0,Tottenham,0,0,False
Nathan Fraser,FWD,Wolves,0,0.0,2024-02-25,0,Sheffield,0,0,True
Nathan Fraser,FWD,Wolves,0,0.9,2024-03-02,45,Newcastle United,0,1,False
Nathan Fraser,FWD,Wolves,0,4.0,2024-03-09,76,Fulham,1,2,True
Nathan Fraser,FWD,Wolves,0,0.4,2024-03-30,6,Aston Villa,0,1,False
Nathan Fraser,FWD,Wolves,0,0.0,2024-04-02,0,Burnley,0,0,False
Nathan Fraser,FWD,Wolves,0,0.0,2024-04-06,0,West Ham,0,0,True
Nathan Fraser,FWD,Wolves,0,0.5,2024-04-13,2,Nottingham Forest,0,1,False
Nathan Fraser,FWD,Wolves,0,0.0,2024-04-20,0,Arsenal,0,0,True
Nathan Fraser,FWD,Wolves,0,0.7,2024-04-24,1,Bournemouth,0,1,True
Nathan Fraser,FWD,Wolves,0,0.0,2024-04-27,0,Luton,0,0,True
Nathan Fraser,FWD,Wolves,0,0.0,2024-05-04,0,Manchester City,0,0,False
Nathan Fraser,FWD,Wolves,0,0.0,2024-05-11,0,Crystal Palace,0,0,True
Nathan Fraser,FWD,Wolves,0,0.0,2024-05-19,0,Liverpool,0,0,False
Nathan Fraser,FWD,Wolves,0,0.0,2023-09-03,0,Crystal Palace,0,0,False
Nathan Fraser,FWD,Wolves,0,0.0,2023-09-16,0,Liverpool,0,0,True
Nathan Fraser,FWD,Wolves,0,0.0,2023-09-23,0,Luton,0,0,False
Nathan Fraser,FWD,Wolves,0,0.0,2023-09-30,0,Manchester City,0,0,True
Nathan Fraser,FWD,Wolves,0,0.0,2023-10-08,0,Aston Villa,0,0,True
Nathan Fraser,FWD,Wolves,0,0.0,2023-10-21,0,Bournemouth,0,0,False
