name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Sven Botman,DEF,Newcastle,2.5,1,1,0,0.25,0.07,1.9,6,1,0,5.5,90,Aston Villa,0,0,0,1,5,True,1
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,100,0,0,0.0,0,Wolverhampton,0,0,0,0,0,False,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,107,0,0,0.0,0,Arsenal,0,0,0,0,0,True,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,113,0,0,0.0,0,Bournemouth,0,0,0,0,0,False,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,127,0,0,0.0,0,Chelsea,0,0,0,0,0,True,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,138,0,0,0.0,0,Manchester United,0,0,0,0,0,True,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,144,0,0,0.0,0,Everton,0,0,0,0,0,False,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,159,0,0,0.0,0,Tottenham,0,0,0,0,0,False,0
Sven Botman,DEF,Newcastle,0.2,0,0,0,0.01,0.0,0.09,168,0,0,1.7,6,Fulham,0,0,0,0,1,True,0
Sven Botman,DEF,Newcastle,1.3,0,0,0,0.14,0.03,0.56,175,0,0,2.8,53,Luton,0,0,0,0,1,False,0
Sven Botman,DEF,Newcastle,1.0,0,0,0,0.01,0.0,3.46,189,3,0,1.7,78,Nottingham Forest,0,0,0,1,1,True,0
Sven Botman,DEF,Newcastle,3.0,0,0,0,0.0,0.0,1.09,16,1,0,1.1,90,Manchester City,0,0,0,1,2,False,0
Sven Botman,DEF,Newcastle,1.5,0,0,0,0.0,0.18,7.27,194,4,1,8.6,90,Liverpool,0,0,0,1,6,False,0
Sven Botman,DEF,Newcastle,2.2,0,0,0,0.0,0.0,2.84,209,3,0,2.0,90,Manchester City,0,0,0,1,1,True,0
Sven Botman,DEF,Newcastle,2.0,0,0,0,0.0,0.07,1.44,211,1,0,3.4,90,Aston Villa,0,0,0,1,2,False,0
Sven Botman,DEF,Newcastle,2.0,0,0,0,0.01,0.0,2.27,229,4,0,1.4,90,Luton,0,0,0,1,0,True,0
Sven Botman,DEF,Newcastle,2.2,1,0,0,0.06,0.0,1.5,237,2,0,6.8,90,Nottingham Forest,0,0,0,1,3,False,1
Sven Botman,DEF,Newcastle,2.0,0,0,0,0.0,0.0,2.59,247,2,0,2.5,90,Bournemouth,0,0,0,1,1,True,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,2.11,251,4,0,1.6,72,Arsenal,1,0,0,1,-2,False,0
Sven Botman,DEF,Newcastle,2.0,0,0,1,0.0,0.0,0.8,267,0,0,1.4,90,Wolverhampton,0,0,0,1,6,True,0
Sven Botman,DEF,Newcastle,1.5,0,0,0,0.03,0.05,1.67,275,3,0,2.6,90,Chelsea,0,0,0,1,1,False,0
Sven Botman,DEF,Newcastle,3.0,0,0,0,0.01,0.09,0.51,29,1,0,2.2,86,Liverpool,0,0,0,1,2,True,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,297,0,0,0.0,0,West Ham,0,0,0,0,0,True,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,310,0,0,0.0,0,Everton,0,0,0,0,0,True,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,315,0,0,0.0,0,Fulham,0,0,0,0,0,False,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,328,0,0,0.0,0,Tottenham,0,0,0,0,0,True,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,284,0,0,0.0,0,Crystal Palace,0,0,0,0,0,False,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,346,0,0,0.0,0,Sheffield,0,0,0,0,0,True,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,354,0,0,0.0,0,Burnley,0,0,0,0,0,False,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,366,0,0,0.0,0,Brighton,0,0,0,0,0,True,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,337,0,0,0.0,0,Manchester United,0,0,0,0,0,False,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0.0,0.0,0.0,372,0,0,0.0,0,Brentford,0,0,0,0,0,False,0
Sven Botman,DEF,Newcastle,0.7,0,0,0,0.0,0.0,0.0,33,0,0,0.0,0,Brighton,0,0,0,0,0,False,0
Sven Botman,DEF,Newcastle,3.2,0,3,1,0.01,0.08,0.54,46,0,0,3.6,90,Brentford,0,0,0,1,9,True,0
Sven Botman,DEF,Newcastle,6.8,0,0,1,0.01,0.05,0.94,60,0,1,6.6,90,Sheffield,0,0,0,1,12,False,0
