name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Callum Marshall,FWD,West Ham,0,0.0,2024-03-17,0,Aston Villa,0,0,True
Callum Marshall,FWD,West Ham,0,0.0,2024-01-21,0,Sheffield,0,0,False
Callum Marshall,FWD,West Ham,0,0.0,2024-02-26,0,Brentford,0,0,True
Callum Marshall,FWD,West Ham,0,0.0,2024-02-01,0,Bournemouth,0,0,True
Callum Marshall,FWD,West Ham,0,0.0,2024-02-04,0,Manchester United,0,0,False
Callum Marshall,FWD,West Ham,0,0.0,2024-02-11,0,Arsenal,0,0,True
Callum Marshall,FWD,West Ham,0,0.0,2024-03-02,0,Everton,0,0,False
Callum Marshall,FWD,West Ham,0,0.0,2024-03-30,0,Newcastle United,0,0,False
Callum Marshall,FWD,West Ham,0,0.0,2024-02-17,0,Nottingham Forest,0,0,False
Callum Marshall,FWD,West Ham,0,0.0,2024-03-10,0,Burnley,0,0,True
Callum Marshall,FWD,West Ham,0,0.0,2024-04-02,0,Tottenham,0,0,True
Callum Marshall,FWD,West Ham,0,0.0,2024-04-06,0,Wolverhampton,0,0,False
Callum Marshall,FWD,West Ham,0,0.0,2024-04-14,0,Fulham,0,0,True
Callum Marshall,FWD,West Ham,0,0.0,2024-05-05,0,Chelsea,0,0,False
Callum Marshall,FWD,West Ham,0,0.0,2024-04-27,0,Liverpool,0,0,True
Callum Marshall,FWD,West Ham,0,0.0,2024-05-19,0,Manchester City,0,0,False
Callum Marshall,FWD,West Ham,0,0.0,2024-04-21,0,Crystal Palace,0,0,False
Callum Marshall,FWD,West Ham,0,0.0,2024-05-11,0,Luton,0,0,True
