name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Giovani Lo Celso,MID,Spurs,0,0,0,1.3,2024-03-16,3,Fulham,0,1,False
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2023-08-19,0,Manchester United,0,0,True
Giovani Lo Celso,MID,Spurs,0,0,0,2.1,2023-08-26,16,Bournemouth,0,1,False
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2023-08-13,0,Brentford,0,0,False
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2023-12-15,0,Nottingham Forest,0,0,False
Giovani Lo Celso,MID,Spurs,0,0,1,1.4,2023-12-23,17,Everton,0,1,True
Giovani Lo Celso,MID,Spurs,0,0,1,8.4,2023-12-07,66,West Ham,1,2,True
Giovani Lo Celso,MID,Spurs,0,0,2,4.5,2023-12-03,78,Manchester City,1,7,False
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2023-10-27,0,Crystal Palace,0,0,False
Giovani Lo Celso,MID,Spurs,3,0,2,11.2,2023-11-26,85,Aston Villa,1,10,True
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2023-11-06,0,Chelsea,0,0,True
Giovani Lo Celso,MID,Spurs,0,0,1,3.6,2023-12-28,25,Brighton,0,1,False
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2024-01-14,0,Manchester United,0,0,False
Giovani Lo Celso,MID,Spurs,3,1,0,7.5,2023-12-31,81,Bournemouth,1,11,True
Giovani Lo Celso,MID,Spurs,0,0,1,0.8,2023-12-10,17,Newcastle United,0,1,True
Giovani Lo Celso,MID,Spurs,0,0,2,1.2,2023-11-11,15,Wolverhampton,0,1,False
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2024-02-10,0,Brighton,0,0,True
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2024-02-03,0,Everton,0,0,False
Giovani Lo Celso,MID,Spurs,0,0,0,2.0,2024-03-30,22,Luton,0,0,True
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2024-01-31,0,Brentford,0,0,True
Giovani Lo Celso,MID,Spurs,0,0,0,0.3,2024-03-02,1,Crystal Palace,0,1,True
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2024-03-10,0,Aston Villa,0,0,False
Giovani Lo Celso,MID,Spurs,0,0,0,2.2,2024-02-17,5,Wolverhampton,0,1,True
Giovani Lo Celso,MID,Spurs,0,0,0,1.5,2024-04-02,1,West Ham,0,1,False
Giovani Lo Celso,MID,Spurs,0,0,0,0.3,2024-04-07,14,Nottingham Forest,0,1,True
Giovani Lo Celso,MID,Spurs,0,0,1,0.7,2024-04-13,9,Newcastle United,0,1,False
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2023-09-02,0,Burnley,0,0,False
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2023-09-16,0,Sheffield,0,0,True
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2023-10-07,0,Luton,0,0,False
Giovani Lo Celso,MID,Spurs,0,0,0,0.6,2023-10-23,8,Fulham,0,1,True
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2023-09-24,0,Arsenal,0,0,False
Giovani Lo Celso,MID,Spurs,0,0,0,2.7,2024-05-05,15,Liverpool,0,1,False
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2023-09-30,0,Liverpool,0,0,True
Giovani Lo Celso,MID,Spurs,0,0,0,2.1,2024-04-28,2,Arsenal,0,1,True
Giovani Lo Celso,MID,Spurs,0,0,0,5.2,2024-05-02,4,Chelsea,0,1,False
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2024-05-19,0,Sheffield,0,0,False
Giovani Lo Celso,MID,Spurs,0,0,0,0.0,2024-05-11,2,Burnley,0,1,True
Giovani Lo Celso,MID,Spurs,0,0,1,0.4,2024-05-14,5,Manchester City,0,1,True
