name,position,team,xP,assists,bonus,expected_assists,expected_goals,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Neal Maupay,FWD,Everton,1.4,0,0,0.0,1.35,5,0,9.6,71,Fulham,0,0,1,2,True,0
Neal Maupay,FWD,Brentford,2.7,1,0,0.14,0.0,95,0,4.6,14,Chelsea,0,0,0,3,False,1
Neal Maupay,FWD,Brentford,5.3,0,2,0.07,0.56,101,1,10.5,90,West Ham,0,0,1,8,True,0
Neal Maupay,FWD,Brentford,3.5,0,0,0.03,0.01,117,0,0.3,18,Liverpool,0,0,0,1,False,0
Neal Maupay,FWD,Brentford,2.8,0,0,0.0,0.39,121,0,1.4,18,Arsenal,0,0,0,1,True,0
Neal Maupay,FWD,Brentford,5.0,0,2,0.08,0.96,133,1,15.7,90,Luton,0,0,1,8,True,0
Neal Maupay,FWD,Brentford,3.0,0,0,0.03,0.21,142,0,2.5,90,Brighton,0,0,1,2,False,0
Neal Maupay,FWD,Brentford,3.3,0,0,0.05,0.07,158,0,3.2,90,Sheffield,0,0,1,2,False,0
Neal Maupay,FWD,Brentford,2.6,0,0,0.0,0.0,163,0,0.3,22,Aston Villa,0,0,0,0,True,1
Neal Maupay,FWD,Brentford,3.4,1,0,0.77,0.15,183,0,4.5,90,Wolverhampton,0,0,1,5,True,0
Neal Maupay,FWD,Everton,1.5,0,0,0.02,0.15,11,0,2.4,39,Aston Villa,0,0,0,1,False,0
Neal Maupay,FWD,Brentford,2.0,0,0,0.02,0.06,192,0,1.9,27,Crystal Palace,0,0,0,1,False,0
Neal Maupay,FWD,Brentford,4.0,0,0,0.02,0.26,203,1,6.9,73,Nottingham Forest,0,0,1,6,True,0
Neal Maupay,FWD,Brentford,6.0,0,1,0.17,0.2,216,1,7.7,90,Tottenham,0,0,1,6,False,1
Neal Maupay,FWD,Brentford,5.0,0,1,0.07,0.28,223,1,7.6,90,Manchester City,0,0,1,6,True,1
Neal Maupay,FWD,Brentford,5.0,0,0,0.02,0.57,240,0,6.6,75,Wolverhampton,0,0,1,2,False,0
Neal Maupay,FWD,Brentford,5.3,0,0,0.17,0.04,241,0,5.4,62,Liverpool,0,0,1,2,True,0
Neal Maupay,FWD,Brentford,5.3,0,0,0.0,0.0,176,0,0.0,22,Manchester City,0,0,0,1,False,0
Neal Maupay,FWD,Brentford,0.0,0,0,0.02,0.12,259,1,5.6,72,West Ham,0,0,1,6,False,0
Neal Maupay,FWD,Brentford,2.4,0,0,0.0,0.0,261,0,0.0,3,Chelsea,0,0,0,1,True,0
Neal Maupay,FWD,Brentford,1.2,0,0,0.0,0.0,271,0,0.0,12,Arsenal,0,0,0,1,False,0
Neal Maupay,FWD,Brentford,2.5,0,0,0.0,0.0,283,0,1.3,10,Burnley,0,0,0,1,False,0
Neal Maupay,FWD,Everton,1.0,0,0,0.0,0.0,27,0,0.0,0,Wolverhampton,0,0,0,0,True,0
Neal Maupay,FWD,Brentford,0.8,0,0,0.0,0.0,293,0,0.0,3,Manchester United,0,0,0,0,True,1
Neal Maupay,FWD,Brentford,0.5,0,0,0.0,0.0,303,0,0.0,0,Brighton,0,0,0,0,True,0
Neal Maupay,FWD,Brentford,0.1,0,0,0.0,0.0,311,0,0.0,4,Aston Villa,0,0,0,1,False,0
Neal Maupay,FWD,Brentford,1.0,0,0,0.07,0.41,323,0,2.6,78,Sheffield,0,0,1,1,True,1
Neal Maupay,FWD,Brentford,1.1,0,0,0.0,0.03,336,0,0.0,8,Luton,0,0,0,1,False,0
Neal Maupay,FWD,Brentford,0.0,0,0,0.0,0.0,343,0,0.0,0,Everton,0,0,0,0,False,0
Neal Maupay,FWD,Brentford,0.5,0,0,0.0,0.0,352,0,0.0,0,Fulham,0,0,0,0,True,0
Neal Maupay,FWD,Brentford,0.2,0,0,0.0,0.0,362,0,0.0,0,Bournemouth,0,0,0,0,False,0
Neal Maupay,FWD,Brentford,0.0,0,0,0.01,0.0,372,0,0.0,16,Newcastle United,0,0,0,0,True,1
Neal Maupay,FWD,Everton,0.8,0,0,0.0,0.0,40,0,0.0,0,Sheffield,0,0,0,0,False,0
Neal Maupay,FWD,Brentford,-0.2,0,0,0.01,0.01,46,0,0.8,18,Newcastle United,0,0,0,1,False,0
Neal Maupay,FWD,Brentford,0.0,0,0,0.0,0.0,52,0,0.0,0,Everton,0,0,0,0,True,0
Neal Maupay,FWD,Brentford,0.7,0,0,0.01,0.26,67,0,3.9,15,Nottingham Forest,0,0,0,1,False,0
Neal Maupay,FWD,Brentford,-0.2,0,0,0.0,0.04,78,0,0.8,20,Manchester United,0,0,0,0,False,1
Neal Maupay,FWD,Brentford,2.5,1,0,0.21,0.76,83,0,6.5,87,Burnley,0,0,1,5,True,0
