name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Douglas Luiz Soares de Paulo,MID,Aston Villa,1.6,0,0,0,0.15,0.19,6,5,0,5.1,90,Newcastle United,0,0,1,1,False,1
Douglas Luiz Soares de Paulo,MID,Aston Villa,8.5,1,2,0,0.13,0.0,92,1,0,8.1,89,Luton,0,0,1,7,True,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,8.0,0,0,0,0.18,0.02,108,2,0,2.4,85,Nottingham Forest,0,0,1,2,False,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,3.7,0,0,0,0.04,0.0,112,1,0,2.9,90,Fulham,0,0,1,2,True,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,3.7,1,2,0,0.12,0.0,130,1,0,6.1,90,Tottenham,0,0,1,7,False,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,3.2,0,0,0,0.07,0.33,132,2,0,6.3,90,Bournemouth,0,0,1,2,False,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,2.5,0,0,1,0.48,0.39,141,0,0,10.2,90,Manchester City,0,0,1,3,True,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,2.7,0,0,1,0.01,0.01,151,0,0,2.7,90,Arsenal,0,0,1,2,True,1
Douglas Luiz Soares de Paulo,MID,Aston Villa,0.0,0,0,0,0.0,0.0,163,0,0,0.0,0,Brentford,0,0,0,0,False,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,4.2,1,3,0,0.21,0.04,171,1,0,6.6,90,Sheffield,0,0,1,8,True,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,2.3,0,0,0,0.09,0.04,188,3,0,3.8,90,Manchester United,0,0,1,2,False,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,4.0,0,0,1,0.1,0.79,11,0,1,7.7,63,Everton,0,0,1,7,True,1
Douglas Luiz Soares de Paulo,MID,Aston Villa,4.7,0,3,0,0.04,0.97,191,2,1,8.6,90,Burnley,0,0,1,10,True,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,5.0,0,0,1,0.11,0.03,207,0,0,4.4,90,Everton,0,0,1,3,False,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,1.5,0,0,0,0.48,0.0,211,3,0,6.2,90,Newcastle United,0,0,1,1,True,1
Douglas Luiz Soares de Paulo,MID,Aston Villa,3.5,1,1,0,0.45,0.01,230,0,0,9.5,45,Sheffield,0,0,1,5,False,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,5.3,0,3,0,0.07,0.73,231,2,1,12.0,90,Manchester United,0,0,1,10,True,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,4.5,0,0,0,0.15,0.0,244,1,0,7.7,90,Fulham,0,0,1,2,False,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,0.0,0,3,0,0.05,0.55,252,2,2,12.2,90,Nottingham Forest,0,0,1,15,True,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,8.8,1,0,0,0.02,0.04,265,2,0,3.2,90,Luton,0,0,1,4,False,1
Douglas Luiz Soares de Paulo,MID,Aston Villa,5.8,0,0,0,0.12,0.0,272,4,0,4.2,90,Tottenham,0,0,1,2,True,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,6.0,0,0,0,0.19,0.03,289,1,0,4.3,90,West Ham,0,0,1,1,False,1
Douglas Luiz Soares de Paulo,MID,Aston Villa,3.8,0,0,0,0.13,0.0,25,1,0,4.5,85,Burnley,0,0,1,2,False,0
Douglas Luiz Soares de Paulo,MID,Aston Villa,3.0,0,0,1,0.09,0.0,291,0,0,2.5,90,Wolverhampton,0,0,1,3,True,0
