name,position,team,xP,assists,bonus,expected_assists,expected_goals,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Taiwo Awoniyi,FWD,Nott'm Forest,0.4,0,2,0.0,0.57,2,1,6.8,19,Arsenal,0,0,0,7,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,97,0,0.1,21,Liverpool,0,0,0,1,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.8,0,0,0.01,0.0,108,0,1.0,81,Aston Villa,0,0,1,2,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,3.0,0,0,0.01,1.32,119,1,8.2,75,West Ham,0,0,1,6,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,128,0,0.0,0,Brighton,0,0,0,0,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,139,0,0.0,0,Everton,0,0,0,0,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,145,0,0.0,0,Fulham,0,0,0,0,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,160,0,0.0,0,Wolverhampton,0,0,0,0,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,169,0,0.0,0,Tottenham,0,0,0,0,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,177,0,0.0,0,Bournemouth,0,0,0,0,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,189,0,0.0,0,Newcastle United,0,0,0,0,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,7.5,0,1,0.02,0.31,17,1,8.1,83,Sheffield,0,0,1,7,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,197,0,0.0,0,Manchester United,0,0,0,0,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,203,0,0.0,0,Brentford,0,0,0,0,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,1.0,0,0,0.0,0.22,215,1,7.2,45,Arsenal,0,0,0,5,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,2.3,0,0,0.0,0.18,222,0,4.0,90,Bournemouth,0,0,1,2,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,1.7,0,0,0.07,0.0,237,0,0.9,67,Newcastle United,0,0,1,2,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,4.0,0,2,0.0,0.71,248,1,9.7,66,West Ham,0,0,1,7,True,1
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,1,0,0.38,0.0,252,0,3.8,45,Aston Villa,0,0,1,4,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,3.0,0,0,0.05,0.02,268,0,0.9,25,Liverpool,0,0,0,1,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,3.2,0,0,0.0,0.0,274,0,0.7,18,Brighton,0,0,0,1,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,2.0,0,0,0.0,0.0,287,0,0.0,0,Luton,0,0,0,0,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,6.2,0,0,0.02,0.67,28,1,6.4,80,Manchester United,0,0,1,6,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,298,0,0.0,0,Crystal Palace,0,0,0,0,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,305,0,0.0,0,Fulham,0,0,0,0,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,319,0,0.0,0,Tottenham,0,0,0,0,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,329,0,0.0,0,Wolverhampton,0,0,0,0,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,334,0,0.0,0,Everton,0,0,0,0,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,347,0,0.0,0,Manchester City,0,0,0,0,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.5,0,0,0.0,0.0,360,0,0.0,1,Sheffield,0,0,0,1,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.5,0,0,0.0,0.0,367,0,0.1,4,Chelsea,0,0,0,1,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,1.3,0,0,0.0,0.0,374,0,0.1,11,Burnley,0,0,0,1,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,6.2,1,0,0.25,0.28,35,0,5.7,64,Chelsea,0,0,1,5,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,5.8,1,0,0.04,0.08,47,0,4.9,87,Burnley,0,0,1,5,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,3.2,0,0,0.03,0.49,59,0,2.3,74,Manchester City,0,0,1,1,False,1
Taiwo Awoniyi,FWD,Nott'm Forest,2.7,0,0,0.02,0.0,67,0,3.3,80,Brentford,0,0,1,2,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,1.0,0,0,0.0,0.0,74,0,0.0,0,Crystal Palace,0,0,0,0,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0.0,0.0,88,0,0.0,0,Luton,0,0,0,0,True,0
