name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
John McGinn,MID,Aston Villa,1.6,0,0,0,0.03,0.0,6,3,0,1.9,63,Newcastle United,0,0,1,2,False,0
John McGinn,MID,Aston Villa,5.2,0,1,0,0.01,0.37,92,1,1,8.1,90,Luton,0,0,1,8,True,0
John McGinn,MID,Aston Villa,5.0,0,0,0,0.48,0.1,108,2,0,6.2,90,Nottingham Forest,0,0,1,2,False,0
John McGinn,MID,Aston Villa,6.7,0,3,0,0.14,0.13,112,1,1,7.2,90,Fulham,0,0,1,10,True,0
John McGinn,MID,Aston Villa,3.2,0,0,0,0.63,0.08,130,1,0,6.0,90,Tottenham,0,0,1,1,False,1
John McGinn,MID,Aston Villa,3.8,0,0,0,0.17,0.0,132,2,0,0.9,64,Bournemouth,0,0,1,2,False,0
John McGinn,MID,Aston Villa,3.0,0,0,1,0.06,0.18,141,0,0,9.2,90,Manchester City,0,0,1,3,True,0
John McGinn,MID,Aston Villa,4.5,0,2,1,0.02,0.2,151,0,1,8.6,90,Arsenal,0,0,1,9,True,1
John McGinn,MID,Aston Villa,3.4,0,0,0,0.11,0.02,163,1,0,4.5,90,Brentford,0,0,1,2,False,0
John McGinn,MID,Aston Villa,3.7,0,0,0,0.33,0.0,171,1,0,5.5,90,Sheffield,0,0,1,2,True,0
John McGinn,MID,Aston Villa,3.7,0,0,0,0.08,0.55,188,3,1,8.4,85,Manchester United,0,0,1,7,False,0
John McGinn,MID,Aston Villa,6.0,0,2,1,0.09,0.86,11,0,1,8.1,90,Everton,0,0,1,10,True,0
John McGinn,MID,Aston Villa,4.5,0,0,0,0.03,0.12,191,2,0,4.9,90,Burnley,0,0,1,1,True,1
John McGinn,MID,Aston Villa,3.7,0,0,1,0.23,0.12,207,0,0,2.1,88,Everton,0,0,1,3,False,0
John McGinn,MID,Aston Villa,1.5,0,0,0,0.07,0.2,211,3,0,3.2,90,Newcastle United,0,0,1,1,True,1
John McGinn,MID,Aston Villa,4.5,0,0,1,0.01,1.02,230,0,1,7.0,70,Sheffield,0,0,1,8,False,0
John McGinn,MID,Aston Villa,3.7,0,0,0,0.23,0.24,231,2,0,8.8,86,Manchester United,0,0,1,2,True,0
John McGinn,MID,Aston Villa,3.0,0,0,0,0.0,0.0,244,1,0,1.0,90,Fulham,0,0,1,1,False,1
John McGinn,MID,Aston Villa,0.0,1,1,0,0.15,0.0,252,2,0,7.1,90,Nottingham Forest,0,0,1,6,True,0
John McGinn,MID,Aston Villa,3.8,0,0,0,0.37,0.0,265,2,0,4.2,90,Luton,0,0,1,2,False,0
John McGinn,MID,Aston Villa,2.0,0,0,0,0.14,0.0,272,4,0,4.9,64,Tottenham,0,1,1,-1,True,0
John McGinn,MID,Aston Villa,0.0,0,0,0,0.0,0.0,289,0,0,0.0,0,West Ham,0,0,0,0,False,0
John McGinn,MID,Aston Villa,5.2,0,0,0,0.15,0.0,25,1,0,3.9,90,Burnley,0,0,1,2,False,0
John McGinn,MID,Aston Villa,0.0,0,0,0,0.0,0.0,291,0,0,0.0,0,Wolverhampton,0,0,0,0,True,0
John McGinn,MID,Aston Villa,0.0,0,0,0,0.0,0.0,309,0,0,0.0,0,Manchester City,0,0,0,0,False,0
John McGinn,MID,Aston Villa,1.3,1,0,0,0.38,0.0,311,3,0,7.7,90,Brentford,0,0,1,5,True,0
John McGinn,MID,Aston Villa,1.1,0,0,1,0.02,0.03,321,0,0,2.3,90,Arsenal,0,0,1,3,False,0
John McGinn,MID,Aston Villa,2.5,0,0,0,0.03,0.07,331,1,0,1.3,90,Bournemouth,0,0,1,2,True,0
John McGinn,MID,Aston Villa,3.5,1,0,0,0.02,0.36,341,2,0,2.2,90,Chelsea,0,0,1,5,True,0
John McGinn,MID,Aston Villa,3.5,0,0,0,0.01,0.0,353,1,0,1.3,90,Brighton,0,0,1,2,False,0
John McGinn,MID,Aston Villa,2.5,0,0,0,0.26,0.02,361,3,0,5.3,90,Liverpool,0,0,1,1,True,1
John McGinn,MID,Aston Villa,2.7,0,0,0,0.01,0.0,376,5,0,0.3,86,Crystal Palace,0,0,1,1,False,1
John McGinn,MID,Aston Villa,3.5,0,0,0,0.0,0.19,37,3,0,3.1,90,Liverpool,0,0,1,2,False,0
John McGinn,MID,Aston Villa,1.7,0,0,0,0.06,0.0,41,1,0,2.4,70,Crystal Palace,0,0,1,1,True,1
John McGinn,MID,Aston Villa,2.0,0,0,1,0.02,0.0,55,0,0,0.5,74,Chelsea,0,0,1,3,False,0
John McGinn,MID,Aston Villa,3.0,1,0,0,0.28,0.04,61,1,0,8.0,90,Brighton,0,0,1,5,True,0
John McGinn,MID,Aston Villa,3.0,0,0,0,0.17,0.09,80,1,0,7.0,90,Wolverhampton,0,0,1,1,False,1
John McGinn,MID,Aston Villa,3.7,1,0,0,0.2,0.02,81,1,0,6.3,90,West Ham,0,0,1,5,True,0
