name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals_conceded,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,starts,total_points,was_home,yellow_cards
Fabian Mrozek,GK,Liverpool,2.1,0,0,0,0.0,0.0,234,0,0,Burnley,0,0,0,0,0,0,True,0
Fabian Mrozek,GK,Liverpool,1.5,0,0,0,0.0,0.0,241,0,0,Brentford,0,0,0,0,0,0,False,0
Fabian Mrozek,GK,Liverpool,1.5,0,0,0,0.0,0.0,257,0,0,Luton,0,0,0,0,0,0,True,0
Fabian Mrozek,GK,Liverpool,0.5,0,0,0,0.0,0.0,268,0,0,Nottingham Forest,0,0,0,0,0,0,False,0
Fabian Mrozek,GK,Liverpool,-0.5,0,0,0,0.0,0.0,277,0,0,Manchester City,0,0,0,0,0,0,True,0
Fabian Mrozek,GK,Liverpool,0.5,0,0,0,0.0,0.0,295,0,0,Brighton,0,0,0,0,0,0,True,0
Fabian Mrozek,GK,Liverpool,1.0,0,0,0,0.0,0.0,308,0,0,Sheffield,0,0,0,0,0,0,True,0
Fabian Mrozek,GK,Liverpool,0.5,0,0,0,0.0,0.0,317,0,0,Manchester United,0,0,0,0,0,0,False,0
Fabian Mrozek,GK,Liverpool,0.5,0,0,0,0.0,0.0,326,0,0,Crystal Palace,0,0,0,0,0,0,True,0
Fabian Mrozek,GK,Liverpool,1.0,0,0,0,0.0,0.0,335,0,0,Fulham,0,0,0,0,0,0,False,0
Fabian Mrozek,GK,Liverpool,1.0,0,0,0,0.0,0.0,285,0,0,Everton,0,0,0,0,0,0,False,0
Fabian Mrozek,GK,Liverpool,0.5,0,0,0,0.0,0.0,349,0,0,West Ham,0,0,0,0,0,0,False,0
Fabian Mrozek,GK,Liverpool,0.0,0,0,0,0.0,0.0,357,0,0,Tottenham,0,0,0,0,0,0,True,0
Fabian Mrozek,GK,Liverpool,0.0,0,0,0,0.0,0.0,361,0,0,Aston Villa,0,0,0,0,0,0,False,0
Fabian Mrozek,GK,Liverpool,0.5,0,0,0,0.0,0.0,377,0,0,Wolverhampton,0,0,0,0,0,0,True,0
