name,position,team,xP,assists,bonus,expected_assists,expected_goals,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Darwin Núñez Ribeiro,FWD,Liverpool,2.9,0,0,0.02,0.04,9,0,1.2,24,Chelsea,0,0,0,1,False,0
Darwin Núñez Ribeiro,FWD,Liverpool,6.8,1,1,0.02,1.15,97,1,13.4,79,Nottingham Forest,0,0,1,10,True,0
Darwin Núñez Ribeiro,FWD,Liverpool,6.3,0,0,0.01,0.9,105,0,8.9,90,Luton,0,0,1,2,False,0
Darwin Núñez Ribeiro,FWD,Liverpool,6.2,1,0,0.11,0.21,117,0,9.9,90,Brentford,0,0,1,5,True,0
Darwin Núñez Ribeiro,FWD,Liverpool,2.2,0,0,0.03,0.43,126,0,4.5,84,Manchester City,0,0,1,1,False,1
Darwin Núñez Ribeiro,FWD,Liverpool,3.0,0,0,0.06,0.31,136,0,4.8,90,Fulham,0,0,1,2,True,0
Darwin Núñez Ribeiro,FWD,Liverpool,3.8,1,0,0.06,0.34,147,0,5.0,23,Sheffield,0,0,0,3,False,1
Darwin Núñez Ribeiro,FWD,Liverpool,3.1,0,0,0.01,0.48,153,0,1.3,73,Crystal Palace,0,0,1,2,False,0
Darwin Núñez Ribeiro,FWD,Liverpool,1.8,0,0,0.35,0.23,166,0,7.4,77,Manchester United,0,0,1,1,True,1
Darwin Núñez Ribeiro,FWD,Liverpool,1.7,0,0,0.02,0.04,174,0,0.9,22,Arsenal,0,0,0,1,True,0
Darwin Núñez Ribeiro,FWD,Liverpool,3.8,0,2,0.1,0.09,185,1,10.3,83,Burnley,0,0,1,8,False,0
Darwin Núñez Ribeiro,FWD,Liverpool,1.5,0,0,0.0,0.0,14,0,0.2,4,Bournemouth,0,0,0,1,True,0
Darwin Núñez Ribeiro,FWD,Liverpool,3.3,1,0,0.62,1.67,194,0,16.4,63,Newcastle United,0,0,1,5,True,0
Darwin Núñez Ribeiro,FWD,Liverpool,8.5,0,2,0.4,0.86,202,2,19.3,90,Bournemouth,0,0,1,11,False,1
Darwin Núñez Ribeiro,FWD,Liverpool,7.0,1,0,0.29,1.45,219,0,13.2,90,Chelsea,1,0,1,2,True,1
Darwin Núñez Ribeiro,FWD,Liverpool,3.2,0,0,0.0,0.02,221,0,1.0,32,Arsenal,0,0,0,0,False,1
Darwin Núñez Ribeiro,FWD,Liverpool,5.3,0,1,0.44,0.9,234,1,14.0,90,Burnley,0,0,1,6,True,1
Darwin Núñez Ribeiro,FWD,Liverpool,6.7,0,0,0.01,0.61,241,1,6.0,45,Brentford,0,0,1,5,False,0
Darwin Núñez Ribeiro,FWD,Liverpool,6.7,0,0,0.0,0.0,257,0,0.0,0,Luton,0,0,0,0,True,0
Darwin Núñez Ribeiro,FWD,Liverpool,3.4,0,0,0.01,0.71,268,1,7.8,30,Nottingham Forest,0,0,0,5,False,0
Darwin Núñez Ribeiro,FWD,Liverpool,3.3,1,0,0.13,0.39,277,0,3.0,75,Manchester City,0,0,1,5,True,0
Darwin Núñez Ribeiro,FWD,Liverpool,4.3,0,3,0.09,0.52,29,2,10.2,13,Newcastle United,0,0,0,11,False,1
Darwin Núñez Ribeiro,FWD,Liverpool,4.5,0,0,0.03,0.25,295,0,8.9,82,Brighton,0,0,1,2,True,0
Darwin Núñez Ribeiro,FWD,Liverpool,5.3,0,0,0.03,0.62,308,1,9.6,90,Sheffield,0,0,1,6,True,0
Darwin Núñez Ribeiro,FWD,Liverpool,5.0,1,0,0.6,0.35,317,0,7.7,67,Manchester United,0,0,1,5,False,0
Darwin Núñez Ribeiro,FWD,Liverpool,4.3,0,0,0.08,0.25,326,0,6.2,65,Crystal Palace,0,0,1,2,True,0
Darwin Núñez Ribeiro,FWD,Liverpool,6.6,0,0,0.0,0.0,335,0,0.4,16,Fulham,0,0,0,1,False,0
Darwin Núñez Ribeiro,FWD,Liverpool,6.6,0,0,0.13,0.6,285,0,6.7,90,Everton,0,0,1,1,False,1
Darwin Núñez Ribeiro,FWD,Liverpool,3.2,0,0,0.0,0.0,349,0,1.4,11,West Ham,0,0,0,1,False,0
Darwin Núñez Ribeiro,FWD,Liverpool,1.2,0,0,0.0,0.36,357,0,1.1,15,Tottenham,0,0,0,1,True,0
Darwin Núñez Ribeiro,FWD,Liverpool,1.0,0,0,0.0,0.03,361,0,1.3,15,Aston Villa,0,0,0,1,False,0
Darwin Núñez Ribeiro,FWD,Liverpool,1.5,0,0,0.01,0.09,377,0,0.7,19,Wolverhampton,0,0,0,1,True,0
Darwin Núñez Ribeiro,FWD,Liverpool,5.7,2,0,0.01,1.14,37,0,5.1,64,Aston Villa,0,0,1,8,True,0
Darwin Núñez Ribeiro,FWD,Liverpool,7.2,0,0,0.23,0.17,50,0,2.9,34,Wolverhampton,0,0,0,1,False,0
Darwin Núñez Ribeiro,FWD,Liverpool,7.0,0,0,0.01,0.89,57,1,9.4,80,West Ham,0,0,1,6,True,0
Darwin Núñez Ribeiro,FWD,Liverpool,2.8,0,0,0.0,0.0,68,0,0.0,0,Tottenham,0,0,0,0,False,0
Darwin Núñez Ribeiro,FWD,Liverpool,4.2,1,0,0.38,0.11,72,0,7.2,90,Brighton,0,0,1,5,False,0
Darwin Núñez Ribeiro,FWD,Liverpool,3.5,1,0,0.08,0.02,85,0,5.1,28,Everton,0,0,0,4,True,0
