name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ali Al-Hamadi,Ipswich,Liverpool,2024-08-17,True,Sub,16,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,False,0.0,0.0,16.0,0,0,0,0,0,0.0,Ipswich,False,Manchester City,,-1.51
Ali Al-Hamadi,Ipswich,Manchester City,2024-08-24,False,Sub,7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,False,1.0,0.0,11.5,0,0,0,0,0,0.0,Ipswich,True,Fulham,,0.27
Ali Al-Hamadi,Ipswich,Fulham,2024-08-31,True,Sub,9,0.0,0.0,0.0,0.06,0,0.0,1.0,1.6,0,False,0.5,0.0,10.67,0,0,0,0,0,0.0,Ipswich,False,Brighton,,-0.61
Ali Al-Hamadi,Ipswich,Brighton,,False,,0,,,,,0,,,0.0,0,False,0.33,0.0,8.0,0,0,0,0,0,0.0,Ipswich,False,Southampton,,-0.31
Ali Al-Hamadi,Ipswich,Southampton,,False,,0,,,,,0,,,0.0,0,False,0.25,0.0,6.4,0,0,0,0,0,0.0,Ipswich,True,Aston Villa,,0.66
Ali Al-Hamadi,Ipswich,Aston Villa,,True,,0,,,,,0,,,0.0,0,False,0.2,0.0,5.33,0,0,0,0,0,0.0,Ipswich,False,West Ham,,-0.34
Ali Al-Hamadi,Ipswich,West Ham,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,4.57,0,0,0,0,0,,,,,,
