name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Dominic Solanke-Mitchell,Spurs,Leicester City,2024-08-19,False,FW,90.0,0.0,0.39,0.0,0.08,2.0,3.0,1.0,9.5,0.0,True,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,Spurs,True,Everton,,0.61
Dominic Solanke-Mitchell,Spurs,Everton,,True,,0.0,,,,,0.0,,,0.0,0.0,False,2.0,0.39,45.0,0.0,0.0,0.0,0.0,0.0,0.0,Spurs,False,Newcastle United,,-0.44
Dominic Solanke-Mitchell,Spurs,Newcastle United,,False,,0.0,,,,,0.0,,,0.0,0.0,False,1.0,0.2,30.0,0.0,0.0,0.0,0.0,0.0,2.0,Spurs,True,Arsenal,,-0.32
Dominic Solanke-Mitchell,Spurs,Arsenal,2024-09-15,True,FW,90.0,0.0,0.2,0.0,0.0,2.0,2.0,0.0,1.7,0.0,True,0.67,0.13,45.0,0.0,0.0,0.0,0.0,0.0,6.0,Spurs,True,Brentford,,0.54
Dominic Solanke-Mitchell,Spurs,Brentford,2024-09-21,True,FW,87.0,1.0,2.21,0.0,0.0,6.0,4.0,0.0,9.9,0.0,True,1.0,0.15,53.4,0.0,0.0,0.0,0.0,0.0,6.0,Spurs,False,Manchester United,,-0.41
Dominic Solanke-Mitchell,Spurs,Manchester United,2024-09-29,False,FW,90.0,1.0,1.66,0.0,0.07,6.0,4.0,1.0,14.0,0.0,True,2.0,0.56,59.5,0.0,0.0,0.0,0.0,0.0,5.0,Spurs,False,Brighton,,-0.61
Dominic Solanke-Mitchell,Spurs,Brighton,2024-10-06,False,FW,90.0,0.0,0.0,1.0,0.37,5.0,0.0,1.0,3.6,0.0,True,2.8,0.81,63.86,0.0,0.0,0.0,0.0,0.0,2.0,Spurs,True,West Ham,,0.48
Dominic Solanke-Mitchell,Spurs,West Ham,2024-10-19,True,FW,80.0,0.0,0.07,0.0,0.09,2.0,1.0,1.0,2.4,0.0,True,3.8,1.01,65.88,0.0,0.0,0.0,0.0,0.0,2.0,Spurs,False,Crystal Palace,,0.2
Dominic Solanke-Mitchell,Spurs,Crystal Palace,2024-10-27,False,FW,90.0,0.0,0.02,0.0,0.0,2.0,1.0,0.0,2.3,0.0,True,4.2,1.03,68.56,0.0,0.0,0.0,0.0,0.0,,Spurs,False,Wolverhampton,,-0.53
,Spurs,,,,,,,,,,,,,,,,,,,,,,,,,Spurs,True,Fulham,,0.27
,Spurs,,,,,,,,,,,,,,,,,,,,,,,,,Spurs,False,Aston Villa,,0.11
