name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Nathan Butler-Oyedeji,Arsenal,Southampton,,True,,0.0,,,,,0.0,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,False,Bournemouth,,-0.04
Nathan Butler-Oyedeji,Arsenal,Bournemouth,,False,,0.0,,,,,0.0,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,True,Liverpool,,0.24
Nathan Butler-Oyedeji,Arsenal,Liverpool,,True,,0.0,,,,,0.0,,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Arsenal,False,Newcastle United,,-0.44
,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,Arsenal,False,Chelsea,,-0.9
,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,Arsenal,True,Nottingham Forest,,1.2
