Opponent,Location,Team Score,Opponent Score,Goal Differential
Luton,Home,4,1,3
Wolverhampton,Away,4,1,3
West Ham,Home,1,3,-2
Newcastle United,Home,3,1,2
Manchester United,Away,3,1,2
Bournemouth,Home,3,1,2
Aston Villa,Away,1,6,-5
Liverpool,Home,2,2,0
Manchester City,Away,1,2,-1
Fulham,Home,1,1,0
Everton,Away,1,1,0
Sheffield,Home,1,1,0
Nottingham Forest,Away,3,2,1
Chelsea,Away,2,3,-1
Brentford,Home,2,1,1
Burnley,Home,1,1,0
Arsenal,Away,0,2,-2
Crystal Palace,Away,1,1,0
Tottenham,Home,4,2,2
West Ham,Away,0,0,0
Wolverhampton,Home,0,0,0
Luton,Away,0,4,-4
Crystal Palace,Home,4,1,3
Tottenham,Away,1,2,-1
Sheffield,Away,5,0,5
Everton,Home,1,1,0
Fulham,Away,0,3,-3
Nottingham Forest,Home,1,0,1
Liverpool,Away,1,2,-1
Brentford,Away,0,0,0
Arsenal,Home,0,3,-3
Burnley,Away,1,1,0
Manchester City,Home,0,4,-4
Bournemouth,Away,0,3,-3
Aston Villa,Home,1,0,1
Newcastle United,Away,1,1,0
Chelsea,Home,1,2,-1
Manchester United,Home,0,2,-2
