Opponent,Location,Team Score,Opponent Score,Goal Differential
Everton,Away,1,0,1
Tottenham,Home,2,2,0
Leicester City,Away,0,3,-3
Leeds United,Home,2,1,1
Southampton,Away,1,2,-1
West Ham,Home,2,1,1
Crystal Palace,Away,2,1,1
Wolverhampton,Home,3,0,3
Aston Villa,Away,2,0,2
Brentford,Away,0,0,0
Manchester United,Home,1,1,0
Brighton,Away,1,4,-3
Arsenal,Home,0,1,-1
Newcastle United,Away,0,1,-1
Bournemouth,Home,2,0,2
Nottingham Forest,Away,1,1,0
Manchester City,Home,0,1,-1
Fulham,Away,1,2,-1
Crystal Palace,Home,1,0,1
Liverpool,Away,0,0,0
Fulham,Home,0,0,0
West Ham,Away,1,1,0
Southampton,Home,0,1,-1
Tottenham,Away,0,2,-2
Leicester City,Home,1,0,1
Leeds United,Away,3,1,2
Everton,Home,2,2,0
Aston Villa,Home,0,2,-2
Liverpool,Home,0,0,0
Wolverhampton,Away,0,1,-1
Brighton,Home,1,2,-1
Brentford,Home,0,2,-2
Arsenal,Away,1,3,-2
Bournemouth,Away,3,1,2
Nottingham Forest,Home,2,2,0
Manchester City,Away,0,1,-1
Manchester United,Away,1,4,-3
Newcastle United,Home,1,1,0
