name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jili Buyabu,Sheffield Utd,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,Sheffield Utd,False,Arsenal,,-0.48
Jili Buyabu,Sheffield Utd,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,438,0.0,0.0,0.0,0,0.0,Sheffield Utd,True,Wolverhampton,,0.05
Jili Buyabu,Sheffield Utd,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,685,0.0,0.0,0.0,0,0.0,Sheffield Utd,False,Brighton,,-0.6
Jili Buyabu,Sheffield Utd,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,843,0.0,0.0,0.0,0,0.0,Sheffield Utd,True,Bournemouth,,1.22
Jili Buyabu,Sheffield Utd,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1068,0.0,0.0,0.0,0,0.0,Sheffield Utd,False,Burnley,,0.0
Jili Buyabu,Sheffield Utd,Burnley,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1179,0.0,0.0,0.0,0,0.0,Sheffield Utd,True,Liverpool,,0.18
Jili Buyabu,Sheffield Utd,Liverpool,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1281,0.0,0.0,0.0,0,0.0,Sheffield Utd,True,Brentford,,0.79
Jili Buyabu,Sheffield Utd,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1413,0.0,0.0,0.0,0,0.0,Sheffield Utd,False,Chelsea,,-0.85
Jili Buyabu,Sheffield Utd,Chelsea,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1581,0.0,0.0,0.0,0,0.0,Sheffield Utd,False,Aston Villa,,0.29
Jili Buyabu,Sheffield Utd,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1636,0.0,0.0,0.0,0,0.0,Sheffield Utd,True,Luton,,
Jili Buyabu,Sheffield Utd,Luton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1691,0.0,0.0,0.0,0,0.0,Sheffield Utd,False,Manchester City,,-1.32
Jili Buyabu,Sheffield Utd,Manchester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1760,0.0,0.0,0.0,0,0.0,Sheffield Utd,True,West Ham,,0.49
Jili Buyabu,Sheffield Utd,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1848,0.0,0.0,0.0,0,0.0,Sheffield Utd,False,Crystal Palace,,0.38
Jili Buyabu,Sheffield Utd,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1982,0.0,0.0,0.0,0,0.0,Sheffield Utd,True,Aston Villa,,0.64
Jili Buyabu,Sheffield Utd,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1995,0.0,0.0,0.0,0,0.0,Sheffield Utd,False,Luton,,
Jili Buyabu,Sheffield Utd,Luton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1904,0.0,0.0,0.0,0,0.0,Sheffield Utd,True,Brighton,,-0.66
Jili Buyabu,Sheffield Utd,Brighton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1805,0.0,0.0,0.0,0,0.0,Sheffield Utd,False,Wolverhampton,,-0.52
Jili Buyabu,Sheffield Utd,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1745,0.0,0.0,0.0,0,0.0,Sheffield Utd,True,Arsenal,,-0.11
Jili Buyabu,Sheffield Utd,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1697,0.0,0.0,0.0,0,0.0,Sheffield Utd,False,Bournemouth,,0.19
Jili Buyabu,Sheffield Utd,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1668,0.0,0.0,0.0,0,0.0,Sheffield Utd,True,Fulham,,-0.13
Jili Buyabu,Sheffield Utd,Fulham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1615,0.0,0.0,0.0,0,0.0,Sheffield Utd,False,Liverpool,,-1.01
Jili Buyabu,Sheffield Utd,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1607,0.0,0.0,0.0,0,0.0,Sheffield Utd,True,Chelsea,,-0.25
Jili Buyabu,Sheffield Utd,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1591,0.0,0.0,0.0,0,0.0,Sheffield Utd,False,Brentford,,-0.53
