name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ameen Al-Dakhil,Burnley,Manchester City,2023-08-11,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,3,2.21,1,41402,1.0,0.0,90.0,0.0,1.0,Burnley,True,Aston Villa,,0.64
Ameen Al-Dakhil,Burnley,Aston Villa,2023-08-27,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.1,0,0,3,2.51,1,60613,1.0,0.0,90.0,0.0,0.0,Burnley,True,Tottenham,,0.69
Ameen Al-Dakhil,Burnley,Tottenham,2023-09-02,True,90,0.0,0.11,0.0,0.0,0,3.0,0.0,0.9,0,0,5,2.27,1,62030,0.67,0.04,90.0,0.0,2.0,Burnley,False,Nottingham Forest,,-0.55
Ameen Al-Dakhil,Burnley,Nottingham Forest,2023-09-18,False,90,0.0,0.05,0.0,0.0,2,1.0,0.0,2.6,0,0,1,0.72,1,62946,1.0,0.04,90.0,0.0,2.0,Burnley,True,Manchester United,,0.38
Ameen Al-Dakhil,Burnley,Manchester United,2023-09-23,True,90,0.0,0.0,0.0,0.08,2,0.0,1.0,3.3,0,0,1,0.91,1,63670,1.2,0.03,90.0,0.0,1.0,Burnley,False,Newcastle United,,-0.41
Ameen Al-Dakhil,Burnley,Newcastle United,2023-09-30,False,90,0.0,0.05,0.0,0.0,1,1.0,0.0,2.3,0,0,2,3.19,1,79963,1.2,0.04,90.0,0.0,2.0,Burnley,False,Luton,,
Ameen Al-Dakhil,Burnley,Luton,2023-10-03,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.3,0,0,1,1.31,1,79963,1.4,0.04,90.0,0.0,-1.0,Burnley,True,Chelsea,,-0.25
Ameen Al-Dakhil,Burnley,Chelsea,2023-10-07,True,45,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.1,0,0,1,0.32,1,84160,1.2,0.02,84.38,0.0,1.0,Burnley,False,Brentford,,-0.53
Ameen Al-Dakhil,Burnley,Brentford,2023-10-21,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.7,0,0,3,3.24,1,78714,1.0,0.01,85.0,0.0,0.0,Burnley,False,Bournemouth,,0.19
Ameen Al-Dakhil,Burnley,Bournemouth,2023-10-28,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.6,0,0,2,1.08,1,80900,0.6,0.01,85.5,0.0,0.0,Burnley,True,Crystal Palace,,0.88
