name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Virgil van Dijk,Liverpool,Chelsea,2023-08-13,False,90,0.0,0.02,0.0,0.0,2,1.0,0.0,2.4,0,0,1,1.28,1,6.77,2.0,0.02,90.0,0.0,3.13,1.17,0.35,22.21,2.0,Liverpool,True,Bournemouth,,1.22
Virgil van Dijk,Liverpool,Bournemouth,2023-08-19,True,90,0.0,0.12,0.0,0.1,2,3.0,1.0,5.3,0,0,1,1.29,1,8.61,2.0,0.07,90.0,0.0,3.13,1.17,0.35,22.21,-2.0,Liverpool,False,Newcastle United,,-0.41
Virgil van Dijk,Liverpool,Newcastle United,2023-08-27,False,27,0.0,0.0,0.0,0.0,-2,0.0,0.0,0.0,0,0,1,3.47,1,8.66,0.67,0.05,69.0,0.0,3.13,1.17,0.35,22.21,0.0,Liverpool,True,Aston Villa,,0.64
Virgil van Dijk,Liverpool,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,6.38,0.5,0.03,51.75,0.0,3.13,1.17,0.35,22.21,0.0,Liverpool,False,Wolverhampton,,-0.52
Virgil van Dijk,Liverpool,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,5.59,0.4,0.03,41.4,0.0,3.13,1.17,0.35,22.21,7.0,Liverpool,True,West Ham,,0.49
Virgil van Dijk,Liverpool,West Ham,2023-09-24,True,90,0.0,0.41,1.0,1.11,7,3.0,2.0,8.6,2,0,1,1.11,1,5.73,1.4,0.31,49.5,0.0,3.13,1.17,0.35,22.21,3.0,Liverpool,False,Tottenham,,-0.36
Virgil van Dijk,Liverpool,Tottenham,2023-09-30,False,90,0.0,0.06,1.0,0.1,3,1.0,1.0,8.3,0,0,2,2.1,1,5.96,1.6,0.5,55.29,0.0,3.13,1.17,0.35,22.21,1.0,Liverpool,False,Brighton,,-0.6
Virgil van Dijk,Liverpool,Brighton,2023-10-08,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.7,0,0,2,2.3,1,6.24,2.2,0.5,59.62,0.0,3.13,1.17,0.35,22.21,7.0,Liverpool,True,Everton,,0.53
Virgil van Dijk,Liverpool,Everton,2023-10-21,True,90,0.0,0.0,0.0,0.02,7,0.0,1.0,4.4,1,1,0,0.13,1,6.85,3.6,0.5,63.0,0.14,3.13,1.17,0.35,22.21,8.0,Liverpool,True,Nottingham Forest,,1.55
Virgil van Dijk,Liverpool,Nottingham Forest,2023-10-29,True,90,0.0,0.0,0.0,0.01,8,0.0,1.0,4.8,2,1,0,0.45,1,7.3,5.2,0.5,65.7,0.25,3.13,1.17,0.35,22.21,2.0,Liverpool,False,Luton,,
Virgil van Dijk,Liverpool,Luton,2023-11-05,False,90,0.0,0.07,0.0,0.0,2,1.0,0.0,3.2,0,0,1,0.81,1,7.95,4.2,0.23,67.91,0.22,3.13,1.17,0.35,22.21,6.0,Liverpool,True,Brentford,,0.79
