name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Malang Sarr,Chelsea,Liverpool,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,8428,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,West Ham,,-0.22
Malang Sarr,Chelsea,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9688,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,Luton,,
Malang Sarr,Chelsea,Luton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,10064,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,Nottingham Forest,,1.55
Malang Sarr,Chelsea,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,10138,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Bournemouth,,0.19
Malang Sarr,Chelsea,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,10189,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,Aston Villa,,0.64
Malang Sarr,Chelsea,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,9977,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Fulham,,0.86
Malang Sarr,Chelsea,Fulham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9728,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Burnley,,0.0
Malang Sarr,Chelsea,Burnley,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9693,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,Arsenal,,-0.11
Malang Sarr,Chelsea,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,9683,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,Brentford,,0.79
Malang Sarr,Chelsea,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,9648,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Tottenham,,-0.36
Malang Sarr,Chelsea,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9535,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,Manchester City,,-0.96
Malang Sarr,Chelsea,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,9545,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Newcastle United,,-0.41
Malang Sarr,Chelsea,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9615,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,Brighton,,-0.66
Malang Sarr,Chelsea,Brighton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,9620,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Manchester United,,-0.63
Malang Sarr,Chelsea,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9564,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Everton,,-0.24
Malang Sarr,Chelsea,Everton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9536,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,Sheffield,,0.68
Malang Sarr,Chelsea,Sheffield,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,9568,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Wolverhampton,,-0.52
Malang Sarr,Chelsea,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9568,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,Crystal Palace,,0.88
Malang Sarr,Chelsea,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,9559,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Luton,,
Malang Sarr,Chelsea,Luton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9507,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,Fulham,,-0.13
Malang Sarr,Chelsea,Fulham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,9483,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Liverpool,,-1.01
Malang Sarr,Chelsea,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9487,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,Wolverhampton,,0.05
Malang Sarr,Chelsea,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,9480,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Crystal Palace,,0.38
Malang Sarr,Chelsea,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9474,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Manchester City,,-1.32
Malang Sarr,Chelsea,Manchester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9520,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Brentford,,-0.53
Malang Sarr,Chelsea,Brentford,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9571,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,Newcastle United,,0.55
Malang Sarr,Chelsea,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,9567,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,Burnley,,0.39
Malang Sarr,Chelsea,Burnley,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,9653,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,Manchester United,,0.38
Malang Sarr,Chelsea,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,9665,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Sheffield,,-0.61
Malang Sarr,Chelsea,Sheffield,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9671,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,Everton,,0.53
Malang Sarr,Chelsea,Everton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,9688,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Arsenal,,-0.48
Malang Sarr,Chelsea,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9705,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Aston Villa,,0.29
Malang Sarr,Chelsea,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9713,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,Tottenham,,0.69
Malang Sarr,Chelsea,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,9713,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,True,West Ham,,0.49
Malang Sarr,Chelsea,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,9768,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Nottingham Forest,,-0.55
Malang Sarr,Chelsea,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,9776,0.0,0.0,0.0,0,1.11,2.29,0,0.0,0.0,Chelsea,False,Brighton,,-0.6
