name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Pedro Porro,Spurs,Brentford,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,183929,0.0,0.0,0.0,0.0,1.41,2.51,0.15,19.42,6.0,Spurs,True,Manchester United,,0.38
Pedro Porro,Spurs,Manchester United,2023-08-19,True,87,0.0,0.07,0.0,0.1,6,1.0,1.0,3.6,0,1,0,1.73,1,158790,3.0,0.04,43.5,1.0,1.41,2.51,0.15,19.42,6.0,Spurs,False,Bournemouth,,0.19
Pedro Porro,Spurs,Bournemouth,2023-08-26,False,90,0.0,0.11,0.0,0.0,6,3.0,0.0,3.1,0,1,0,0.67,1,311257,4.0,0.06,59.0,1.0,1.41,2.51,0.15,19.42,4.0,Spurs,False,Burnley,,0.0
Pedro Porro,Spurs,Burnley,2023-09-02,False,90,0.0,0.14,1.0,1.14,4,3.0,3.0,6.4,0,0,2,1.35,1,471556,4.0,0.33,66.75,0.67,1.41,2.51,0.15,19.42,2.0,Spurs,True,Sheffield,,0.68
Pedro Porro,Spurs,Sheffield,2023-09-16,True,90,0.0,0.03,0.0,0.2,2,1.0,4.0,7.6,0,0,1,0.57,1,579740,3.6,0.27,71.4,0.5,1.41,2.51,0.15,19.42,1.0,Spurs,False,Arsenal,,-0.48
Pedro Porro,Spurs,Arsenal,2023-09-24,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.2,0,0,2,2.08,1,554724,3.8,0.27,74.5,0.4,1.41,2.51,0.15,19.42,7.0,Spurs,True,Liverpool,,0.18
Pedro Porro,Spurs,Liverpool,2023-09-30,True,90,0.0,0.02,0.0,0.15,7,1.0,3.0,8.9,3,0,1,1.34,1,548599,4.0,0.26,76.71,0.33,1.41,2.51,0.15,19.42,6.0,Spurs,False,Luton,,
Pedro Porro,Spurs,Luton,2023-10-07,False,90,0.0,0.45,0.0,0.0,6,2.0,0.0,4.0,0,1,0,0.82,1,1068351,4.0,0.33,78.38,0.43,1.41,2.51,0.15,19.42,6.0,Spurs,True,Fulham,,-0.13
Pedro Porro,Spurs,Fulham,2023-10-23,True,90,0.0,0.01,0.0,0.0,6,1.0,0.0,1.9,0,1,0,1.03,1,1223881,4.4,0.1,79.67,0.5,1.41,2.51,0.15,19.42,2.0,Spurs,False,Crystal Palace,,0.38
Pedro Porro,Spurs,Crystal Palace,2023-10-27,False,90,0.0,0.03,0.0,0.0,2,1.0,0.0,3.0,0,0,1,0.64,1,1280015,4.4,0.1,80.7,0.44,1.41,2.51,0.15,19.42,0.0,Spurs,True,Chelsea,,-0.25
Pedro Porro,Spurs,Chelsea,2023-11-06,True,90,0.0,0.07,0.0,0.55,0,1.0,1.0,5.3,0,0,4,4.04,1,1251726,4.2,0.11,81.55,0.4,1.41,2.51,0.15,19.42,5.0,Spurs,False,Wolverhampton,,-0.52
