name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Tariq Lamptey,Brighton,Luton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,5.94,0.0,0.0,0.0,0.0,0.21,0.19,0.5,4.72,0.0,Brighton,False,Wolverhampton,,-0.52
Tariq Lamptey,Brighton,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,5.82,0.0,0.0,0.0,0.0,0.21,0.19,0.5,4.72,0.0,Brighton,True,West Ham,,0.49
Tariq Lamptey,Brighton,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,5.1,0.0,0.0,0.0,0.0,0.21,0.19,0.5,4.72,0.0,Brighton,True,Newcastle United,,0.55
Tariq Lamptey,Brighton,Newcastle United,2023-09-02,True,13,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0,0,1,0.47,0,4.93,0.0,0.0,3.25,0.0,0.21,0.19,0.5,4.72,7.0,Brighton,False,Manchester United,,-0.63
Tariq Lamptey,Brighton,Manchester United,2023-09-16,False,76,0.0,0.02,2.0,0.22,7,1.0,2.0,6.1,0,0,1,0.96,1,5.0,1.4,0.4,17.8,0.0,0.21,0.19,0.5,4.72,1.0,Brighton,True,Bournemouth,,1.22
Tariq Lamptey,Brighton,Bournemouth,2023-09-24,True,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,0.11,0,6.19,1.6,0.4,15.33,0.0,0.21,0.19,0.5,4.72,0.0,Brighton,False,Aston Villa,,0.29
Tariq Lamptey,Brighton,Aston Villa,2023-09-30,False,45,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,3,0.43,0,6.81,1.6,0.4,19.57,0.0,0.21,0.19,0.5,4.72,0.0,Brighton,True,Liverpool,,0.18
Tariq Lamptey,Brighton,Liverpool,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,8.75,1.6,0.4,17.12,0.0,0.21,0.19,0.5,4.72,0.0,Brighton,False,Manchester City,,-1.32
Tariq Lamptey,Brighton,Manchester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,8.09,1.6,0.4,15.22,0.0,0.21,0.19,0.5,4.72,0.0,Brighton,True,Fulham,,-0.13
Tariq Lamptey,Brighton,Fulham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,7.17,0.2,0.0,13.7,0.0,0.21,0.19,0.5,4.72,0.0,Brighton,False,Everton,,-0.24
Tariq Lamptey,Brighton,Everton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,6.83,0.0,0.0,12.45,0.0,0.21,0.19,0.5,4.72,0.0,Brighton,True,Sheffield,,0.68
Tariq Lamptey,Brighton,Sheffield,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,6.39,0.0,0.0,11.42,0.0,0.21,0.19,0.5,4.72,1.0,Brighton,False,Nottingham Forest,,-0.55
Tariq Lamptey,Brighton,Nottingham Forest,2023-11-25,False,34,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,1,0.21,1,6.02,0.2,0.0,13.15,0.0,0.21,0.19,0.5,4.72,0.0,Brighton,False,Chelsea,,-0.85
Tariq Lamptey,Brighton,Chelsea,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,5.76,0.2,0.0,12.21,0.0,0.21,0.19,0.5,4.72,0.0,Brighton,True,Brentford,,0.79
Tariq Lamptey,Brighton,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,5.52,0.2,0.0,11.4,0.0,0.21,0.19,0.5,4.72,0.0,Brighton,True,Burnley,,0.39
Tariq Lamptey,Brighton,Burnley,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,5.27,0.2,0.0,10.69,0.0,0.21,0.19,0.5,4.72,0.0,Brighton,False,Arsenal,,-0.48
Tariq Lamptey,Brighton,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,4.84,0.2,0.0,10.06,0.0,0.21,0.19,0.5,4.72,0.0,Brighton,False,Crystal Palace,,0.38
Tariq Lamptey,Brighton,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,4.58,0.0,0.0,9.5,0.0,0.21,0.19,0.5,4.72,0.0,Brighton,True,Tottenham,,0.69
Tariq Lamptey,Brighton,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,4.47,0.0,0.0,9.0,0.0,0.21,0.19,0.5,4.72,0.0,Brighton,False,West Ham,,-0.22
Tariq Lamptey,Brighton,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,4.3,0.0,0.0,8.55,0.0,0.21,0.19,0.5,4.72,1.0,Brighton,True,Wolverhampton,,0.05
