name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Callum Scanlon,Liverpool,Everton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,Liverpool,True,Nottingham Forest,,1.55
Callum Scanlon,Liverpool,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,213,0.0,0.0,0.0,0,0.0,Liverpool,False,Luton,,
Callum Scanlon,Liverpool,Luton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,358,0.0,0.0,0.0,0,0.0,Liverpool,True,Brentford,,0.79
Callum Scanlon,Liverpool,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,469,0.0,0.0,0.0,0,0.0,Liverpool,False,Manchester City,,-1.32
Callum Scanlon,Liverpool,Manchester City,2023-11-25,False,0,0.0,0.0,0.0,0.04,0,0.0,1.0,0.0,0,0,0,0.0,0,645,0.0,0.0,0.0,0,0.0,Liverpool,True,Fulham,,-0.13
Callum Scanlon,Liverpool,Fulham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,675,0.0,0.0,0.0,0,0.0,Liverpool,False,Sheffield,,-0.61
Callum Scanlon,Liverpool,Sheffield,2023-12-06,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,742,0.0,0.0,0.0,0,0.0,Liverpool,False,Crystal Palace,,0.38
Callum Scanlon,Liverpool,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,813,0.0,0.0,0.0,0,0.0,Liverpool,True,Manchester United,,0.38
Callum Scanlon,Liverpool,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,914,0.0,0.0,0.0,0,0.0,Liverpool,True,Arsenal,,-0.11
Callum Scanlon,Liverpool,Arsenal,2023-12-23,True,0,0.0,0.04,0.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0,968,0.0,0.01,0.0,0,0.0,Liverpool,False,Burnley,,0.0
Callum Scanlon,Liverpool,Burnley,2023-12-26,False,0,0.0,0.07,0.0,0.01,0,1.0,1.0,0.0,0,0,0,0.0,0,1025,0.0,0.02,0.0,0,0.0,Liverpool,True,Newcastle United,,0.55
Callum Scanlon,Liverpool,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1051,0.0,0.02,0.0,0,0.0,Liverpool,False,Bournemouth,,0.19
