name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jurriën Timber,Arsenal,Nottingham Forest,2023-08-12,True,49,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.28,1,489582,0.0,0.0,49.0,0.0,0.0,Arsenal,False,Crystal Palace,,0.38
Jurriën Timber,Arsenal,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,215334,0.0,0.0,24.5,0.0,0.0,Arsenal,True,Fulham,,-0.13
Jurriën Timber,Arsenal,Fulham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,119135,0.0,0.0,16.33,0.0,0.0,Arsenal,True,Manchester United,,0.38
Jurriën Timber,Arsenal,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,88624,0.0,0.0,12.25,0.0,0.0,Arsenal,False,Everton,,-0.24
Jurriën Timber,Arsenal,Everton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,71448,0.0,0.0,9.8,0.0,0.0,Arsenal,True,Tottenham,,0.69
Jurriën Timber,Arsenal,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,64834,0.0,0.0,8.17,0.0,0.0,Arsenal,False,Bournemouth,,0.19
Jurriën Timber,Arsenal,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,59505,0.0,0.0,7.0,0.0,0.0,Arsenal,True,Manchester City,,-0.96
Jurriën Timber,Arsenal,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,56072,0.0,0.0,6.12,0.0,0.0,Arsenal,False,Chelsea,,-0.85
Jurriën Timber,Arsenal,Chelsea,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,53775,0.0,0.0,5.44,0.0,0.0,Arsenal,True,Sheffield,,0.68
Jurriën Timber,Arsenal,Sheffield,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,52143,0.0,0.0,4.9,0.0,0.0,Arsenal,False,Newcastle United,,-0.41
Jurriën Timber,Arsenal,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,50879,0.0,0.0,4.45,0.0,0.0,Arsenal,True,Burnley,,0.39
Jurriën Timber,Arsenal,Burnley,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,49917,0.0,0.0,4.08,0.0,0.0,Arsenal,False,Brentford,,-0.53
Jurriën Timber,Arsenal,Brentford,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,49013,0.0,0.0,3.77,0.0,0.0,Arsenal,True,Wolverhampton,,0.05
Jurriën Timber,Arsenal,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,48477,0.0,0.0,3.5,0.0,0.0,Arsenal,False,Luton,,
Jurriën Timber,Arsenal,Luton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,48130,0.0,0.0,3.27,0.0,0.0,Arsenal,False,Aston Villa,,0.29
Jurriën Timber,Arsenal,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,47790,0.0,0.0,3.06,0.0,0.0,Arsenal,True,Brighton,,-0.66
Jurriën Timber,Arsenal,Brighton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,47417,0.0,0.0,2.88,0.0,0.0,Arsenal,False,Liverpool,,-1.01
Jurriën Timber,Arsenal,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,47168,0.0,0.0,2.72,0.0,0.0,Arsenal,True,West Ham,,0.49
Jurriën Timber,Arsenal,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,46982,0.0,0.0,2.58,0.0,0.0,Arsenal,False,Fulham,,0.86
Jurriën Timber,Arsenal,Fulham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,46742,0.0,0.0,2.45,0.0,0.0,Arsenal,True,Crystal Palace,,0.88
Jurriën Timber,Arsenal,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,46426,0.0,0.0,2.33,0.0,0.0,Arsenal,False,Nottingham Forest,,-0.55
Jurriën Timber,Arsenal,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,46287,0.0,0.0,2.23,0.0,0.0,Arsenal,True,Liverpool,,0.18
Jurriën Timber,Arsenal,Liverpool,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,46206,0.0,0.0,2.13,0.0,0.0,Arsenal,False,West Ham,,-0.22
Jurriën Timber,Arsenal,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,46089,0.0,0.0,2.04,0.0,0.0,Arsenal,False,Burnley,,0.0
Jurriën Timber,Arsenal,Burnley,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,45889,0.0,0.0,1.96,0.0,0.0,Arsenal,True,Newcastle United,,0.55
Jurriën Timber,Arsenal,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,45670,0.0,0.0,1.88,0.0,0.0,Arsenal,False,Sheffield,,-0.61
Jurriën Timber,Arsenal,Sheffield,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,45600,0.0,0.0,1.81,0.0,0.0,Arsenal,True,Brentford,,0.79
Jurriën Timber,Arsenal,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,45498,0.0,0.0,1.75,0.0,0.0,Arsenal,False,Manchester City,,-1.32
Jurriën Timber,Arsenal,Manchester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,45357,0.0,0.0,1.69,0.0,0.0,Arsenal,True,Luton,,
Jurriën Timber,Arsenal,Luton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,45317,0.0,0.0,1.63,0.0,0.0,Arsenal,False,Brighton,,-0.6
Jurriën Timber,Arsenal,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,45223,0.0,0.0,1.58,0.0,0.0,Arsenal,True,Aston Villa,,0.64
Jurriën Timber,Arsenal,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,45136,0.0,0.0,1.53,0.0,0.0,Arsenal,False,Wolverhampton,,-0.52
Jurriën Timber,Arsenal,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,45039,0.0,0.0,1.48,0.0,0.0,Arsenal,True,Chelsea,,-0.25
Jurriën Timber,Arsenal,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,45039,0.0,0.0,1.44,0.0,0.0,Arsenal,False,Tottenham,,-0.36
Jurriën Timber,Arsenal,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,45197,0.0,0.0,1.4,0.0,0.0,Arsenal,True,Bournemouth,,1.22
Jurriën Timber,Arsenal,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,45297,0.0,0.0,1.36,0.0,0.0,Arsenal,False,Manchester United,,-0.63
Jurriën Timber,Arsenal,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,45733,0.0,0.0,1.32,0.0,0.0,Arsenal,True,Everton,,0.53
Jurriën Timber,Arsenal,Everton,2024-05-19,True,21,0.0,0.0,0.0,0.0,0,0.0,0.0,0.7,0,0,0,0.0,0,45959,0.0,0.0,1.84,0.0,1.0,Arsenal,True,Wolverhampton,,0.05
