name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Kyle Walker,Man City,Burnley,,False,90,,,,,6,,,2.0,0,1,0,0.3,1,6.0,0.0,90.0,1.0,6.0,Man City,True,Newcastle United,-3.63,0.55
Kyle Walker,Man City,Newcastle United,,True,90,,,,,6,,,2.8,0,1,0,0.29,1,6.0,0.0,90.0,1.0,2.0,Man City,False,Sheffield,,-0.61
Kyle Walker,Man City,Sheffield,,False,90,,,,,2,,,7.5,0,0,1,0.73,1,4.67,0.0,90.0,0.67,2.0,Man City,True,Fulham,0.24,-0.13
Kyle Walker,Man City,Fulham,,True,90,,,,,2,,,1.9,0,0,1,1.45,1,4.0,0.0,90.0,0.5,2.0,Man City,False,West Ham,-0.53,-0.22
Kyle Walker,Man City,West Ham,,False,90,,,,,2,,,5.8,0,0,1,0.94,1,3.6,0.0,90.0,0.4,11.0,Man City,True,Nottingham Forest,-4.96,1.55
Kyle Walker,Man City,Nottingham Forest,,True,90,,,,,11,,,3.9,2,1,0,1.03,1,4.6,0.0,90.0,0.5,0.0,Man City,False,Wolverhampton,-3.93,-0.52
Kyle Walker,Man City,Wolverhampton,,False,90,,,,,0,,,3.7,0,0,2,0.44,1,3.4,0.0,90.0,0.43,2.0,Man City,False,Arsenal,-1.56,-0.48
Kyle Walker,Man City,Arsenal,,False,90,,,,,2,,,1.4,0,0,1,0.41,1,3.4,0.0,90.0,0.38,2.0,Man City,True,Brighton,-2.45,-0.66
Kyle Walker,Man City,Brighton,,True,90,,,,,2,,,1.2,0,0,1,0.83,1,3.4,0.0,90.0,0.33,8.0,Man City,False,Manchester United,0.81,-0.63
Kyle Walker,Man City,Manchester United,,False,90,,,,,8,,,5.5,2,1,0,1.03,1,4.6,0.0,90.0,0.4,2.0,Man City,True,Bournemouth,-2.34,1.22
Kyle Walker,Man City,Bournemouth,,True,90,,,,,2,,,2.1,0,0,1,0.77,1,2.8,0.0,90.0,0.36,0.0,Man City,False,Chelsea,-2.15,-0.85
Kyle Walker,Man City,Chelsea,,False,90,,,,,0,,,3.0,0,0,4,2.96,1,2.8,0.0,90.0,0.33,2.0,Man City,True,Liverpool,-1.11,0.18
Kyle Walker,Man City,Liverpool,,True,90,,,,,2,,,2.7,0,0,1,0.56,1,2.8,0.0,90.0,0.31,1.0,Man City,True,Tottenham,2.78,0.69
Kyle Walker,Man City,Tottenham,,True,90,,,,,1,,,1.9,0,0,3,0.49,1,2.6,0.0,90.0,0.29,2.0,Man City,False,Aston Villa,0.45,0.29
Kyle Walker,Man City,Aston Villa,,False,90,,,,,2,,,2.4,0,0,1,2.04,1,1.4,0.0,90.0,0.27,2.0,Man City,False,Luton,,
Kyle Walker,Man City,Luton,,False,90,,,,,2,,,3.3,0,0,1,0.33,1,1.4,0.0,90.0,0.25,1.0,Man City,True,Crystal Palace,2.59,0.88
Kyle Walker,Man City,Crystal Palace,,True,90,,,,,1,,,8.6,0,0,2,1.82,1,1.6,0.0,90.0,0.24,2.0,Man City,False,Everton,-1.97,-0.24
Kyle Walker,Man City,Everton,,False,90,,,,,2,,,2.1,0,0,1,1.01,1,1.6,0.0,90.0,0.22,6.0,Man City,True,Sheffield,,0.68
Kyle Walker,Man City,Sheffield,,True,67,,,,,6,,,1.7,0,1,0,0.2,1,2.6,0.0,88.79,0.26,6.0,Man City,False,Newcastle United,-2.55,-0.41
Kyle Walker,Man City,Newcastle United,,False,90,,,,,6,,,6.5,2,0,2,1.23,1,3.4,0.0,88.85,0.25,0.0,Man City,True,Burnley,-1.82,0.39
Kyle Walker,Man City,Burnley,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,3.0,0.0,84.62,0.25,2.0,Man City,False,Brentford,,-0.53
Kyle Walker,Man City,Brentford,,False,90,,,,,2,,,6.6,0,0,1,1.02,1,3.2,0.0,84.86,0.24,1.0,Man City,True,Everton,-0.65,0.53
Kyle Walker,Man City,Everton,,True,33,,,,,1,,,2.7,0,0,0,0.03,0,3.0,0.0,82.61,0.23,7.0,Man City,True,Chelsea,,-0.25
Kyle Walker,Man City,Chelsea,,True,90,,,,,7,,,3.5,2,0,1,1.58,1,3.2,0.0,82.92,0.22,5.0,Man City,True,Brentford,6.07,0.79
Kyle Walker,Man City,Brentford,,True,90,,,,,5,,,3.4,0,1,0,0.34,1,3.0,0.0,83.2,0.25,0.0,Man City,False,Bournemouth,,0.19
Kyle Walker,Man City,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,3.0,0.0,80.0,0.25,2.0,Man City,True,Manchester United,-0.61,0.38
Kyle Walker,Man City,Manchester United,,True,90,,,,,2,,,5.0,0,0,1,0.26,1,3.0,0.0,80.37,0.24,2.0,Man City,False,Liverpool,1.42,-1.01
Kyle Walker,Man City,Liverpool,,False,90,,,,,2,,,2.1,0,0,1,2.46,1,3.2,0.0,80.71,0.23,0.0,Man City,True,Arsenal,-4.53,-0.11
Kyle Walker,Man City,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1.8,0.0,77.93,0.23,0.0,Man City,True,Aston Villa,,0.64
Kyle Walker,Man City,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.8,0.0,75.33,0.23,0.0,Man City,False,Crystal Palace,,0.38
Kyle Walker,Man City,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.8,0.0,72.9,0.23,0.0,Man City,True,Luton,,
Kyle Walker,Man City,Luton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.0,70.62,0.23,14.0,Man City,False,Brighton,-5.24,-0.6
Kyle Walker,Man City,Brighton,,False,78,,,,,14,,,8.0,2,1,0,0.26,1,2.8,0.0,70.85,0.26,8.0,Man City,False,Nottingham Forest,,-0.55
Kyle Walker,Man City,Nottingham Forest,,False,90,,,,,8,,,2.4,2,1,0,1.64,1,4.4,0.0,71.41,0.29,2.0,Man City,True,Wolverhampton,-0.23,0.05
Kyle Walker,Man City,Wolverhampton,,True,90,,,,,2,,,1.9,0,0,1,0.35,1,4.8,0.0,71.94,0.28,6.0,Man City,False,Fulham,,0.86
Kyle Walker,Man City,Fulham,,False,68,,,,,6,,,0.5,0,1,0,0.12,0,6.0,0.0,71.83,0.3,7.0,Man City,False,Tottenham,0.63,-0.36
Kyle Walker,Man City,Tottenham,,False,90,,,,,7,,,3.3,1,1,0,1.33,1,7.4,0.0,72.32,0.32,2.0,Man City,True,West Ham,-2.19,0.49
Kyle Walker,Man City,West Ham,,True,90,,,,,2,,,3.2,0,0,1,0.36,1,5.0,0.0,72.79,0.31,,Man City,False,Chelsea,-0.75,-0.85
