name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Owen Dodgson,Burnley,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,3016,0.0,0.0,0.0,0,0.0,Burnley,True,Aston Villa,,0.64
Owen Dodgson,Burnley,Aston Villa,2023-08-27,True,0,1.0,0.48,0.0,0.17,0,4.0,2.0,0.0,0,0,0,0.0,0,4905,0.0,0.24,0.0,0,0.0,Burnley,True,Tottenham,,0.69
Owen Dodgson,Burnley,Tottenham,2023-09-02,True,0,0.0,0.1,0.0,0.08,0,1.0,1.0,0.0,0,0,0,0.0,0,5114,0.0,0.19,0.0,0,0.0,Burnley,False,Nottingham Forest,,-0.55
Owen Dodgson,Burnley,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,4253,0.0,0.15,0.0,0,0.0,Burnley,True,Manchester United,,0.38
Owen Dodgson,Burnley,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,3991,0.0,0.12,0.0,0,0.0,Burnley,False,Newcastle United,,-0.41
Owen Dodgson,Burnley,Newcastle United,2023-09-30,False,0,0.0,0.07,0.0,0.0,0,3.0,0.0,0.0,0,0,0,0.0,0,3698,0.0,0.13,0.0,0,0.0,Burnley,False,Luton,,
Owen Dodgson,Burnley,Luton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,3698,0.0,0.04,0.0,0,0.0,Burnley,True,Chelsea,,-0.25
Owen Dodgson,Burnley,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,3523,0.0,0.01,0.0,0,0.0,Burnley,False,Brentford,,-0.53
Owen Dodgson,Burnley,Brentford,2023-10-21,False,0,1.0,1.13,0.0,0.0,0,2.0,0.0,0.0,0,0,0,0.0,0,3408,0.0,0.24,0.0,0,0.0,Burnley,False,Bournemouth,,0.19
Owen Dodgson,Burnley,Bournemouth,2023-10-28,False,0,0.0,0.16,0.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0,3327,0.0,0.27,0.0,0,0.0,Burnley,True,Crystal Palace,,0.88
