name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Joachim Andersen,Crystal Palace,Sheffield,2023-08-12,False,90,0,0.08,0,0.16,9,2,2,10.8,3,1,0,0.49,1,60908,9.0,0.08,90.0,1.0,1.84,1.41,0.27,19.66,2.0,Crystal Palace,True,Arsenal,,-0.11
Joachim Andersen,Crystal Palace,Arsenal,2023-08-21,True,90,0,0.0,0,0.0,2,0,0,2.9,0,0,1,2.0,1,257659,5.5,0.04,90.0,0.5,1.84,1.41,0.27,19.66,11.0,Crystal Palace,False,Brentford,,-0.53
Joachim Andersen,Crystal Palace,Brentford,2023-08-26,False,90,1,0.07,0,0.21,11,1,5,14.4,3,0,1,0.97,1,280497,7.33,0.05,90.0,0.33,1.84,1.41,0.27,19.66,1.0,Crystal Palace,True,Wolverhampton,,0.05
Joachim Andersen,Crystal Palace,Wolverhampton,2023-09-03,True,90,0,0.0,0,0.0,1,0,0,3.2,0,0,2,1.34,1,673883,5.75,0.04,90.0,0.25,1.84,1.41,0.27,19.66,1.0,Crystal Palace,False,Aston Villa,,0.29
Joachim Andersen,Crystal Palace,Aston Villa,2023-09-16,False,90,0,0.0,0,0.39,1,0,1,2.7,0,0,3,3.21,1,787004,4.8,0.03,90.0,0.2,1.84,1.41,0.27,19.66,6.0,Crystal Palace,True,Fulham,,-0.13
Joachim Andersen,Crystal Palace,Fulham,2023-09-23,True,90,0,0.03,0,0.0,6,1,0,1.7,0,1,0,0.59,1,838462,4.2,0.02,90.0,0.33,1.84,1.41,0.27,19.66,15.0,Crystal Palace,False,Manchester United,,-0.63
Joachim Andersen,Crystal Palace,Manchester United,2023-09-30,False,90,1,0.75,0,0.08,15,3,1,10.4,3,1,0,1.69,1,922779,6.8,0.17,90.0,0.43,1.84,1.41,0.27,19.66,6.0,Crystal Palace,True,Nottingham Forest,,1.55
Joachim Andersen,Crystal Palace,Nottingham Forest,2023-10-07,True,90,0,0.0,0,0.32,6,0,1,4.6,0,1,0,1.18,1,1571154,5.8,0.16,90.0,0.5,1.84,1.41,0.27,19.66,0.0,Crystal Palace,False,Newcastle United,,-0.41
Joachim Andersen,Crystal Palace,Newcastle United,2023-10-21,False,90,0,0.0,0,0.0,0,0,0,1.4,0,0,4,2.39,1,1787003,5.6,0.16,90.0,0.44,1.84,1.41,0.27,19.66,3.0,Crystal Palace,True,Tottenham,,0.69
Joachim Andersen,Crystal Palace,Tottenham,2023-10-27,True,90,0,0.06,1,0.05,3,2,1,5.3,0,0,2,1.12,1,1829116,6.0,0.37,90.0,0.4,1.84,1.41,0.27,19.66,5.0,Crystal Palace,False,Burnley,,0.0
Joachim Andersen,Crystal Palace,Burnley,2023-11-04,False,90,0,0.22,0,0.0,5,1,0,4.4,0,1,0,1.12,1,2133339,5.8,0.41,90.0,0.45,1.84,1.41,0.27,19.66,1.0,Crystal Palace,True,Everton,,0.53
Joachim Andersen,Crystal Palace,Everton,2023-11-11,True,90,0,0.0,0,0.0,1,0,0,3.6,0,0,3,1.6,1,2372850,3.0,0.26,90.0,0.42,1.84,1.41,0.27,19.66,1.0,Crystal Palace,False,Luton,,
Joachim Andersen,Crystal Palace,Luton,2023-11-25,False,90,0,0.04,0,0.0,1,1,0,4.2,0,0,2,0.83,1,2585503,2.0,0.27,90.0,0.38,1.84,1.41,0.27,19.66,2.0,Crystal Palace,False,West Ham,,-0.22
Joachim Andersen,Crystal Palace,West Ham,2023-12-03,False,90,0,0.04,0,0.1,2,1,1,4.7,0,0,1,1.26,1,2469189,2.4,0.27,90.0,0.36,1.84,1.41,0.27,19.66,1.0,Crystal Palace,True,Bournemouth,,1.22
Joachim Andersen,Crystal Palace,Bournemouth,2023-12-06,True,90,0,0.0,0,0.0,1,0,0,1.9,0,0,2,1.74,1,2418502,2.0,0.06,90.0,0.33,1.84,1.41,0.27,19.66,0.0,Crystal Palace,True,Liverpool,,0.18
Joachim Andersen,Crystal Palace,Liverpool,2023-12-09,True,90,0,0.36,0,0.0,0,1,0,3.7,0,0,2,1.25,1,2224683,1.0,0.09,90.0,0.31,1.84,1.41,0.27,19.66,0.0,Crystal Palace,False,Manchester City,,-1.32
Joachim Andersen,Crystal Palace,Manchester City,2023-12-16,False,90,0,0.0,0,0.0,0,0,0,0.8,0,0,2,1.61,1,2049285,0.8,0.09,90.0,0.29,1.84,1.41,0.27,19.66,2.0,Crystal Palace,True,Brighton,,-0.66
Joachim Andersen,Crystal Palace,Brighton,2023-12-21,True,90,0,0.0,0,0.06,2,0,1,3.8,0,0,1,1.14,1,1972010,1.0,0.08,90.0,0.28,1.84,1.41,0.27,19.66,1.0,Crystal Palace,False,Chelsea,,-0.85
Joachim Andersen,Crystal Palace,Chelsea,2023-12-27,False,90,0,0.01,0,0.0,1,1,0,4.0,0,0,2,2.74,1,1916762,0.8,0.07,90.0,0.26,1.84,1.41,0.27,19.66,2.0,Crystal Palace,True,Brentford,,0.79
Joachim Andersen,Crystal Palace,Brentford,2023-12-30,True,90,0,0.07,0,0.0,2,1,0,2.7,0,0,1,1.4,1,1857656,1.0,0.09,90.0,0.25,1.84,1.41,0.27,19.66,0.0,Crystal Palace,False,Arsenal,,-0.48
Joachim Andersen,Crystal Palace,Arsenal,2024-01-20,False,90,0,0.01,0,0.0,0,1,0,2.7,0,0,5,3.31,1,1727029,1.0,0.02,90.0,0.24,1.84,1.41,0.27,19.66,1.0,Crystal Palace,True,Sheffield,,0.68
Joachim Andersen,Crystal Palace,Sheffield,2024-01-30,True,90,0,0.05,0,0.0,1,1,0,2.0,0,0,2,0.78,1,1691368,1.2,0.03,90.0,0.23,1.84,1.41,0.27,19.66,3.0,Crystal Palace,False,Brighton,,-0.6
Joachim Andersen,Crystal Palace,Brighton,2024-02-03,False,90,0,0.0,1,0.06,3,0,1,4.2,0,0,4,1.53,1,1617128,1.4,0.23,90.0,0.22,1.84,1.41,0.27,19.66,1.0,Crystal Palace,True,Chelsea,,-0.25
