name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty,saves_per_game,last_season_total_saves
Dean Henderson,Man Utd,Wolverhampton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,2,3.57,0.33,0.0,Crystal Palace,True,Tottenham,0.68,0.0,54
Dean Henderson,Crystal Palace,Tottenham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,2,3.57,0.33,0.0,Crystal Palace,False,Burnley,-0.94,0.0,54
Dean Henderson,Crystal Palace,Burnley,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,2,3.57,0.33,0.0,Crystal Palace,True,Everton,0.47,0.0,54
Dean Henderson,Crystal Palace,Everton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,2,3.57,0.33,0.0,Crystal Palace,False,Luton,2.09,0.0,54
Dean Henderson,Crystal Palace,Luton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,2,3.57,0.33,0.0,Crystal Palace,False,West Ham,0.38,0.0,54
Dean Henderson,Crystal Palace,West Ham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,2,3.57,0.33,0.0,Crystal Palace,True,Bournemouth,0.86,0.0,54
Dean Henderson,Crystal Palace,Bournemouth,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,2,3.57,0.33,0.0,Crystal Palace,True,Liverpool,0.92,0.0,54
Dean Henderson,Crystal Palace,Liverpool,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,2,3.57,0.33,3.0,Crystal Palace,False,Manchester City,-0.8,0.0,54
Dean Henderson,Crystal Palace,Manchester City,2023-12-16,False,90,2,1.61,7,0,3,0,False,0.0,True,0.0,0.0,2,3.57,0.33,2.0,Crystal Palace,True,Brighton,-0.29,0.78,54
Dean Henderson,Crystal Palace,Brighton,2023-12-21,True,90,1,1.14,5,0,2,0,False,0.0,True,0.6,0.0,2,3.57,0.33,1.0,Crystal Palace,False,Chelsea,2.48,1.2,54
Dean Henderson,Crystal Palace,Chelsea,2023-12-27,False,90,2,2.74,1,0,1,0,False,0.0,True,1.0,0.0,2,3.57,0.33,0.0,Man Utd,False,Tottenham,0.11,1.18,54
Dean Henderson,Man Utd,Tottenham,,False,0,0,0.0,0,0,0,0,False,,False,1.2,0.0,2,3.57,0.33,3.0,Crystal Palace,True,Brentford,0.35,1.08,54
Dean Henderson,Crystal Palace,Brentford,2023-12-30,True,90,1,1.4,4,0,3,0,False,0.0,True,1.2,0.0,2,3.57,0.33,-2.0,Crystal Palace,False,Arsenal,3.89,1.31,54
Dean Henderson,Crystal Palace,Arsenal,2024-01-20,False,90,5,3.31,2,0,-2,0,False,0.0,True,1.8,0.0,2,3.57,0.33,2.0,Crystal Palace,True,Sheffield,-0.69,1.36,54
Dean Henderson,Crystal Palace,Sheffield,2024-01-30,True,90,2,0.78,3,0,2,0,False,0.0,True,0.8,0.0,2,3.57,0.33,0.0,Crystal Palace,False,Brighton,2.17,1.47,54
Dean Henderson,Crystal Palace,Brighton,2024-02-03,False,90,4,1.53,2,0,0,0,False,0.0,True,0.8,0.0,2,3.57,0.33,1.0,Crystal Palace,True,Chelsea,1.46,1.5,54
Dean Henderson,Crystal Palace,Chelsea,2024-02-12,True,90,3,1.21,2,0,1,0,False,0.0,True,0.6,0.0,2,3.57,0.33,0.0,Crystal Palace,False,Everton,2.96,1.53,54
Dean Henderson,Crystal Palace,Everton,,False,0,0,0.0,0,0,0,0,False,,False,0.8,0.0,2,3.57,0.33,0.0,Crystal Palace,True,Burnley,-1.28,1.44,54
Dean Henderson,Crystal Palace,Burnley,,True,0,0,0.0,0,0,0,0,False,,False,0.2,0.0,2,3.57,0.33,0.0,Crystal Palace,False,Tottenham,3.43,1.37,54
