name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points
Đorđe Petrović,Chelsea,Fulham,2024-01-13,True,90,0,0.86,4,0,10,3,True,0,True,0.0,1.0,0,0,0,3
Đorđe Petrović,Chelsea,Liverpool,2024-01-31,False,90,4,2.93,9,0,3,0,False,0,True,10.0,0.5,0,0,0,1
Đorđe Petrović,Chelsea,Wolverhampton,2024-02-04,True,90,4,1.93,4,0,1,0,False,0,True,6.5,0.33,0,0,0,3
Đorđe Petrović,Chelsea,Crystal Palace,2024-02-12,False,90,1,0.55,3,0,3,0,False,0,True,4.67,0.25,0,0,0,2
Đorđe Petrović,Chelsea,Manchester City,2024-02-17,False,90,1,2.91,4,0,2,0,False,0,True,4.25,0.2,0,0,0,2
Đorđe Petrović,Chelsea,Brentford,2024-03-02,False,90,2,1.83,3,0,2,0,False,0,True,3.8,0.17,0,0,0,0
Đorđe Petrović,Chelsea,Newcastle United,2024-03-11,True,90,2,0.8,1,0,0,0,False,0,True,2.2,0.14,0,0,0,2
Đorđe Petrović,Chelsea,Burnley,2024-03-30,True,90,2,1.58,4,0,2,0,False,0,True,1.6,0.12,0,0,0,1
Đorđe Petrović,Chelsea,Manchester United,2024-04-04,True,90,3,1.57,2,0,1,0,False,0,True,1.8,0.11,0,0,0,2
Đorđe Petrović,Chelsea,Sheffield,2024-04-07,False,90,2,1.36,3,0,2,0,False,0,True,1.4,0.1,0,0,0,6
Đorđe Petrović,Chelsea,Everton,2024-04-15,True,90,0,1.41,2,0,6,0,True,0,True,1.4,0.18,0,0,0,2
Đorđe Petrović,Chelsea,Arsenal,2024-04-23,False,90,5,3.37,6,0,2,0,False,0,True,2.2,0.17,0,0,0,2
Đorđe Petrović,Chelsea,Aston Villa,2024-04-27,False,90,2,0.87,3,0,2,0,False,0,True,2.6,0.15,0,0,0,9
Đorđe Petrović,Chelsea,Tottenham,2024-05-02,True,90,0,1.54,4,0,9,2,True,0,True,2.6,0.21,0,0,0,6
Đorđe Petrović,Chelsea,West Ham,2024-05-05,True,90,0,1.04,2,0,6,0,True,0,True,4.2,0.27,0,0,0,1
Đorđe Petrović,Chelsea,Nottingham Forest,2024-05-11,False,90,2,1.62,2,0,1,0,False,0,True,5.0,0.25,0,0,0,2
Đorđe Petrović,Chelsea,Brighton,2024-05-15,False,90,1,1.24,1,0,2,0,False,0,True,4.0,0.24,0,0,0,3
Đorđe Petrović,Chelsea,Bournemouth,2024-05-19,True,90,1,2.15,5,0,3,0,False,0,True,4.0,0.22,0,0,0,
