name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Emiliano Martínez Romero,Aston Villa,Newcastle United,2023-08-12,False,90,5,3.44,7,0,1,0,False,0.0,True,0.0,0.0,7.0,1,27.3,0.32,98,0.0,Aston Villa,True,Luton,,
Emiliano Martínez Romero,Aston Villa,Luton,2023-10-29,True,90,1,0.48,1,0,0,0,False,0.0,True,1.0,0.0,4.0,1,27.3,0.32,98,1.0,Aston Villa,False,Nottingham Forest,2.68,-0.55
Emiliano Martínez Romero,Aston Villa,Nottingham Forest,2023-11-05,False,90,2,0.41,1,0,1,0,False,0.0,True,0.5,0.0,3.0,1,27.3,0.32,98,3.0,Aston Villa,True,Fulham,-1.21,-0.13
Emiliano Martínez Romero,Aston Villa,Fulham,2023-11-12,True,90,1,0.93,4,0,3,0,False,0.0,True,0.67,0.0,3.25,1,27.3,0.32,98,4.0,Aston Villa,False,Tottenham,-0.44,-0.36
Emiliano Martínez Romero,Aston Villa,Tottenham,2023-11-26,False,90,1,2.32,6,0,4,0,False,0.0,True,1.25,0.0,3.8,1,27.3,0.32,98,2.0,Aston Villa,False,Bournemouth,4.38,0.19
Emiliano Martínez Romero,Aston Villa,Bournemouth,2023-12-03,False,90,2,2.02,5,0,2,0,False,0.0,True,1.8,0.0,4.0,1,27.3,0.32,98,9.0,Aston Villa,True,Manchester City,-0.28,-0.96
Emiliano Martínez Romero,Aston Villa,Manchester City,2023-12-06,True,90,0,0.83,2,0,9,3,True,0.0,True,2.0,0.14,3.71,1,27.3,0.32,98,10.0,Aston Villa,True,Arsenal,1.9,-0.11
Emiliano Martínez Romero,Aston Villa,Arsenal,2023-12-09,True,90,0,1.36,3,0,10,3,True,0.0,True,3.8,0.25,3.62,1,27.3,0.32,98,1.0,Aston Villa,False,Brentford,0.23,-0.53
Emiliano Martínez Romero,Aston Villa,Brentford,2023-12-17,False,90,1,0.51,2,0,1,0,False,0.0,True,5.6,0.22,3.44,1,27.3,0.32,98,2.0,Aston Villa,True,Sheffield,,0.68
Emiliano Martínez Romero,Aston Villa,Sheffield,2023-12-22,True,90,1,0.56,1,0,2,0,False,0.0,True,5.2,0.2,3.2,1,27.3,0.32,98,2.0,Aston Villa,False,Manchester United,-0.31,-0.63
Emiliano Martínez Romero,Aston Villa,Manchester United,2023-12-26,False,90,3,1.04,4,0,2,0,False,0.0,True,4.8,0.18,3.27,1,27.3,0.32,98,8.0,Aston Villa,True,Everton,-1.63,0.53
Emiliano Martínez Romero,Aston Villa,Everton,2023-08-20,True,90,0,0.68,2,0,8,2,True,0.0,True,4.8,0.25,3.17,1,27.3,0.32,98,1.0,Aston Villa,True,Burnley,2.78,0.39
Emiliano Martínez Romero,Aston Villa,Burnley,2023-12-30,True,90,2,0.98,3,0,1,0,False,0.0,True,4.6,0.23,3.15,1,27.3,0.32,98,9.0,Aston Villa,False,Everton,-1.98,-0.24
Emiliano Martínez Romero,Aston Villa,Everton,2024-01-14,False,90,0,1.13,2,0,9,3,True,0.02,True,2.8,0.29,3.07,1,27.3,0.32,98,2.0,Aston Villa,True,Newcastle United,-3.77,0.55
Emiliano Martínez Romero,Aston Villa,Newcastle United,2024-01-30,True,90,3,2.54,3,0,2,0,False,0.0,True,4.4,0.27,3.07,1,27.3,0.32,98,7.0,Aston Villa,False,Sheffield,,-0.61
Emiliano Martínez Romero,Aston Villa,Sheffield,2024-02-03,False,90,0,1.26,4,0,7,0,True,0.0,True,4.4,0.31,3.12,1,27.3,0.32,98,2.0,Aston Villa,True,Manchester United,-1.51,0.38
Emiliano Martínez Romero,Aston Villa,Manchester United,2024-02-11,True,90,2,1.8,3,0,2,0,False,0.0,True,5.4,0.29,3.12,1,27.3,0.32,98,3.0,Aston Villa,False,Fulham,4.62,0.86
Emiliano Martínez Romero,Aston Villa,Fulham,2024-02-17,False,90,1,1.4,3,0,3,0,False,0.0,True,4.2,0.28,3.11,1,27.3,0.32,98,1.0,Aston Villa,True,Nottingham Forest,-1.89,1.55
Emiliano Martínez Romero,Aston Villa,Nottingham Forest,2024-02-24,True,90,2,2.58,1,0,1,0,False,0.0,True,4.6,0.26,3.0,1,27.3,0.32,98,1.0,Aston Villa,False,Luton,,
Emiliano Martínez Romero,Aston Villa,Luton,2024-03-02,False,90,2,2.28,2,0,1,0,False,0.0,True,3.0,0.25,2.95,1,27.3,0.32,98,0.0,Aston Villa,True,Tottenham,2.34,0.69
Emiliano Martínez Romero,Aston Villa,Tottenham,2024-03-10,True,90,4,1.63,1,0,0,0,False,0.0,True,2.8,0.24,2.86,1,27.3,0.32,98,5.0,Aston Villa,False,West Ham,,-0.22
Emiliano Martínez Romero,Aston Villa,West Ham,2024-03-17,False,90,1,2.04,3,0,5,2,False,0.0,True,1.4,0.23,2.86,1,27.3,0.32,98,0.0,Aston Villa,False,Burnley,-3.79,0.0
Emiliano Martínez Romero,Aston Villa,Burnley,,False,0,0,0.0,0,0,0,0,False,,False,2.0,0.23,2.74,1,27.3,0.32,98,10.0,Aston Villa,True,Wolverhampton,0.86,0.05
Emiliano Martínez Romero,Aston Villa,Wolverhampton,2024-03-30,True,90,0,1.49,3,0,10,3,True,0.0,True,1.4,0.26,2.75,1,27.3,0.32,98,0.0,Aston Villa,False,Manchester City,,-1.32
Emiliano Martínez Romero,Aston Villa,Manchester City,,False,0,0,0.0,0,0,0,0,False,,False,3.2,0.26,2.64,1,27.3,0.32,98,1.0,Aston Villa,True,Brentford,-3.34,0.79
Emiliano Martínez Romero,Aston Villa,Brentford,2024-04-06,True,90,3,1.56,0,0,1,0,False,0.0,True,3.0,0.25,2.54,1,27.3,0.32,98,9.0,Aston Villa,False,Arsenal,2.49,-0.48
Emiliano Martínez Romero,Aston Villa,Arsenal,2024-04-14,False,90,0,1.62,4,0,9,2,True,0.0,True,3.2,0.28,2.59,1,27.3,0.32,98,3.0,Aston Villa,True,Bournemouth,,1.22
Emiliano Martínez Romero,Aston Villa,Bournemouth,2024-04-21,True,90,1,1.69,4,0,3,0,False,0.0,True,4.0,0.27,2.64,1,27.3,0.32,98,1.0,Aston Villa,True,Chelsea,2.3,-0.25
Emiliano Martínez Romero,Aston Villa,Chelsea,2024-04-27,True,45,0,0.52,1,0,1,0,False,0.0,True,4.6,0.27,2.59,1,27.3,0.32,98,0.0,Aston Villa,False,Brighton,-2.08,-0.6
Emiliano Martínez Romero,Aston Villa,Brighton,,False,0,0,0.0,0,0,0,0,False,,False,2.8,0.27,2.5,1,27.3,0.32,98,0.0,Aston Villa,True,Liverpool,2.82,0.18
Emiliano Martínez Romero,Aston Villa,Liverpool,2024-05-13,True,90,3,1.73,5,0,0,0,False,0.0,True,2.8,0.26,2.58,1,27.3,0.32,98,0.0,Aston Villa,False,Crystal Palace,1.07,0.38
Emiliano Martínez Romero,Aston Villa,Crystal Palace,,False,0,0,0.0,0,0,0,0,False,,False,2.6,0.26,2.5,1,27.3,0.32,98,1.0,Aston Villa,False,Liverpool,1.5,-1.01
Emiliano Martínez Romero,Aston Villa,Liverpool,2023-09-03,False,90,3,2.47,2,0,1,0,False,0.0,True,0.8,0.25,2.48,1,27.3,0.32,98,2.0,Aston Villa,True,Crystal Palace,-1.7,0.88
